product_id,total_stock,total_sales,stock_to_sales_ratio,risk_level,product_name
1072,183.0,21.0,8.714285714285714,Rủi ro cao: Tồn kho lớn so với doanh số,TH True Milk Also Đặc Biệt 700ml
360,312.0,36.0,8.666666666666666,Rủi ro cao: Tồn kho lớn so với doanh số,PepsiCo Security Dinh Dưỡng 1L
697,260.0,30.0,8.666666666666666,Rủi ro cao: Tồn kho lớn so với doanh số,Vinamilk Military Premium 700ml
1913,251.0,29.0,8.655172413793103,Rủi ro cao: Tồn kho lớn so với doanh số,Suntory Law Thượng Hạng 500g
1908,121.0,14.0,8.642857142857142,Rủi ro cao: Tồn kho lớn so với doanh số,Suntory Newspaper Premium 330ml
323,233.0,27.0,8.62962962962963,Rủi ro cao: Tồn kho lớn so với doanh số,Orion Blood Premium 1L
345,266.0,31.0,8.580645161290322,Rủi ro cao: Tồn kho lớn so với doanh số,PepsiCo Specific Thượng Hạng 700ml
222,180.0,21.0,8.571428571428571,Rủi ro cao: Tồn kho lớn so với doanh số,Vinamilk Street Vị Mới 500g
865,282.0,33.0,8.545454545454545,Rủi ro cao: Tồn kho lớn so với doanh số,PepsiCo Student Dinh Dưỡng 500ml
229,213.0,25.0,8.52,Rủi ro cao: Tồn kho lớn so với doanh số,Vinamilk Above Thượng Hạng 100g
591,102.0,12.0,8.5,Rủi ro cao: Tồn kho lớn so với doanh số,P&G Foreign Dinh Dưỡng 700ml
256,221.0,26.0,8.5,Rủi ro cao: Tồn kho lớn so với doanh số,PepsiCo Our Premium 330ml
1942,238.0,28.0,8.5,Rủi ro cao: Tồn kho lớn so với doanh số,Acecook Garden Vị Mới 700ml
405,272.0,32.0,8.5,Rủi ro cao: Tồn kho lớn so với doanh số,Orion My Premium 1L
1758,170.0,20.0,8.5,Rủi ro cao: Tồn kho lớn so với doanh số,PepsiCo Training Premium 100g
388,144.0,17.0,8.470588235294118,Rủi ro cao: Tồn kho lớn so với doanh số,Vinamilk Expert Premium 100g
1368,110.0,13.0,8.461538461538462,Rủi ro cao: Tồn kho lớn so với doanh số,Vinamilk Example Premium 500g
1626,363.0,43.0,8.44186046511628,Rủi ro cao: Tồn kho lớn so với doanh số,Suntory Can Đặc Biệt 700ml
1505,118.0,14.0,8.428571428571429,Rủi ro cao: Tồn kho lớn so với doanh số,P&G Grow Premium 700ml
1387,337.0,40.0,8.425,Rủi ro cao: Tồn kho lớn so với doanh số,PepsiCo Vote Vị Mới 500g
944,438.0,52.0,8.423076923076923,Rủi ro cao: Tồn kho lớn so với doanh số,Ajinomoto Meeting Vị Mới 500ml
1793,244.0,29.0,8.413793103448276,Rủi ro cao: Tồn kho lớn so với doanh số,Ajinomoto Republican Premium 500ml
1622,193.0,23.0,8.391304347826088,Rủi ro cao: Tồn kho lớn so với doanh số,TH True Milk Break Premium 700ml
196,243.0,29.0,8.379310344827585,Rủi ro cao: Tồn kho lớn so với doanh số,Acecook Walk Dinh Dưỡng 500g
20,301.0,36.0,8.36111111111111,Rủi ro cao: Tồn kho lớn so với doanh số,MEATDeli Thịt heo mát 2kg
1671,259.0,31.0,8.35483870967742,Rủi ro cao: Tồn kho lớn so với doanh số,TH True Milk Career Thượng Hạng 1kg
1453,125.0,15.0,8.333333333333334,Rủi ro cao: Tồn kho lớn so với doanh số,TH True Milk While Premium 500ml
887,408.0,49.0,8.326530612244898,Rủi ro cao: Tồn kho lớn so với doanh số,Orion Also Dinh Dưỡng 500ml
469,83.0,10.0,8.3,Rủi ro cao: Tồn kho lớn so với doanh số,Suntory Concern Đặc Biệt 1L
652,224.0,27.0,8.296296296296296,Rủi ro cao: Tồn kho lớn so với doanh số,PepsiCo Discussion Dinh Dưỡng 1L
531,456.0,55.0,8.290909090909091,Rủi ro cao: Tồn kho lớn so với doanh số,Suntory Hour Thượng Hạng 500ml
2025,116.0,14.0,8.285714285714286,Rủi ro cao: Tồn kho lớn so với doanh số,PepsiCo Than Thượng Hạng 100g
1997,182.0,22.0,8.272727272727273,Rủi ro cao: Tồn kho lớn so với doanh số,Orion Particular Premium 100g
1982,420.0,51.0,8.235294117647058,Rủi ro cao: Tồn kho lớn so với doanh số,Suntory Opportunity Premium 500g
1022,148.0,18.0,8.222222222222221,Rủi ro cao: Tồn kho lớn so với doanh số,Nestlé Room Đặc Biệt 1kg
1196,123.0,15.0,8.2,Rủi ro cao: Tồn kho lớn so với doanh số,Nestlé Moment Vị Mới 500ml
1470,254.0,31.0,8.193548387096774,Rủi ro cao: Tồn kho lớn so với doanh số,Orion Hundred Vị Mới 500ml
1354,270.0,33.0,8.181818181818182,Rủi ro cao: Tồn kho lớn so với doanh số,Suntory News Đặc Biệt 100g
587,261.0,32.0,8.15625,Rủi ro cao: Tồn kho lớn so với doanh số,Nestlé Thousand Vị Mới 100g
412,334.0,41.0,8.146341463414634,Rủi ro cao: Tồn kho lớn so với doanh số,P&G Light Đặc Biệt 330ml
838,236.0,29.0,8.137931034482758,Rủi ro cao: Tồn kho lớn so với doanh số,Orion About Thượng Hạng 330ml
1328,488.0,60.0,8.133333333333333,Rủi ro cao: Tồn kho lớn so với doanh số,Unilever Goal Dinh Dưỡng 100g
636,122.0,15.0,8.133333333333333,Rủi ro cao: Tồn kho lớn so với doanh số,TH True Milk Begin Premium 500g
613,65.0,8.0,8.125,Rủi ro cao: Tồn kho lớn so với doanh số,Nestlé Month Vị Mới 250ml
1245,130.0,16.0,8.125,Rủi ro cao: Tồn kho lớn so với doanh số,Suntory Current Đặc Biệt 250ml
301,398.0,49.0,8.122448979591837,Rủi ro cao: Tồn kho lớn so với doanh số,Nestlé Until Thượng Hạng 500ml
487,276.0,34.0,8.117647058823529,Rủi ro cao: Tồn kho lớn so với doanh số,Acecook Easy Premium 330ml
628,146.0,18.0,8.11111111111111,Rủi ro cao: Tồn kho lớn so với doanh số,Vinamilk Enough Premium 100g
1302,234.0,29.0,8.068965517241379,Rủi ro cao: Tồn kho lớn so với doanh số,Orion Learn Vị Mới 1L
1900,129.0,16.0,8.0625,Rủi ro cao: Tồn kho lớn so với doanh số,Suntory Assume Thượng Hạng 100g
911,129.0,16.0,8.0625,Rủi ro cao: Tồn kho lớn so với doanh số,P&G Method Premium 500g
969,241.0,30.0,8.033333333333333,Rủi ro cao: Tồn kho lớn so với doanh số,Ajinomoto Pressure Dinh Dưỡng 700ml
1808,409.0,51.0,8.019607843137255,Rủi ro cao: Tồn kho lớn so với doanh số,Unilever Car Vị Mới 700ml
1595,144.0,18.0,8.0,Rủi ro cao: Tồn kho lớn so với doanh số,Ajinomoto Ago Thượng Hạng 1L
1380,120.0,15.0,8.0,Rủi ro cao: Tồn kho lớn so với doanh số,Nestlé Dream Vị Mới 500ml
1528,176.0,22.0,8.0,Rủi ro cao: Tồn kho lớn so với doanh số,Acecook Security Premium 100g
553,263.0,33.0,7.96969696969697,Rủi ro cao: Tồn kho lớn so với doanh số,Vinamilk Cost Thượng Hạng 100g
1381,263.0,33.0,7.96969696969697,Rủi ro cao: Tồn kho lớn so với doanh số,PepsiCo Will Vị Mới 250ml
1120,334.0,42.0,7.9523809523809526,Rủi ro cao: Tồn kho lớn so với doanh số,P&G True Dinh Dưỡng 700ml
1789,159.0,20.0,7.95,Rủi ro cao: Tồn kho lớn so với doanh số,Nestlé Range Thượng Hạng 250ml
1204,143.0,18.0,7.944444444444445,Rủi ro cao: Tồn kho lớn so với doanh số,Acecook Begin Thượng Hạng 500ml
1306,135.0,17.0,7.9411764705882355,Rủi ro cao: Tồn kho lớn so với doanh số,TH True Milk Final Thượng Hạng 250ml
1835,468.0,59.0,7.932203389830509,Rủi ro cao: Tồn kho lớn so với doanh số,TH True Milk Down Đặc Biệt 330ml
941,214.0,27.0,7.925925925925926,Rủi ro cao: Tồn kho lớn so với doanh số,TH True Milk Contain Dinh Dưỡng 500g
1137,317.0,40.0,7.925,Rủi ro cao: Tồn kho lớn so với doanh số,Nestlé Amount Thượng Hạng 500ml
1162,380.0,48.0,7.916666666666667,Rủi ro cao: Tồn kho lớn so với doanh số,P&G Modern Premium 330ml
1141,237.0,30.0,7.9,Rủi ro cao: Tồn kho lớn so với doanh số,Suntory Next Dinh Dưỡng 700ml
1907,150.0,19.0,7.894736842105263,Rủi ro cao: Tồn kho lớn so với doanh số,Nestlé Investment Thượng Hạng 250ml
1739,134.0,17.0,7.882352941176471,Rủi ro cao: Tồn kho lớn so với doanh số,Orion Leave Đặc Biệt 100g
1613,189.0,24.0,7.875,Rủi ro cao: Tồn kho lớn so với doanh số,Orion Buy Vị Mới 330ml
1911,181.0,23.0,7.869565217391305,Rủi ro cao: Tồn kho lớn so với doanh số,Orion Candidate Thượng Hạng 700ml
1695,354.0,45.0,7.866666666666666,Rủi ro cao: Tồn kho lớn so với doanh số,Unilever Half Thượng Hạng 500ml
1501,282.0,36.0,7.833333333333333,Rủi ro cao: Tồn kho lớn so với doanh số,Suntory Man Vị Mới 1kg
1234,94.0,12.0,7.833333333333333,Rủi ro cao: Tồn kho lớn so với doanh số,Nestlé Mean Đặc Biệt 700ml
1407,274.0,35.0,7.828571428571428,Rủi ro cao: Tồn kho lớn so với doanh số,Orion Set Premium 250ml
1945,180.0,23.0,7.826086956521739,Rủi ro cao: Tồn kho lớn so với doanh số,Vinamilk Recent Thượng Hạng 500ml
1524,266.0,34.0,7.823529411764706,Rủi ro cao: Tồn kho lớn so với doanh số,Vinamilk Bill Premium 100g
658,258.0,33.0,7.818181818181818,Rủi ro cao: Tồn kho lớn so với doanh số,Orion Position Premium 330ml
1170,172.0,22.0,7.818181818181818,Rủi ro cao: Tồn kho lớn so với doanh số,Suntory Chair Đặc Biệt 700ml
1429,250.0,32.0,7.8125,Rủi ro cao: Tồn kho lớn so với doanh số,Nestlé Box Dinh Dưỡng 1L
2015,203.0,26.0,7.8076923076923075,Rủi ro cao: Tồn kho lớn so với doanh số,Nestlé Field Thượng Hạng 1L
685,273.0,35.0,7.8,Rủi ro cao: Tồn kho lớn so với doanh số,Ajinomoto Order Thượng Hạng 1L
1378,39.0,5.0,7.8,Rủi ro cao: Tồn kho lớn so với doanh số,TH True Milk Agent Vị Mới 250ml
1458,39.0,5.0,7.8,Rủi ro cao: Tồn kho lớn so với doanh số,Ajinomoto Above Premium 250ml
1294,444.0,57.0,7.7894736842105265,Rủi ro cao: Tồn kho lớn so với doanh số,Nestlé Push Vị Mới 500ml
420,132.0,17.0,7.764705882352941,Rủi ro cao: Tồn kho lớn so với doanh số,Nestlé Explain Vị Mới 330ml
374,108.0,14.0,7.714285714285714,Rủi ro cao: Tồn kho lớn so với doanh số,TH True Milk Beautiful Thượng Hạng 100g
1906,239.0,31.0,7.709677419354839,Rủi ro cao: Tồn kho lớn so với doanh số,Ajinomoto Civil Premium 250ml
784,107.0,14.0,7.642857142857143,Rủi ro cao: Tồn kho lớn so với doanh số,Nestlé So Dinh Dưỡng 700ml
186,382.0,50.0,7.64,Rủi ro cao: Tồn kho lớn so với doanh số,Suntory News Đặc Biệt 330ml
1129,313.0,41.0,7.634146341463414,Rủi ro cao: Tồn kho lớn so với doanh số,Suntory Environmental Premium 100g
1353,160.0,21.0,7.619047619047619,Rủi ro cao: Tồn kho lớn so với doanh số,Ajinomoto Ever Đặc Biệt 1L
415,205.0,27.0,7.592592592592593,Rủi ro cao: Tồn kho lớn so với doanh số,PepsiCo Surface Dinh Dưỡng 700ml
927,387.0,51.0,7.588235294117647,Rủi ro cao: Tồn kho lớn so với doanh số,P&G Recent Vị Mới 500ml
319,311.0,41.0,7.585365853658536,Rủi ro cao: Tồn kho lớn so với doanh số,P&G This Đặc Biệt 500g
1388,121.0,16.0,7.5625,Rủi ro cao: Tồn kho lớn so với doanh số,P&G By Dinh Dưỡng 330ml
1734,242.0,32.0,7.5625,Rủi ro cao: Tồn kho lớn so với doanh số,Acecook Expert Thượng Hạng 1kg
1227,242.0,32.0,7.5625,Rủi ro cao: Tồn kho lớn so với doanh số,TH True Milk Official Premium 1kg
1220,189.0,25.0,7.56,Rủi ro cao: Tồn kho lớn so với doanh số,PepsiCo Onto Đặc Biệt 500ml
1791,136.0,18.0,7.555555555555555,Rủi ro cao: Tồn kho lớn so với doanh số,Suntory Right Đặc Biệt 330ml
1967,158.0,21.0,7.523809523809524,Rủi ro cao: Tồn kho lớn so với doanh số,Nestlé Forget Premium 500g
1006,75.0,10.0,7.5,Rủi ro cao: Tồn kho lớn so với doanh số,TH True Milk Fact Premium 500g
1659,210.0,28.0,7.5,Rủi ro cao: Tồn kho lớn so với doanh số,Orion How Vị Mới 1kg
1560,120.0,16.0,7.5,Rủi ro cao: Tồn kho lớn so với doanh số,P&G Bed Đặc Biệt 500g
1705,240.0,32.0,7.5,Rủi ro cao: Tồn kho lớn so với doanh số,Ajinomoto Despite Đặc Biệt 500ml
1760,367.0,49.0,7.489795918367347,Rủi ro cao: Tồn kho lớn so với doanh số,Unilever Nearly Vị Mới 250ml
833,329.0,44.0,7.4772727272727275,Rủi ro cao: Tồn kho lớn so với doanh số,Unilever Story Vị Mới 500g
932,351.0,47.0,7.468085106382978,Rủi ro cao: Tồn kho lớn so với doanh số,Vinamilk Goal Vị Mới 500g
745,179.0,24.0,7.458333333333333,Rủi ro cao: Tồn kho lớn so với doanh số,Acecook Mission Premium 100g
1187,231.0,31.0,7.451612903225806,Rủi ro cao: Tồn kho lớn so với doanh số,Ajinomoto Here Premium 700ml
1700,67.0,9.0,7.444444444444445,Rủi ro cao: Tồn kho lớn so với doanh số,P&G Candidate Premium 1L
1542,320.0,43.0,7.441860465116279,Rủi ro cao: Tồn kho lớn so với doanh số,Acecook Point Dinh Dưỡng 500g
492,253.0,34.0,7.4411764705882355,Rủi ro cao: Tồn kho lớn so với doanh số,PepsiCo Must Đặc Biệt 700ml
820,341.0,46.0,7.413043478260869,Rủi ro cao: Tồn kho lớn so với doanh số,Suntory Radio Đặc Biệt 500ml
537,289.0,39.0,7.410256410256411,Rủi ro cao: Tồn kho lớn so với doanh số,Suntory Section Vị Mới 500g
1081,326.0,44.0,7.409090909090909,Rủi ro cao: Tồn kho lớn so với doanh số,Ajinomoto Buy Premium 100g
1067,111.0,15.0,7.4,Rủi ro cao: Tồn kho lớn so với doanh số,PepsiCo Letter Dinh Dưỡng 700ml
1201,170.0,23.0,7.391304347826087,Rủi ro cao: Tồn kho lớn so với doanh số,TH True Milk Something Vị Mới 700ml
978,133.0,18.0,7.388888888888889,Rủi ro cao: Tồn kho lớn so với doanh số,P&G Exist Dinh Dưỡng 100g
915,443.0,60.0,7.383333333333334,Rủi ro cao: Tồn kho lớn so với doanh số,PepsiCo Fly Vị Mới 250ml
1426,125.0,17.0,7.352941176470588,Rủi ro cao: Tồn kho lớn so với doanh số,TH True Milk Its Dinh Dưỡng 700ml
847,286.0,39.0,7.333333333333333,Rủi ro cao: Tồn kho lớn so với doanh số,Vinamilk Direction Thượng Hạng 1kg
1054,176.0,24.0,7.333333333333333,Rủi ro cao: Tồn kho lớn so với doanh số,Acecook Push Dinh Dưỡng 700ml
1283,227.0,31.0,7.32258064516129,Rủi ro cao: Tồn kho lớn so với doanh số,Vinamilk Table Đặc Biệt 500ml
75,212.0,29.0,7.310344827586207,Rủi ro cao: Tồn kho lớn so với doanh số,Orion Throw Đặc Biệt 330ml
1927,307.0,42.0,7.309523809523809,Rủi ro cao: Tồn kho lớn so với doanh số,Ajinomoto Meet Dinh Dưỡng 100g
1485,248.0,34.0,7.294117647058823,Rủi ro cao: Tồn kho lớn so với doanh số,Ajinomoto Feel Vị Mới 700ml
1899,306.0,42.0,7.285714285714286,Rủi ro cao: Tồn kho lớn so với doanh số,Suntory General Premium 700ml
1163,109.0,15.0,7.266666666666667,Rủi ro cao: Tồn kho lớn so với doanh số,PepsiCo Part Đặc Biệt 250ml
605,363.0,50.0,7.26,Rủi ro cao: Tồn kho lớn so với doanh số,Vinamilk None Premium 1L
747,145.0,20.0,7.25,Rủi ro cao: Tồn kho lớn so với doanh số,Suntory Son Vị Mới 500ml
1130,145.0,20.0,7.25,Rủi ro cao: Tồn kho lớn so với doanh số,Vinamilk Worker Thượng Hạng 1kg
598,297.0,41.0,7.2439024390243905,Rủi ro cao: Tồn kho lớn so với doanh số,P&G Material Dinh Dưỡng 700ml
1090,224.0,31.0,7.225806451612903,Rủi ro cao: Tồn kho lớn so với doanh số,PepsiCo Air Vị Mới 500g
1830,260.0,36.0,7.222222222222222,Rủi ro cao: Tồn kho lớn so với doanh số,Vinamilk Nearly Vị Mới 700ml
94,130.0,18.0,7.222222222222222,Rủi ro cao: Tồn kho lớn so với doanh số,Nestlé Maintain Dinh Dưỡng 250ml
1678,519.0,72.0,7.208333333333333,Rủi ro cao: Tồn kho lớn so với doanh số,TH True Milk End Premium 500g
36,180.0,25.0,7.2,Rủi ro cao: Tồn kho lớn so với doanh số,Vikoda Nước khoáng 500ml
250,108.0,15.0,7.2,Rủi ro cao: Tồn kho lớn so với doanh số,Vinamilk With Thượng Hạng 500ml
824,180.0,25.0,7.2,Rủi ro cao: Tồn kho lớn so với doanh số,Vinamilk Other Đặc Biệt 500g
1589,295.0,41.0,7.195121951219512,Rủi ro cao: Tồn kho lớn so với doanh số,PepsiCo Whom Premium 500ml
501,222.0,31.0,7.161290322580645,Rủi ro cao: Tồn kho lớn so với doanh số,Ajinomoto Tax Premium 1L
760,278.0,39.0,7.128205128205129,Rủi ro cao: Tồn kho lớn so với doanh số,Suntory Represent Premium 500ml
1612,270.0,38.0,7.105263157894737,Rủi ro cao: Tồn kho lớn so với doanh số,Vinamilk Commercial Đặc Biệt 330ml
407,213.0,30.0,7.1,Rủi ro cao: Tồn kho lớn so với doanh số,Unilever Table Thượng Hạng 1L
588,220.0,31.0,7.096774193548387,Rủi ro cao: Tồn kho lớn so với doanh số,Suntory Edge Dinh Dưỡng 500g
177,440.0,62.0,7.096774193548387,Rủi ro cao: Tồn kho lớn so với doanh số,Nestlé Food Thượng Hạng 500ml
981,241.0,34.0,7.088235294117647,Rủi ro cao: Tồn kho lớn so với doanh số,Vinamilk Edge Dinh Dưỡng 330ml
1305,411.0,58.0,7.086206896551724,Rủi ro cao: Tồn kho lớn so với doanh số,Vinamilk Trade Đặc Biệt 250ml
929,339.0,48.0,7.0625,Rủi ro cao: Tồn kho lớn so với doanh số,Unilever Everybody Đặc Biệt 1kg
914,134.0,19.0,7.052631578947368,Rủi ro cao: Tồn kho lớn so với doanh số,Unilever Perform Dinh Dưỡng 700ml
1750,380.0,54.0,7.037037037037037,Rủi ro cao: Tồn kho lớn so với doanh số,Suntory Bill Thượng Hạng 100g
296,197.0,28.0,7.035714285714286,Rủi ro cao: Tồn kho lớn so với doanh số,Unilever Financial Premium 1L
1497,267.0,38.0,7.026315789473684,Rủi ro cao: Tồn kho lớn so với doanh số,TH True Milk Capital Dinh Dưỡng 1kg
1632,337.0,48.0,7.020833333333333,Rủi ro cao: Tồn kho lớn so với doanh số,PepsiCo Whose Thượng Hạng 1kg
371,112.0,16.0,7.0,Rủi ro cao: Tồn kho lớn so với doanh số,Suntory Series Vị Mới 1L
1519,294.0,42.0,7.0,Rủi ro cao: Tồn kho lớn so với doanh số,P&G Protect Thượng Hạng 100g
499,70.0,10.0,7.0,Rủi ro cao: Tồn kho lớn so với doanh số,Ajinomoto Major Thượng Hạng 1L
538,56.0,8.0,7.0,Rủi ro cao: Tồn kho lớn so với doanh số,Orion Kid Thượng Hạng 500g
185,98.0,14.0,7.0,Rủi ro cao: Tồn kho lớn so với doanh số,Orion Responsibility Vị Mới 500ml
377,210.0,30.0,7.0,Rủi ro cao: Tồn kho lớn so với doanh số,Unilever Throw Vị Mới 330ml
1555,258.0,37.0,6.972972972972973,Rủi ro cao: Tồn kho lớn so với doanh số,Vinamilk Able Vị Mới 500ml
529,202.0,29.0,6.9655172413793105,Rủi ro cao: Tồn kho lớn so với doanh số,Orion Check Dinh Dưỡng 500ml
1440,139.0,20.0,6.95,Rủi ro cao: Tồn kho lớn so với doanh số,P&G Oil Vị Mới 700ml
608,410.0,59.0,6.9491525423728815,Rủi ro cao: Tồn kho lớn so với doanh số,Orion Far Premium 500ml
1640,132.0,19.0,6.947368421052632,Rủi ro cao: Tồn kho lớn so với doanh số,PepsiCo How Vị Mới 500g
1844,236.0,34.0,6.9411764705882355,Rủi ro cao: Tồn kho lớn so với doanh số,P&G Manager Vị Mới 250ml
272,104.0,15.0,6.933333333333334,Rủi ro cao: Tồn kho lớn so với doanh số,Nestlé Decade Dinh Dưỡng 100g
1567,173.0,25.0,6.92,Rủi ro cao: Tồn kho lớn so với doanh số,Acecook Reason Dinh Dưỡng 250ml
1158,159.0,23.0,6.913043478260869,Rủi ro cao: Tồn kho lớn so với doanh số,PepsiCo Relationship Thượng Hạng 700ml
2027,228.0,33.0,6.909090909090909,Rủi ro cao: Tồn kho lớn so với doanh số,Orion Catch Đặc Biệt 500ml
880,207.0,30.0,6.9,Rủi ro cao: Tồn kho lớn so với doanh số,Ajinomoto Board Vị Mới 700ml
508,269.0,39.0,6.897435897435898,Rủi ro cao: Tồn kho lớn so với doanh số,P&G Establish Đặc Biệt 250ml
985,220.0,32.0,6.875,Rủi ro cao: Tồn kho lớn so với doanh số,PepsiCo Soldier Đặc Biệt 500g
1717,267.0,39.0,6.846153846153846,Rủi ro cao: Tồn kho lớn so với doanh số,Vinamilk Write Thượng Hạng 1L
1955,438.0,64.0,6.84375,Rủi ro cao: Tồn kho lớn so với doanh số,Orion Former Dinh Dưỡng 1L
497,205.0,30.0,6.833333333333333,Rủi ro cao: Tồn kho lớn so với doanh số,Suntory Especially Premium 250ml
1324,177.0,26.0,6.8076923076923075,Rủi ro cao: Tồn kho lớn so với doanh số,TH True Milk Eat Đặc Biệt 330ml
960,381.0,56.0,6.803571428571429,Rủi ro cao: Tồn kho lớn so với doanh số,P&G Remain Đặc Biệt 100g
12,156.0,23.0,6.782608695652174,Rủi ro cao: Tồn kho lớn so với doanh số,Omachi Mì ly 85g
862,339.0,50.0,6.78,Rủi ro cao: Tồn kho lớn so với doanh số,Vinamilk Prove Đặc Biệt 500ml
358,176.0,26.0,6.769230769230769,Rủi ro cao: Tồn kho lớn so với doanh số,Acecook Account Vị Mới 500g
1604,176.0,26.0,6.769230769230769,Rủi ro cao: Tồn kho lớn so với doanh số,TH True Milk Mr Đặc Biệt 500ml
62,108.0,16.0,6.75,Rủi ro cao: Tồn kho lớn so với doanh số,Unilever Provide Đặc Biệt 330ml
111,310.0,46.0,6.739130434782608,Rủi ro cao: Tồn kho lớn so với doanh số,Unilever Face Vị Mới 330ml
1448,303.0,45.0,6.733333333333333,Rủi ro cao: Tồn kho lớn so với doanh số,Nestlé Increase Premium 100g
403,222.0,33.0,6.7272727272727275,Rủi ro cao: Tồn kho lớn so với doanh số,PepsiCo Good Thượng Hạng 330ml
1971,121.0,18.0,6.722222222222222,Rủi ro cao: Tồn kho lớn so với doanh số,Vinamilk Factor Vị Mới 100g
38,302.0,45.0,6.711111111111111,Rủi ro cao: Tồn kho lớn so với doanh số,Acecook Science Thượng Hạng 330ml
2037,208.0,31.0,6.709677419354839,Rủi ro cao: Tồn kho lớn so với doanh số,TH True Milk Attack Thượng Hạng 330ml
1954,161.0,24.0,6.708333333333333,Rủi ro cao: Tồn kho lớn so với doanh số,Nestlé Develop Đặc Biệt 700ml
1214,322.0,48.0,6.708333333333333,Rủi ro cao: Tồn kho lớn so với doanh số,PepsiCo Partner Thượng Hạng 500ml
1915,295.0,44.0,6.704545454545454,Rủi ro cao: Tồn kho lớn so với doanh số,Vinamilk Event Premium 500ml
1329,201.0,30.0,6.7,Rủi ro cao: Tồn kho lớn so với doanh số,P&G Rule Đặc Biệt 700ml
1367,127.0,19.0,6.684210526315789,Rủi ro cao: Tồn kho lớn so với doanh số,Suntory Notice Dinh Dưỡng 500g
1810,167.0,25.0,6.68,Rủi ro cao: Tồn kho lớn so với doanh số,Vinamilk Born Dinh Dưỡng 330ml
1177,354.0,53.0,6.679245283018868,Rủi ro cao: Tồn kho lớn so với doanh số,Ajinomoto Let Dinh Dưỡng 100g
1596,260.0,39.0,6.666666666666667,Rủi ro cao: Tồn kho lớn so với doanh số,Ajinomoto Model Dinh Dưỡng 100g
1053,260.0,39.0,6.666666666666667,Rủi ro cao: Tồn kho lớn so với doanh số,TH True Milk Not Dinh Dưỡng 1kg
264,173.0,26.0,6.653846153846154,Rủi ro cao: Tồn kho lớn so với doanh số,PepsiCo Six Đặc Biệt 1kg
1846,246.0,37.0,6.648648648648648,Rủi ro cao: Tồn kho lớn so với doanh số,Ajinomoto First Premium 500g
1371,73.0,11.0,6.636363636363637,Rủi ro cao: Tồn kho lớn so với doanh số,Orion Herself Dinh Dưỡng 700ml
1100,165.0,25.0,6.6,Rủi ro cao: Tồn kho lớn so với doanh số,Unilever Particular Đặc Biệt 330ml
1477,257.0,39.0,6.589743589743589,Rủi ro cao: Tồn kho lớn so với doanh số,Nestlé Air Dinh Dưỡng 1kg
1950,336.0,51.0,6.588235294117647,Rủi ro cao: Tồn kho lớn so với doanh số,Suntory Back Thượng Hạng 500g
1603,112.0,17.0,6.588235294117647,Rủi ro cao: Tồn kho lớn so với doanh số,Unilever Also Vị Mới 700ml
805,460.0,70.0,6.571428571428571,Rủi ro cao: Tồn kho lớn so với doanh số,Vinamilk Study Dinh Dưỡng 330ml
1606,289.0,44.0,6.568181818181818,Rủi ro cao: Tồn kho lớn so với doanh số,PepsiCo Drive Premium 1kg
1199,505.0,77.0,6.558441558441558,Rủi ro cao: Tồn kho lớn so với doanh số,Unilever Market Đặc Biệt 500ml
1251,131.0,20.0,6.55,Rủi ro cao: Tồn kho lớn so với doanh số,TH True Milk Certain Vị Mới 250ml
1916,347.0,53.0,6.547169811320755,Rủi ro cao: Tồn kho lớn so với doanh số,Vinamilk Record Đặc Biệt 500ml
1767,229.0,35.0,6.542857142857143,Rủi ro cao: Tồn kho lớn so với doanh số,TH True Milk Plan Thượng Hạng 100g
782,157.0,24.0,6.541666666666667,Rủi ro cao: Tồn kho lớn so với doanh số,Orion Black Vị Mới 500g
509,85.0,13.0,6.538461538461538,Rủi ro cao: Tồn kho lớn so với doanh số,P&G Course Đặc Biệt 500g
1128,255.0,39.0,6.538461538461538,Rủi ro cao: Tồn kho lớn so với doanh số,Orion Scene Đặc Biệt 1kg
1552,353.0,54.0,6.537037037037037,Rủi ro cao: Tồn kho lớn so với doanh số,Vinamilk Fly Premium 1kg
392,189.0,29.0,6.517241379310345,Rủi ro cao: Tồn kho lớn so với doanh số,Ajinomoto Story Đặc Biệt 1L
1106,201.0,31.0,6.483870967741935,Rủi ro cao: Tồn kho lớn so với doanh số,Orion By Thượng Hạng 250ml
268,363.0,56.0,6.482142857142857,Rủi ro cao: Tồn kho lớn so với doanh số,Nestlé Join Dinh Dưỡng 1L
1782,233.0,36.0,6.472222222222222,Rủi ro cao: Tồn kho lớn so với doanh số,P&G Accept Thượng Hạng 500g
698,349.0,54.0,6.462962962962963,Rủi ro cao: Tồn kho lớn so với doanh số,Vinamilk Hard Premium 330ml
417,168.0,26.0,6.461538461538462,Rủi ro cao: Tồn kho lớn so với doanh số,Nestlé Since Premium 1kg
173,258.0,40.0,6.45,Rủi ro cao: Tồn kho lớn so với doanh số,P&G Way Premium 330ml
1573,174.0,27.0,6.444444444444445,Rủi ro cao: Tồn kho lớn so với doanh số,Orion Need Thượng Hạng 500ml
424,335.0,52.0,6.4423076923076925,Rủi ro cao: Tồn kho lớn so với doanh số,Acecook Health Vị Mới 330ml
1459,161.0,25.0,6.44,Rủi ro cao: Tồn kho lớn so với doanh số,TH True Milk Family Dinh Dưỡng 500ml
381,296.0,46.0,6.434782608695652,Rủi ro cao: Tồn kho lớn so với doanh số,Unilever Himself Vị Mới 500ml
