transaction_id,store_id,product_id,date_id,transaction_type,quantity,reference_sale_id,reference_shipment_id
3727,1741,251,2024-04-20,SHIPMENT,84,,3727
3728,1754,1017,2024-01-22,SHIPMENT,84,,3728
3729,873,1050,2024-02-15,SHIPMENT,139,,3729
3730,2340,1745,2024-11-14,SHIPMENT,67,,3730
3731,2166,881,2023-08-18,SHIPMENT,107,,3731
3732,2737,1130,2022-09-01,SHIPMENT,98,,3732
3733,754,1872,2023-07-05,SHIPMENT,65,,3733
3734,1954,162,2022-02-17,SHIPMENT,86,,3734
3735,2949,1729,2022-04-21,SHIPMENT,87,,3735
3736,157,731,2023-05-19,SHIPMENT,84,,3736
3737,1545,29,2022-04-03,SHIPMENT,61,,3737
3738,1303,1098,2023-08-24,SHIPMENT,126,,3738
3739,2844,1481,2024-01-17,SHIPMENT,121,,3739
3740,311,104,2023-05-02,SHIPMENT,146,,3740
3741,1884,378,2024-07-10,SHIPMENT,84,,3741
3742,369,283,2023-05-26,SHIPMENT,67,,3742
3743,584,437,2024-02-25,SHIPMENT,134,,3743
3744,1252,1933,2024-03-29,SHIPMENT,67,,3744
3745,1043,217,2023-10-04,SHIPMENT,109,,3745
3746,2284,616,2024-09-15,SHIPMENT,107,,3746
3747,1297,337,2023-07-26,SHIPMENT,103,,3747
3748,667,425,2022-04-08,SHIPMENT,76,,3748
3749,2273,856,2023-06-22,SHIPMENT,136,,3749
3750,1447,679,2024-09-16,SHIPMENT,68,,3750
3751,1693,1437,2022-01-21,SHIPMENT,146,,3751
3752,2657,392,2024-04-19,SHIPMENT,147,,3752
3753,1695,1040,2023-07-02,SHIPMENT,55,,3753
3754,2643,976,2025-01-05,SHIPMENT,89,,3754
3755,1559,1862,2025-04-28,SHIPMENT,122,,3755
3756,1079,513,2022-09-09,SHIPMENT,47,,3756
3757,1865,65,2023-04-03,SHIPMENT,122,,3757
3758,1562,1481,2023-12-07,SHIPMENT,54,,3758
3759,1219,394,2022-08-08,SHIPMENT,67,,3759
3760,2464,1143,2022-09-24,SHIPMENT,95,,3760
3761,2228,733,2024-05-04,SHIPMENT,116,,3761
3762,452,1049,2022-11-09,SHIPMENT,75,,3762
3763,1886,741,2025-02-05,SHIPMENT,141,,3763
3764,2036,1983,2025-03-27,SHIPMENT,31,,3764
3765,2638,426,2022-01-06,SHIPMENT,138,,3765
3766,1196,1377,2022-08-24,SHIPMENT,139,,3766
3767,130,750,2023-05-07,SHIPMENT,44,,3767
3768,2105,1304,2023-08-31,SHIPMENT,51,,3768
3769,1620,817,2023-01-24,SHIPMENT,119,,3769
3770,1931,385,2023-07-15,SHIPMENT,63,,3770
3771,2647,1114,2025-02-13,SHIPMENT,32,,3771
3772,2350,169,2023-05-07,SHIPMENT,52,,3772
3773,1807,418,2022-05-24,SHIPMENT,140,,3773
3774,810,1031,2025-04-17,SHIPMENT,105,,3774
3775,910,283,2025-04-05,SHIPMENT,62,,3775
3776,544,1157,2022-04-14,SHIPMENT,137,,3776
3777,370,1841,2024-12-14,SHIPMENT,139,,3777
3778,2852,581,2023-07-31,SHIPMENT,62,,3778
3779,2204,1522,2023-04-21,SHIPMENT,101,,3779
3780,2871,1387,2024-01-14,SHIPMENT,31,,3780
3781,1783,2026,2025-02-27,SHIPMENT,138,,3781
3782,2026,472,2023-04-14,SHIPMENT,46,,3782
3783,993,81,2025-05-06,SHIPMENT,58,,3783
3784,2433,735,2024-06-17,SHIPMENT,100,,3784
3785,1287,1202,2023-11-28,SHIPMENT,148,,3785
3786,809,1010,2022-10-04,SHIPMENT,134,,3786
3787,2887,1265,2024-10-16,SHIPMENT,146,,3787
3788,2700,1003,2024-10-13,SHIPMENT,130,,3788
3789,1859,1230,2024-07-09,SHIPMENT,149,,3789
3790,2778,1087,2024-09-09,SHIPMENT,103,,3790
3791,2682,1637,2022-12-14,SHIPMENT,77,,3791
3792,1198,1986,2023-09-18,SHIPMENT,69,,3792
3793,475,1493,2022-01-28,SHIPMENT,75,,3793
3794,2318,1039,2023-04-18,SHIPMENT,101,,3794
3795,2901,367,2023-10-29,SHIPMENT,31,,3795
3796,2995,1174,2024-08-17,SHIPMENT,129,,3796
3797,49,743,2023-08-15,SHIPMENT,103,,3797
3798,2314,852,2023-09-28,SHIPMENT,140,,3798
3799,603,1296,2023-07-12,SHIPMENT,57,,3799
3800,1657,128,2024-07-01,SHIPMENT,36,,3800
3801,133,1357,2023-12-20,SHIPMENT,134,,3801
3802,1400,475,2022-02-10,SHIPMENT,112,,3802
3803,1804,1181,2024-11-05,SHIPMENT,91,,3803
3804,1125,1588,2024-08-13,SHIPMENT,39,,3804
3805,48,2033,2022-03-19,SHIPMENT,141,,3805
3806,2183,1771,2024-12-02,SHIPMENT,117,,3806
3807,2152,830,2023-04-23,SHIPMENT,112,,3807
3808,2839,724,2022-11-11,SHIPMENT,68,,3808
3809,641,1913,2022-12-16,SHIPMENT,103,,3809
3810,2445,1670,2022-05-09,SHIPMENT,116,,3810
3811,2107,1796,2022-04-13,SHIPMENT,34,,3811
3812,2836,398,2025-04-06,SHIPMENT,52,,3812
3813,2602,108,2024-07-17,SHIPMENT,34,,3813
3814,2654,1913,2022-09-29,SHIPMENT,45,,3814
3815,2831,1597,2023-11-19,SHIPMENT,91,,3815
3816,524,304,2025-03-26,SHIPMENT,146,,3816
3817,657,1263,2025-02-13,SHIPMENT,112,,3817
3818,2164,946,2023-12-02,SHIPMENT,92,,3818
3819,202,1518,2024-12-24,SHIPMENT,106,,3819
3820,358,734,2023-11-16,SHIPMENT,48,,3820
3821,2544,103,2022-05-27,SHIPMENT,116,,3821
3822,1262,110,2023-05-20,SHIPMENT,143,,3822
3823,283,2033,2022-07-20,SHIPMENT,141,,3823
3824,495,881,2023-01-06,SHIPMENT,88,,3824
3825,2965,1281,2023-04-09,SHIPMENT,108,,3825
3826,988,1782,2023-01-18,SHIPMENT,137,,3826
3827,1267,1077,2023-06-20,SHIPMENT,41,,3827
3828,1878,495,2023-05-28,SHIPMENT,110,,3828
3829,2625,423,2022-12-02,SHIPMENT,137,,3829
3830,818,975,2024-09-29,SHIPMENT,148,,3830
3831,2874,1215,2023-03-06,SHIPMENT,133,,3831
3832,2703,1701,2023-10-20,SHIPMENT,82,,3832
3833,806,225,2025-01-01,SHIPMENT,142,,3833
3834,1295,1543,2022-08-01,SHIPMENT,54,,3834
3835,1602,642,2022-11-15,SHIPMENT,77,,3835
3836,2560,1123,2024-09-03,SHIPMENT,59,,3836
3837,595,1808,2022-09-20,SHIPMENT,99,,3837
3838,178,1916,2022-03-16,SHIPMENT,89,,3838
3839,992,1951,2024-11-17,SHIPMENT,150,,3839
3840,1239,1472,2024-10-25,SHIPMENT,102,,3840
3841,2630,1844,2024-01-25,SHIPMENT,139,,3841
3842,2623,149,2025-03-18,SHIPMENT,69,,3842
3843,966,1596,2022-02-26,SHIPMENT,97,,3843
3844,703,1539,2024-08-18,SHIPMENT,132,,3844
3845,1549,903,2025-01-13,SHIPMENT,129,,3845
3846,731,775,2024-12-02,SHIPMENT,115,,3846
3847,1588,1716,2022-06-25,SHIPMENT,145,,3847
3848,20,2023,2023-02-04,SHIPMENT,78,,3848
3849,2923,1151,2025-01-24,SHIPMENT,133,,3849
3850,125,1788,2023-09-16,SHIPMENT,65,,3850
3851,363,72,2022-08-15,SHIPMENT,58,,3851
3852,2289,685,2022-02-18,SHIPMENT,137,,3852
3853,2624,347,2022-04-28,SHIPMENT,44,,3853
3854,166,888,2023-05-15,SHIPMENT,139,,3854
3855,851,1700,2024-04-27,SHIPMENT,52,,3855
3856,1637,2022,2024-10-17,SHIPMENT,42,,3856
3857,1570,992,2023-05-10,SHIPMENT,55,,3857
3858,1040,327,2024-09-29,SHIPMENT,35,,3858
3859,1434,385,2023-10-01,SHIPMENT,35,,3859
3860,2647,1833,2024-07-07,SHIPMENT,41,,3860
3861,1233,1820,2023-07-06,SHIPMENT,96,,3861
3862,206,989,2024-01-02,SHIPMENT,111,,3862
3863,1419,902,2023-03-23,SHIPMENT,34,,3863
3864,247,828,2022-09-26,SHIPMENT,128,,3864
3865,1540,1888,2023-04-05,SHIPMENT,123,,3865
3866,1658,902,2022-03-23,SHIPMENT,71,,3866
3867,615,1479,2022-07-24,SHIPMENT,108,,3867
3868,575,185,2025-04-27,SHIPMENT,150,,3868
3869,809,1376,2025-02-27,SHIPMENT,137,,3869
3870,865,952,2024-08-11,SHIPMENT,136,,3870
3871,1650,1558,2024-04-02,SHIPMENT,109,,3871
3872,766,1638,2024-04-21,SHIPMENT,131,,3872
3873,2043,394,2024-04-06,SHIPMENT,109,,3873
3874,2670,687,2024-01-23,SHIPMENT,144,,3874
3875,415,1299,2023-04-06,SHIPMENT,87,,3875
3876,2121,500,2024-08-13,SHIPMENT,59,,3876
3877,2811,192,2023-02-16,SHIPMENT,86,,3877
3878,2156,1406,2022-01-30,SHIPMENT,49,,3878
3879,2572,765,2025-05-11,SHIPMENT,144,,3879
3880,1236,631,2024-06-10,SHIPMENT,101,,3880
3881,35,1540,2023-09-17,SHIPMENT,118,,3881
3882,2942,248,2023-06-24,SHIPMENT,38,,3882
3883,343,1358,2022-04-09,SHIPMENT,131,,3883
3884,105,1546,2025-02-07,SHIPMENT,130,,3884
3885,1865,42,2023-07-25,SHIPMENT,75,,3885
3886,175,268,2022-11-05,SHIPMENT,50,,3886
3887,1190,1758,2024-04-03,SHIPMENT,61,,3887
3888,1082,698,2022-07-28,SHIPMENT,41,,3888
3889,603,1946,2022-02-12,SHIPMENT,125,,3889
3890,609,1633,2025-05-28,SHIPMENT,38,,3890
3891,1473,809,2023-09-07,SHIPMENT,103,,3891
3892,111,1853,2025-04-11,SHIPMENT,92,,3892
3893,59,1812,2024-11-08,SHIPMENT,67,,3893
3894,2428,489,2022-04-23,SHIPMENT,59,,3894
3895,145,494,2023-07-05,SHIPMENT,103,,3895
3896,2359,1209,2023-11-23,SHIPMENT,118,,3896
3897,642,316,2022-02-24,SHIPMENT,83,,3897
3898,1857,757,2025-02-13,SHIPMENT,112,,3898
3899,2248,118,2024-11-26,SHIPMENT,149,,3899
3900,602,879,2024-09-25,SHIPMENT,139,,3900
3901,88,318,2025-05-31,SHIPMENT,148,,3901
3902,1406,621,2022-04-03,SHIPMENT,100,,3902
3903,1505,1258,2022-09-04,SHIPMENT,105,,3903
3904,2325,942,2022-06-11,SHIPMENT,62,,3904
3905,1098,1858,2024-05-16,SHIPMENT,141,,3905
3906,1608,796,2024-01-16,SHIPMENT,117,,3906
3907,1097,618,2023-09-29,SHIPMENT,85,,3907
3908,2570,1251,2023-06-23,SHIPMENT,128,,3908
3909,938,358,2025-01-09,SHIPMENT,36,,3909
3910,976,1750,2023-01-26,SHIPMENT,103,,3910
3911,2250,1630,2022-03-16,SHIPMENT,47,,3911
3912,1641,1882,2022-10-04,SHIPMENT,81,,3912
3913,1572,1113,2025-03-20,SHIPMENT,31,,3913
3914,1796,90,2023-12-01,SHIPMENT,42,,3914
3915,2435,1171,2024-11-13,SHIPMENT,59,,3915
3916,396,1430,2024-06-10,SHIPMENT,116,,3916
3917,2368,1318,2023-01-25,SHIPMENT,55,,3917
3918,2943,87,2022-12-14,SHIPMENT,104,,3918
3919,2376,603,2025-01-15,SHIPMENT,38,,3919
3920,325,1812,2023-05-31,SHIPMENT,35,,3920
3921,309,213,2022-06-17,SHIPMENT,115,,3921
3922,2949,1757,2025-05-04,SHIPMENT,56,,3922
3923,2207,9,2022-01-25,SHIPMENT,73,,3923
3924,935,1580,2024-11-12,SHIPMENT,81,,3924
3925,2814,828,2022-01-11,SHIPMENT,78,,3925
3926,2652,1079,2023-09-24,SHIPMENT,67,,3926
3927,668,1099,2022-06-26,SHIPMENT,40,,3927
3928,164,1633,2023-05-15,SHIPMENT,39,,3928
3929,954,1523,2025-01-11,SHIPMENT,115,,3929
3930,745,1359,2022-04-30,SHIPMENT,31,,3930
3931,1978,840,2022-06-14,SHIPMENT,48,,3931
3932,1388,337,2023-03-06,SHIPMENT,112,,3932
3933,1050,305,2022-05-09,SHIPMENT,52,,3933
3934,449,73,2023-07-06,SHIPMENT,43,,3934
3935,1747,99,2023-01-01,SHIPMENT,66,,3935
3936,316,1837,2024-01-23,SHIPMENT,97,,3936
3937,999,929,2022-01-30,SHIPMENT,144,,3937
3938,64,138,2022-05-17,SHIPMENT,109,,3938
3939,2188,200,2024-07-14,SHIPMENT,131,,3939
3940,1321,1934,2025-01-11,SHIPMENT,141,,3940
3941,2260,1815,2022-03-11,SHIPMENT,135,,3941
3942,1236,176,2024-03-10,SHIPMENT,51,,3942
3943,596,1241,2023-02-01,SHIPMENT,61,,3943
3944,2715,1302,2024-03-18,SHIPMENT,111,,3944
3945,1966,1106,2022-05-23,SHIPMENT,117,,3945
3946,1879,1219,2023-10-09,SHIPMENT,138,,3946
3947,2909,599,2022-10-09,SHIPMENT,134,,3947
3948,110,246,2025-03-14,SHIPMENT,132,,3948
3949,734,1022,2022-12-12,SHIPMENT,148,,3949
3950,1450,196,2024-08-02,SHIPMENT,47,,3950
3951,1432,441,2022-01-29,SHIPMENT,45,,3951
3952,2286,2000,2022-06-01,SHIPMENT,44,,3952
3953,2807,1741,2024-12-17,SHIPMENT,138,,3953
3954,2883,123,2022-02-06,SHIPMENT,61,,3954
3955,1224,1049,2023-01-14,SHIPMENT,73,,3955
3956,1025,1964,2023-12-22,SHIPMENT,84,,3956
3957,283,1203,2023-09-08,SHIPMENT,57,,3957
3958,1963,997,2024-10-28,SHIPMENT,102,,3958
3959,2868,23,2022-05-31,SHIPMENT,86,,3959
3960,8,333,2024-03-13,SHIPMENT,148,,3960
3961,1675,1619,2023-03-20,SHIPMENT,65,,3961
3962,1374,1056,2024-07-22,SHIPMENT,63,,3962
3963,1931,149,2023-10-21,SHIPMENT,104,,3963
3964,190,98,2022-02-22,SHIPMENT,113,,3964
3965,2362,94,2022-12-20,SHIPMENT,41,,3965
3966,2260,1221,2023-10-20,SHIPMENT,115,,3966
3967,1939,1803,2023-06-19,SHIPMENT,103,,3967
3968,1097,209,2024-08-03,SHIPMENT,68,,3968
3969,698,1648,2023-10-10,SHIPMENT,89,,3969
3970,618,477,2023-11-02,SHIPMENT,107,,3970
3971,565,1781,2024-02-28,SHIPMENT,40,,3971
3972,195,1013,2023-06-11,SHIPMENT,43,,3972
3973,1294,932,2024-09-16,SHIPMENT,131,,3973
3974,1394,532,2023-12-13,SHIPMENT,87,,3974
3975,319,192,2023-05-18,SHIPMENT,72,,3975
3976,1730,1130,2022-03-04,SHIPMENT,91,,3976
3977,2688,228,2023-01-23,SHIPMENT,128,,3977
3978,733,1681,2025-05-10,SHIPMENT,67,,3978
3979,1083,307,2023-05-13,SHIPMENT,33,,3979
3980,362,304,2022-07-07,SHIPMENT,98,,3980
3981,122,1689,2024-12-29,SHIPMENT,111,,3981
3982,34,2013,2025-03-05,SHIPMENT,41,,3982
3983,2819,1992,2023-01-06,SHIPMENT,117,,3983
3984,922,800,2022-09-24,SHIPMENT,102,,3984
3985,2966,24,2023-10-26,SHIPMENT,90,,3985
3986,1582,1467,2022-05-14,SHIPMENT,94,,3986
3987,92,1373,2022-03-06,SHIPMENT,94,,3987
3988,2097,1673,2024-06-29,SHIPMENT,105,,3988
3989,1989,1129,2023-10-03,SHIPMENT,103,,3989
3990,1725,60,2024-04-21,SHIPMENT,137,,3990
3991,1415,304,2022-10-27,SHIPMENT,126,,3991
3992,2983,665,2023-04-24,SHIPMENT,43,,3992
3993,1308,680,2025-02-28,SHIPMENT,47,,3993
3994,644,1752,2024-07-14,SHIPMENT,119,,3994
3995,788,1031,2022-10-22,SHIPMENT,120,,3995
3996,2490,2022,2022-11-29,SHIPMENT,55,,3996
3997,1243,217,2024-09-29,SHIPMENT,94,,3997
3998,2791,962,2022-12-04,SHIPMENT,64,,3998
3999,2301,1803,2022-01-08,SHIPMENT,53,,3999
4000,2219,21,2022-11-12,SHIPMENT,88,,4000
4001,1731,762,2025-04-29,SHIPMENT,73,,4001
4002,1607,1406,2024-10-10,SHIPMENT,86,,4002
4003,2545,147,2023-01-12,SHIPMENT,100,,4003
4004,2744,1132,2024-01-08,SHIPMENT,46,,4004
4005,2722,477,2023-04-28,SHIPMENT,76,,4005
4006,592,840,2023-05-30,SHIPMENT,113,,4006
4007,500,1808,2022-10-04,SHIPMENT,31,,4007
4008,2679,109,2024-04-27,SHIPMENT,88,,4008
4009,2738,1820,2023-07-31,SHIPMENT,62,,4009
4010,447,348,2025-03-19,SHIPMENT,139,,4010
4011,2018,1624,2022-07-21,SHIPMENT,73,,4011
4012,200,1969,2022-12-04,SHIPMENT,80,,4012
4013,1524,1433,2022-10-20,SHIPMENT,77,,4013
4014,749,1626,2024-06-26,SHIPMENT,72,,4014
4015,1608,1459,2024-10-07,SHIPMENT,83,,4015
4016,2207,291,2024-01-02,SHIPMENT,110,,4016
4017,2146,659,2024-10-03,SHIPMENT,130,,4017
4018,747,1251,2022-01-08,SHIPMENT,48,,4018
4019,2971,582,2022-09-16,SHIPMENT,64,,4019
4020,989,1224,2024-08-06,SHIPMENT,135,,4020
4021,212,1478,2023-03-16,SHIPMENT,140,,4021
4022,2929,1285,2023-05-26,SHIPMENT,102,,4022
4023,2748,279,2024-08-11,SHIPMENT,149,,4023
4024,1714,659,2022-05-21,SHIPMENT,119,,4024
4025,1639,10,2024-09-03,SHIPMENT,127,,4025
4026,598,1430,2024-05-08,SHIPMENT,121,,4026
4027,1842,2023,2024-09-28,SHIPMENT,110,,4027
4028,2281,1624,2023-11-28,SHIPMENT,75,,4028
4029,2794,1602,2023-10-19,SHIPMENT,75,,4029
4030,1428,1975,2024-05-15,SHIPMENT,141,,4030
4031,2708,28,2023-12-27,SHIPMENT,76,,4031
4032,1595,215,2023-05-27,SHIPMENT,96,,4032
4033,62,1466,2023-05-04,SHIPMENT,148,,4033
4034,1223,360,2024-05-18,SHIPMENT,143,,4034
4035,1585,897,2023-09-23,SHIPMENT,130,,4035
4036,1624,1061,2024-03-08,SHIPMENT,115,,4036
4037,1350,164,2023-11-05,SHIPMENT,60,,4037
4038,1679,1262,2023-07-25,SHIPMENT,42,,4038
4039,2829,1031,2022-12-09,SHIPMENT,63,,4039
4040,1585,161,2024-04-30,SHIPMENT,83,,4040
4041,62,313,2022-11-03,SHIPMENT,109,,4041
4042,2744,707,2022-01-12,SHIPMENT,136,,4042
4043,771,857,2024-10-01,SHIPMENT,110,,4043
4044,2893,898,2022-03-29,SHIPMENT,106,,4044
4045,2640,1299,2024-01-10,SHIPMENT,89,,4045
4046,1148,1476,2024-08-09,SHIPMENT,116,,4046
4047,830,406,2023-07-05,SHIPMENT,147,,4047
4048,2556,1553,2022-01-11,SHIPMENT,110,,4048
4049,2138,992,2024-11-12,SHIPMENT,140,,4049
4050,1158,1464,2023-12-09,SHIPMENT,102,,4050
4051,1387,333,2022-07-20,SHIPMENT,116,,4051
4052,1021,1113,2024-04-02,SHIPMENT,103,,4052
4053,2005,1089,2023-11-28,SHIPMENT,65,,4053
4054,486,2028,2022-04-19,SHIPMENT,82,,4054
4055,1303,101,2025-03-02,SHIPMENT,32,,4055
4056,2543,1555,2024-07-26,SHIPMENT,60,,4056
4057,2630,1126,2023-12-09,SHIPMENT,118,,4057
4058,1149,852,2022-05-02,SHIPMENT,63,,4058
4059,339,1005,2025-03-21,SHIPMENT,95,,4059
4060,1966,629,2023-11-12,SHIPMENT,93,,4060
4061,2826,1552,2022-09-28,SHIPMENT,95,,4061
4062,2707,1893,2025-02-11,SHIPMENT,143,,4062
4063,1547,1125,2024-03-05,SHIPMENT,123,,4063
4064,616,218,2025-02-11,SHIPMENT,54,,4064
4065,335,1601,2024-05-27,SHIPMENT,66,,4065
4066,1784,1867,2025-05-27,SHIPMENT,125,,4066
4067,595,1464,2023-08-31,SHIPMENT,117,,4067
4068,723,710,2025-03-23,SHIPMENT,46,,4068
4069,1449,38,2022-07-16,SHIPMENT,111,,4069
4070,2573,1937,2022-09-24,SHIPMENT,149,,4070
4071,95,686,2024-08-24,SHIPMENT,101,,4071
4072,2511,2032,2024-02-07,SHIPMENT,108,,4072
4073,47,916,2023-08-16,SHIPMENT,55,,4073
4074,813,817,2023-10-19,SHIPMENT,94,,4074
4075,2627,1738,2024-12-04,SHIPMENT,84,,4075
4076,1546,1876,2024-10-01,SHIPMENT,88,,4076
4077,1241,1292,2025-05-24,SHIPMENT,80,,4077
4078,156,1960,2025-01-26,SHIPMENT,38,,4078
4079,2018,108,2022-03-24,SHIPMENT,64,,4079
4080,1500,688,2023-07-08,SHIPMENT,30,,4080
4081,155,1430,2023-07-22,SHIPMENT,103,,4081
4082,2482,1749,2025-05-09,SHIPMENT,92,,4082
4083,514,844,2023-11-03,SHIPMENT,124,,4083
4084,2430,834,2022-03-08,SHIPMENT,30,,4084
4085,503,601,2025-03-03,SHIPMENT,48,,4085
4086,673,1351,2022-03-10,SHIPMENT,79,,4086
4087,2893,2009,2025-04-02,SHIPMENT,117,,4087
4088,1751,1223,2024-10-06,SHIPMENT,53,,4088
4089,2004,2007,2022-11-27,SHIPMENT,104,,4089
4090,1904,1830,2023-12-10,SHIPMENT,119,,4090
4091,1317,1855,2024-08-17,SHIPMENT,80,,4091
4092,1429,231,2022-09-02,SHIPMENT,133,,4092
4093,1679,776,2025-03-12,SHIPMENT,141,,4093
4094,1038,389,2023-11-21,SHIPMENT,36,,4094
4095,2106,1257,2025-05-02,SHIPMENT,58,,4095
4096,640,2012,2023-11-30,SHIPMENT,37,,4096
4097,776,1273,2023-07-08,SHIPMENT,87,,4097
4098,1359,223,2022-07-01,SHIPMENT,48,,4098
4099,1853,423,2022-06-03,SHIPMENT,74,,4099
4100,2332,943,2024-11-16,SHIPMENT,73,,4100
4101,2881,508,2022-12-11,SHIPMENT,145,,4101
4102,302,1522,2025-01-03,SHIPMENT,106,,4102
4103,562,2008,2025-05-08,SHIPMENT,82,,4103
4104,2213,892,2024-08-05,SHIPMENT,63,,4104
4105,2749,999,2024-08-23,SHIPMENT,38,,4105
4106,2668,452,2022-06-22,SHIPMENT,48,,4106
4107,2516,370,2022-10-15,SHIPMENT,93,,4107
4108,189,382,2024-07-16,SHIPMENT,136,,4108
4109,1969,342,2025-04-07,SHIPMENT,45,,4109
4110,2269,159,2024-05-18,SHIPMENT,73,,4110
4111,2963,1180,2025-04-30,SHIPMENT,57,,4111
4112,1669,660,2025-01-31,SHIPMENT,116,,4112
4113,58,61,2024-02-24,SHIPMENT,122,,4113
4114,1645,487,2025-03-16,SHIPMENT,55,,4114
4115,1005,922,2025-03-23,SHIPMENT,60,,4115
4116,117,21,2023-08-10,SHIPMENT,123,,4116
4117,337,1128,2022-12-14,SHIPMENT,104,,4117
4118,1820,2,2022-05-20,SHIPMENT,40,,4118
4119,1728,781,2024-08-23,SHIPMENT,146,,4119
4120,1631,458,2025-03-13,SHIPMENT,146,,4120
4121,502,1446,2024-05-21,SHIPMENT,121,,4121
4122,1574,753,2022-07-31,SHIPMENT,134,,4122
4123,1364,976,2024-11-18,SHIPMENT,114,,4123
4124,1970,695,2023-06-19,SHIPMENT,106,,4124
4125,1280,1593,2025-05-30,SHIPMENT,115,,4125
4126,566,666,2023-09-08,SHIPMENT,76,,4126
4127,1789,268,2023-07-09,SHIPMENT,119,,4127
4128,336,1097,2023-04-14,SHIPMENT,149,,4128
4129,29,202,2023-02-23,SHIPMENT,75,,4129
4130,2411,50,2022-01-19,SHIPMENT,122,,4130
4131,2231,175,2023-06-01,SHIPMENT,135,,4131
4132,2153,1918,2022-03-17,SHIPMENT,121,,4132
4133,2088,1872,2024-04-11,SHIPMENT,123,,4133
4134,2896,1661,2023-09-23,SHIPMENT,83,,4134
4135,2680,1084,2024-03-21,SHIPMENT,36,,4135
4136,1110,846,2022-07-03,SHIPMENT,116,,4136
4137,2881,1056,2025-05-28,SHIPMENT,42,,4137
4138,868,1695,2022-06-23,SHIPMENT,88,,4138
4139,1005,420,2023-02-04,SHIPMENT,31,,4139
4140,1936,485,2024-06-11,SHIPMENT,118,,4140
4141,1142,1653,2022-05-13,SHIPMENT,116,,4141
4142,2122,1614,2025-03-16,SHIPMENT,69,,4142
4143,1566,1088,2024-10-06,SHIPMENT,77,,4143
4144,1654,321,2023-03-25,SHIPMENT,37,,4144
4145,1511,752,2023-08-04,SHIPMENT,49,,4145
4146,861,661,2024-04-01,SHIPMENT,60,,4146
4147,2142,601,2023-07-18,SHIPMENT,35,,4147
4148,2499,785,2023-05-31,SHIPMENT,69,,4148
4149,2904,435,2025-01-17,SHIPMENT,58,,4149
4150,237,390,2022-08-29,SHIPMENT,99,,4150
4151,1460,169,2023-12-27,SHIPMENT,77,,4151
4152,2281,1849,2024-05-23,SHIPMENT,30,,4152
4153,1322,1653,2025-03-03,SHIPMENT,143,,4153
4154,1832,1968,2023-07-08,SHIPMENT,111,,4154
4155,1370,842,2022-05-31,SHIPMENT,132,,4155
4156,2116,2023,2023-05-10,SHIPMENT,133,,4156
4157,1051,569,2022-04-07,SHIPMENT,128,,4157
4158,2870,834,2024-12-06,SHIPMENT,120,,4158
4159,582,1511,2022-04-12,SHIPMENT,112,,4159
4160,562,1613,2023-05-26,SHIPMENT,134,,4160
4161,2754,493,2022-03-30,SHIPMENT,88,,4161
4162,2682,1148,2024-11-01,SHIPMENT,91,,4162
4163,2941,1760,2022-11-02,SHIPMENT,91,,4163
4164,437,308,2022-10-24,SHIPMENT,95,,4164
4165,2719,1638,2023-01-22,SHIPMENT,78,,4165
4166,155,345,2023-02-26,SHIPMENT,51,,4166
4167,1191,1030,2024-09-06,SHIPMENT,134,,4167
4168,1485,338,2023-10-21,SHIPMENT,45,,4168
4169,2007,647,2022-07-30,SHIPMENT,58,,4169
4170,518,237,2022-01-31,SHIPMENT,75,,4170
4171,1343,1838,2024-03-26,SHIPMENT,132,,4171
4172,1510,1995,2022-08-07,SHIPMENT,118,,4172
4173,1441,238,2025-05-02,SHIPMENT,109,,4173
4174,2033,1254,2023-04-27,SHIPMENT,72,,4174
4175,159,144,2023-05-05,SHIPMENT,141,,4175
4176,2177,2007,2022-02-10,SHIPMENT,93,,4176
4177,1070,503,2023-04-28,SHIPMENT,80,,4177
4178,2004,162,2024-01-25,SHIPMENT,34,,4178
4179,1884,583,2023-09-18,SHIPMENT,87,,4179
4180,459,1539,2023-09-03,SHIPMENT,128,,4180
4181,1232,1055,2022-12-07,SHIPMENT,88,,4181
4182,811,1832,2022-08-18,SHIPMENT,56,,4182
4183,2370,584,2023-06-16,SHIPMENT,66,,4183
4184,564,1814,2023-09-27,SHIPMENT,117,,4184
4185,2376,811,2022-04-21,SHIPMENT,36,,4185
4186,1499,1877,2024-01-20,SHIPMENT,74,,4186
4187,2405,1300,2022-04-23,SHIPMENT,122,,4187
4188,1683,1819,2025-03-18,SHIPMENT,55,,4188
4189,2666,106,2023-01-25,SHIPMENT,63,,4189
4190,2860,1881,2022-03-30,SHIPMENT,136,,4190
4191,1074,265,2022-09-24,SHIPMENT,73,,4191
4192,2832,114,2022-04-27,SHIPMENT,96,,4192
4193,1727,1651,2024-02-13,SHIPMENT,41,,4193
4194,2465,631,2023-07-14,SHIPMENT,89,,4194
4195,2852,1287,2023-12-20,SHIPMENT,77,,4195
4196,1008,1179,2023-04-10,SHIPMENT,138,,4196
4197,1366,474,2023-05-28,SHIPMENT,54,,4197
4198,1408,767,2023-02-17,SHIPMENT,74,,4198
4199,1695,1550,2024-11-16,SHIPMENT,89,,4199
4200,2310,1394,2022-04-16,SHIPMENT,85,,4200
4201,2041,836,2024-05-30,SHIPMENT,45,,4201
4202,2156,687,2023-09-19,SHIPMENT,87,,4202
4203,1314,433,2024-08-24,SHIPMENT,133,,4203
4204,2669,1931,2024-02-04,SHIPMENT,96,,4204
