inventory_id,product_id,store_id,warehouse_id,date_id,stock_on_hand,stock_in,stock_out,reorder_point,lead_time_days,expiry_date,batch_number,batch_id
2963,1707,1566,2,2024-07-13,44,54,10,30,1,2024-11-11,BN02963,1707-2024-07-13
2964,1974,1089,4,2023-01-31,73,73,0,30,1,2023-06-26,BN02964,1974-2023-01-31
2965,976,2537,2,2024-01-03,136,145,9,30,3,2024-06-20,BN02965,976-2024-01-03
2966,1184,2266,7,2023-01-11,28,47,19,30,3,2023-04-24,BN02966,1184-2023-01-11
2967,817,2594,2,2022-06-26,129,129,0,30,5,2022-11-03,BN02967,817-2022-06-26
2968,1327,1299,7,2024-08-16,134,134,0,30,5,2025-01-30,BN02968,1327-2024-08-16
2969,576,1843,2,2025-01-27,115,123,8,30,2,2025-05-17,BN02969,576-2025-01-27
2970,944,1704,4,2024-06-01,70,89,19,30,5,2024-10-19,BN02970,944-2024-06-01
2971,645,2663,1,2022-10-07,43,58,15,30,1,2023-01-07,BN02971,645-2022-10-07
2972,1276,760,2,2023-05-27,57,57,0,30,3,2023-11-01,BN02972,1276-2023-05-27
2973,791,2575,8,2022-03-04,96,96,0,30,4,2022-07-18,BN02973,791-2022-03-04
2974,1805,2814,7,2022-09-03,46,50,4,30,4,2022-12-19,BN02974,1805-2022-09-03
2975,760,2808,1,2022-07-23,37,37,0,30,4,2022-12-17,BN02975,760-2022-07-23
2976,1718,923,2,2024-03-23,52,54,2,30,3,2024-09-06,BN02976,1718-2024-03-23
2977,1442,2135,8,2023-10-05,34,40,6,30,1,2024-01-03,BN02977,1442-2023-10-05
2978,423,287,3,2024-06-24,66,68,2,30,4,2024-10-11,BN02978,423-2024-06-24
2979,1342,305,2,2024-06-13,64,74,10,30,4,2024-10-20,BN02979,1342-2024-06-13
2980,1511,1970,2,2024-11-04,68,76,8,30,3,2025-02-27,BN02980,1511-2024-11-04
2981,544,2623,5,2022-02-21,145,145,0,30,5,2022-07-11,BN02981,544-2022-02-21
2982,575,2862,4,2024-06-20,66,74,8,30,1,2024-11-19,BN02982,575-2024-06-20
2983,27,120,1,2022-02-12,51,62,11,30,3,2022-06-26,BN02983,27-2022-02-12
2984,1568,1658,1,2023-11-10,96,115,19,30,2,2024-04-30,BN02984,1568-2023-11-10
2985,1963,1789,4,2022-08-04,43,43,0,30,5,2023-01-17,BN02985,1963-2022-08-04
2986,1668,1362,3,2025-03-02,91,99,8,30,3,2025-08-22,BN02986,1668-2025-03-02
2987,569,1689,4,2024-03-27,107,107,0,30,3,2024-07-29,BN02987,569-2024-03-27
2988,918,1617,4,2023-01-02,55,63,8,30,3,2023-04-02,BN02988,918-2023-01-02
2989,570,2905,8,2023-04-06,89,89,0,30,1,2023-08-12,BN02989,570-2023-04-06
2990,1486,1901,1,2023-05-04,95,102,7,30,1,2023-09-12,BN02990,1486-2023-05-04
2991,1589,2808,1,2023-08-05,139,139,0,30,3,2023-12-09,BN02991,1589-2023-08-05
2992,321,2315,1,2024-06-06,73,74,1,30,4,2024-09-12,BN02992,321-2024-06-06
2993,480,861,5,2023-09-25,144,144,0,30,5,2024-03-02,BN02993,480-2023-09-25
2994,1915,888,4,2024-02-14,19,33,14,30,2,2024-06-02,BN02994,1915-2024-02-14
2995,474,907,3,2022-07-17,49,49,0,30,4,2022-12-14,BN02995,474-2022-07-17
2996,666,1497,4,2023-06-15,74,84,10,30,2,2023-11-25,BN02996,666-2023-06-15
2997,512,1232,6,2024-08-04,59,69,10,30,1,2024-11-04,BN02997,512-2024-08-04
2998,1149,227,4,2023-09-18,48,48,0,30,1,2024-02-06,BN02998,1149-2023-09-18
2999,82,1504,1,2024-09-05,73,86,13,30,1,2025-02-06,BN02999,82-2024-09-05
3000,1692,1593,7,2023-04-23,53,68,15,30,2,2023-08-21,BN03000,1692-2023-04-23
3001,833,604,7,2025-01-05,104,112,8,30,5,2025-05-05,BN03001,833-2025-01-05
3002,1694,106,7,2022-12-07,125,125,0,30,1,2023-04-09,BN03002,1694-2022-12-07
3003,757,1190,3,2022-06-13,103,105,2,30,5,2022-09-26,BN03003,757-2022-06-13
3004,734,2357,6,2023-02-07,86,88,2,30,3,2023-07-31,BN03004,734-2023-02-07
3005,102,2424,8,2023-12-26,97,97,0,30,2,2024-06-12,BN03005,102-2023-12-26
3006,857,1134,2,2025-01-07,122,122,0,30,5,2025-05-19,BN03006,857-2025-01-07
3007,1785,322,2,2024-06-28,130,132,2,30,4,2024-10-06,BN03007,1785-2024-06-28
3008,1331,753,4,2024-02-10,111,122,11,30,2,2024-07-03,BN03008,1331-2024-02-10
3009,1966,2446,7,2022-02-11,46,56,10,30,3,2022-05-28,BN03009,1966-2022-02-11
3010,1418,41,4,2023-06-18,99,107,8,30,1,2023-11-02,BN03010,1418-2023-06-18
3011,1404,336,4,2024-06-28,94,94,0,30,2,2024-12-17,BN03011,1404-2024-06-28
3012,1301,1519,4,2022-01-05,116,125,9,30,1,2022-06-24,BN03012,1301-2022-01-05
3013,1722,1838,4,2024-09-16,120,126,6,30,2,2025-01-28,BN03013,1722-2024-09-16
3014,610,539,7,2024-06-17,61,61,0,30,3,2024-10-15,BN03014,610-2024-06-17
3015,1141,2043,2,2023-07-26,83,83,0,30,2,2023-12-01,BN03015,1141-2023-07-26
3016,1234,1256,1,2022-02-20,89,97,8,30,2,2022-06-29,BN03016,1234-2022-02-20
3017,1630,2856,4,2022-02-05,64,64,0,30,4,2022-05-14,BN03017,1630-2022-02-05
3018,369,2738,6,2022-03-15,37,45,8,30,1,2022-07-05,BN03018,369-2022-03-15
3019,800,962,4,2025-03-19,120,120,0,30,2,2025-07-10,BN03019,800-2025-03-19
3020,1117,1726,4,2025-03-01,45,50,5,30,4,2025-08-20,BN03020,1117-2025-03-01
3021,101,230,3,2023-03-23,85,85,0,30,3,2023-08-13,BN03021,101-2023-03-23
3022,1376,1271,4,2023-06-18,105,105,0,30,4,2023-10-14,BN03022,1376-2023-06-18
3023,175,1868,8,2024-11-26,64,64,0,30,2,2025-02-27,BN03023,175-2024-11-26
3024,1811,1965,3,2024-12-06,93,93,0,30,2,2025-03-09,BN03024,1811-2024-12-06
3025,1840,2823,4,2022-04-04,76,76,0,30,4,2022-07-11,BN03025,1840-2022-04-04
3026,1885,1743,4,2024-06-10,77,86,9,30,4,2024-09-17,BN03026,1885-2024-06-10
3027,93,2599,3,2024-10-24,68,68,0,30,2,2025-02-22,BN03027,93-2024-10-24
3028,1215,1372,2,2022-03-23,55,55,0,30,5,2022-07-11,BN03028,1215-2022-03-23
3029,1157,2061,5,2022-10-04,104,104,0,30,1,2023-02-01,BN03029,1157-2022-10-04
3030,1154,1042,4,2025-04-05,32,42,10,30,1,2025-08-31,BN03030,1154-2025-04-05
3031,896,1335,2,2023-06-28,134,134,0,30,2,2023-10-16,BN03031,896-2023-06-28
3032,1781,2471,8,2023-10-09,39,48,9,30,3,2024-01-26,BN03032,1781-2023-10-09
3033,846,636,4,2025-02-01,126,143,17,30,3,2025-06-18,BN03033,846-2025-02-01
3034,140,194,1,2022-04-15,33,42,9,30,3,2022-09-20,BN03034,140-2022-04-15
3035,778,2227,4,2025-06-03,145,145,0,30,4,2025-09-25,BN03035,778-2025-06-03
3036,2026,1644,1,2022-09-12,107,119,12,30,2,2023-01-21,BN03036,2026-2022-09-12
3037,1144,2915,2,2023-11-24,134,149,15,30,2,2024-05-04,BN03037,1144-2023-11-24
3038,278,2638,3,2022-08-10,116,116,0,30,4,2022-12-13,BN03038,278-2022-08-10
3039,750,1510,2,2024-02-29,99,99,0,30,5,2024-08-26,BN03039,750-2024-02-29
3040,981,930,3,2025-01-10,26,37,11,30,4,2025-06-14,BN03040,981-2025-01-10
3041,1586,326,2,2022-12-12,140,146,6,30,4,2023-05-06,BN03041,1586-2022-12-12
3042,617,2874,4,2022-01-10,127,129,2,30,5,2022-05-05,BN03042,617-2022-01-10
3043,822,2149,5,2023-06-17,132,133,1,30,3,2023-10-08,BN03043,822-2023-06-17
3044,1194,2451,4,2025-02-20,53,67,14,30,5,2025-06-20,BN03044,1194-2025-02-20
3045,854,2699,4,2025-06-04,31,31,0,30,4,2025-10-19,BN03045,854-2025-06-04
3046,907,1403,2,2024-07-27,71,86,15,30,4,2024-11-04,BN03046,907-2024-07-27
3047,828,2122,7,2025-01-08,128,132,4,30,3,2025-04-14,BN03047,828-2025-01-08
3048,1032,1203,1,2025-06-03,45,45,0,30,5,2025-10-04,BN03048,1032-2025-06-03
3049,1851,759,4,2023-11-16,61,66,5,30,2,2024-05-02,BN03049,1851-2023-11-16
3050,1549,2661,4,2022-10-18,67,67,0,30,1,2023-02-28,BN03050,1549-2022-10-18
3051,1464,569,5,2023-11-28,101,101,0,30,2,2024-04-26,BN03051,1464-2023-11-28
3052,1229,2765,3,2022-02-26,85,102,17,30,4,2022-06-08,BN03052,1229-2022-02-26
3053,478,2700,7,2024-09-10,144,144,0,30,3,2025-02-09,BN03053,478-2024-09-10
3054,543,1608,1,2023-06-19,27,33,6,30,2,2023-10-11,BN03054,543-2023-06-19
3055,849,1671,4,2024-03-17,113,113,0,30,4,2024-09-05,BN03055,849-2024-03-17
3056,1785,812,5,2025-02-07,64,64,0,30,2,2025-07-18,BN03056,1785-2025-02-07
3057,1877,1554,5,2022-10-08,66,66,0,30,1,2023-02-02,BN03057,1877-2022-10-08
3058,1267,495,4,2023-09-30,20,34,14,30,1,2024-03-22,BN03058,1267-2023-09-30
3059,288,1719,5,2024-12-23,112,137,25,30,4,2025-03-28,BN03059,288-2024-12-23
3060,1638,1413,1,2024-05-25,78,93,15,30,3,2024-10-21,BN03060,1638-2024-05-25
3061,885,1220,1,2023-12-17,108,116,8,30,2,2024-06-08,BN03061,885-2023-12-17
3062,28,249,2,2022-11-09,136,138,2,30,1,2023-03-10,BN03062,28-2022-11-09
3063,882,1068,4,2022-12-04,87,94,7,30,3,2023-06-02,BN03063,882-2022-12-04
3064,792,1363,2,2023-08-05,117,117,0,30,1,2023-11-12,BN03064,792-2023-08-05
3065,161,1775,6,2024-11-25,140,140,0,30,2,2025-03-09,BN03065,161-2024-11-25
3066,528,2199,4,2025-05-03,15,44,29,30,2,2025-09-23,BN03066,528-2025-05-03
3067,309,139,3,2024-12-02,88,88,0,30,5,2025-05-08,BN03067,309-2024-12-02
3068,976,1422,4,2023-09-03,96,106,10,30,3,2023-12-25,BN03068,976-2023-09-03
3069,1716,335,5,2024-08-26,129,147,18,30,2,2025-01-23,BN03069,1716-2024-08-26
3070,1000,2729,5,2023-03-21,111,126,15,30,1,2023-09-07,BN03070,1000-2023-03-21
3071,1063,305,2,2025-05-12,122,122,0,30,1,2025-10-30,BN03071,1063-2025-05-12
3072,1477,2055,3,2022-04-04,94,102,8,30,5,2022-08-27,BN03072,1477-2022-04-04
3073,674,1345,3,2023-10-14,76,76,0,30,5,2024-01-26,BN03073,674-2023-10-14
3074,1073,1121,5,2022-09-23,91,95,4,30,2,2023-03-21,BN03074,1073-2022-09-23
3075,1027,2834,4,2024-03-09,46,48,2,30,5,2024-06-27,BN03075,1027-2024-03-09
3076,718,1726,4,2022-07-11,134,141,7,30,4,2022-12-25,BN03076,718-2022-07-11
3077,1171,763,8,2024-07-31,116,116,0,30,5,2024-11-21,BN03077,1171-2024-07-31
3078,690,1907,4,2022-10-02,103,105,2,30,3,2023-01-29,BN03078,690-2022-10-02
3079,69,2978,8,2024-03-21,143,144,1,30,2,2024-08-04,BN03079,69-2024-03-21
3080,1596,117,4,2022-05-01,135,135,0,30,1,2022-09-13,BN03080,1596-2022-05-01
3081,1235,2599,3,2025-04-30,111,111,0,30,1,2025-09-07,BN03081,1235-2025-04-30
3082,332,1553,3,2022-01-14,91,93,2,30,1,2022-05-04,BN03082,332-2022-01-14
3083,139,2068,3,2024-10-11,26,44,18,30,5,2025-02-27,BN03083,139-2024-10-11
3084,1068,486,5,2024-02-02,29,42,13,30,2,2024-05-10,BN03084,1068-2024-02-02
3085,425,1646,5,2023-07-31,132,132,0,30,4,2023-12-14,BN03085,425-2023-07-31
3086,1893,626,1,2024-01-13,94,99,5,30,5,2024-05-12,BN03086,1893-2024-01-13
3087,1728,1884,3,2025-03-21,95,95,0,30,3,2025-08-23,BN03087,1728-2025-03-21
3088,1156,1881,2,2023-11-13,56,56,0,30,1,2024-03-08,BN03088,1156-2023-11-13
3089,1225,2988,8,2024-10-11,90,97,7,30,1,2025-01-09,BN03089,1225-2024-10-11
3090,405,1782,4,2025-02-15,102,102,0,30,5,2025-06-15,BN03090,405-2025-02-15
3091,1183,619,8,2022-01-30,119,135,16,30,3,2022-05-23,BN03091,1183-2022-01-30
3092,946,1962,8,2025-03-22,105,119,14,30,5,2025-07-15,BN03092,946-2025-03-22
3093,1774,2007,6,2023-12-04,56,62,6,30,5,2024-05-27,BN03093,1774-2023-12-04
3094,624,2934,4,2023-01-13,51,70,19,30,4,2023-04-28,BN03094,624-2023-01-13
3095,928,2299,1,2022-12-28,65,66,1,30,1,2023-06-21,BN03095,928-2022-12-28
3096,322,688,6,2024-10-20,126,126,0,30,1,2025-04-14,BN03096,322-2024-10-20
3097,1975,768,7,2023-03-23,79,79,0,30,2,2023-08-20,BN03097,1975-2023-03-23
3098,879,2858,5,2022-10-22,43,43,0,30,4,2023-02-12,BN03098,879-2022-10-22
3099,1184,1825,3,2024-07-11,92,102,10,30,2,2024-11-13,BN03099,1184-2024-07-11
3100,565,2742,5,2024-11-05,110,116,6,30,2,2025-02-03,BN03100,565-2024-11-05
3101,455,104,8,2023-04-05,118,123,5,30,1,2023-07-19,BN03101,455-2023-04-05
3102,767,1972,5,2024-02-01,94,103,9,30,2,2024-06-03,BN03102,767-2024-02-01
3103,572,2990,2,2023-11-26,23,30,7,30,1,2024-04-04,BN03103,572-2023-11-26
3104,948,1327,5,2022-10-26,107,124,17,30,5,2023-02-19,BN03104,948-2022-10-26
3105,774,114,1,2024-10-26,149,149,0,30,2,2025-03-21,BN03105,774-2024-10-26
3106,1992,2975,4,2022-10-24,38,60,22,30,5,2023-03-21,BN03106,1992-2022-10-24
3107,1276,1850,4,2025-05-01,89,89,0,30,1,2025-09-16,BN03107,1276-2025-05-01
3108,352,778,8,2022-03-08,146,146,0,30,5,2022-08-16,BN03108,352-2022-03-08
3109,1675,1941,8,2024-12-10,65,78,13,30,3,2025-05-06,BN03109,1675-2024-12-10
3110,1842,1324,6,2023-07-22,34,34,0,30,1,2023-12-11,BN03110,1842-2023-07-22
3111,616,682,4,2022-08-03,123,128,5,30,3,2022-11-07,BN03111,616-2022-08-03
3112,2005,2603,8,2024-06-29,49,57,8,30,4,2024-11-24,BN03112,2005-2024-06-29
3113,1667,2489,8,2022-05-22,25,32,7,30,2,2022-10-26,BN03113,1667-2022-05-22
3114,1709,1349,3,2025-01-30,82,91,9,30,4,2025-07-18,BN03114,1709-2025-01-30
3115,1831,940,8,2023-11-29,128,128,0,30,1,2024-05-05,BN03115,1831-2023-11-29
3116,306,76,6,2023-03-25,60,60,0,30,4,2023-07-20,BN03116,306-2023-03-25
3117,1049,2572,7,2024-11-05,28,41,13,30,5,2025-05-04,BN03117,1049-2024-11-05
3118,1384,2584,2,2025-05-12,80,101,21,30,4,2025-09-07,BN03118,1384-2025-05-12
3119,1916,988,4,2022-02-28,118,131,13,30,2,2022-08-09,BN03119,1916-2022-02-28
3120,248,1543,4,2023-02-15,120,123,3,30,2,2023-05-17,BN03120,248-2023-02-15
3121,1370,751,8,2022-01-26,91,101,10,30,4,2022-07-14,BN03121,1370-2022-01-26
3122,369,1696,6,2024-09-17,83,84,1,30,2,2024-12-26,BN03122,369-2024-09-17
3123,1383,78,4,2023-01-25,118,118,0,30,5,2023-06-07,BN03123,1383-2023-01-25
3124,1475,2226,2,2022-09-19,119,129,10,30,5,2023-03-10,BN03124,1475-2022-09-19
3125,1816,929,1,2022-08-03,15,33,18,30,4,2022-12-17,BN03125,1816-2022-08-03
3126,1557,2994,7,2025-01-18,57,58,1,30,3,2025-06-25,BN03126,1557-2025-01-18
3127,657,1097,3,2024-12-28,40,46,6,30,1,2025-05-04,BN03127,657-2024-12-28
3128,452,316,5,2024-12-31,59,62,3,30,3,2025-06-07,BN03128,452-2024-12-31
3129,1897,2203,4,2024-03-23,34,34,0,30,5,2024-07-14,BN03129,1897-2024-03-23
3130,256,995,4,2022-12-20,112,119,7,30,5,2023-06-04,BN03130,256-2022-12-20
3131,20,2600,4,2025-05-13,139,139,0,30,1,2025-09-03,BN03131,20-2025-05-13
3132,1273,1621,4,2023-04-07,132,137,5,30,1,2023-07-14,BN03132,1273-2023-04-07
3133,1065,2518,4,2024-07-15,95,96,1,30,2,2024-10-30,BN03133,1065-2024-07-15
3134,1327,2600,4,2022-07-29,65,78,13,30,1,2022-12-28,BN03134,1327-2022-07-29
3135,1822,1053,3,2023-03-31,107,107,0,30,3,2023-07-31,BN03135,1822-2023-03-31
3136,764,2823,4,2022-09-30,81,81,0,30,2,2023-01-08,BN03136,764-2022-09-30
3137,1363,2064,2,2023-09-07,33,52,19,30,2,2024-02-18,BN03137,1363-2023-09-07
3138,2003,2191,6,2022-11-20,82,82,0,30,2,2023-05-06,BN03138,2003-2022-11-20
3139,1967,2029,4,2022-11-06,33,33,0,30,1,2023-04-24,BN03139,1967-2022-11-06
3140,246,716,2,2022-01-14,29,33,4,30,3,2022-06-06,BN03140,246-2022-01-14
3141,1931,2710,7,2024-03-02,136,143,7,30,5,2024-07-26,BN03141,1931-2024-03-02
3142,1564,1143,3,2023-06-28,138,146,8,30,3,2023-10-29,BN03142,1564-2023-06-28
3143,1876,2840,4,2023-10-24,72,88,16,30,1,2024-02-09,BN03143,1876-2023-10-24
3144,1773,621,4,2023-08-18,133,136,3,30,3,2024-02-08,BN03144,1773-2023-08-18
3145,68,2213,8,2023-10-05,141,142,1,30,5,2024-03-24,BN03145,68-2023-10-05
3146,1138,2324,4,2025-01-24,54,64,10,30,3,2025-05-03,BN03146,1138-2025-01-24
3147,1558,2216,4,2024-03-31,31,41,10,30,3,2024-09-17,BN03147,1558-2024-03-31
3148,1768,772,1,2022-10-11,53,58,5,30,3,2023-01-15,BN03148,1768-2022-10-11
3149,1262,1937,6,2025-01-03,62,68,6,30,5,2025-04-23,BN03149,1262-2025-01-03
3150,1906,310,3,2022-12-30,100,102,2,30,2,2023-05-02,BN03150,1906-2022-12-30
3151,410,2914,5,2025-02-16,47,47,0,30,1,2025-08-11,BN03151,410-2025-02-16
3152,1794,1749,6,2022-09-01,59,59,0,30,1,2022-12-07,BN03152,1794-2022-09-01
3153,766,1115,8,2024-01-12,96,96,0,30,1,2024-06-07,BN03153,766-2024-01-12
3154,2029,1915,7,2024-02-13,103,103,0,30,5,2024-08-11,BN03154,2029-2024-02-13
3155,585,1451,6,2022-06-25,80,87,7,30,5,2022-09-25,BN03155,585-2022-06-25
3156,584,1758,2,2023-07-09,64,89,25,30,5,2023-11-06,BN03156,584-2023-07-09
3157,1506,650,4,2024-09-09,28,50,22,30,1,2024-12-17,BN03157,1506-2024-09-09
3158,293,61,3,2025-02-21,94,97,3,30,2,2025-05-26,BN03158,293-2025-02-21
3159,839,759,4,2025-03-03,88,94,6,30,5,2025-07-29,BN03159,839-2025-03-03
3160,1877,1789,4,2025-05-01,131,133,2,30,2,2025-08-13,BN03160,1877-2025-05-01
3161,2011,612,4,2024-09-12,37,38,1,30,3,2025-01-01,BN03161,2011-2024-09-12
3162,1219,683,3,2023-08-20,86,86,0,30,2,2024-02-15,BN03162,1219-2023-08-20
3163,1970,331,8,2022-06-21,120,123,3,30,3,2022-11-03,BN03163,1970-2022-06-21
3164,1950,644,4,2022-06-25,66,66,0,30,3,2022-10-12,BN03164,1950-2022-06-25
3165,1057,499,3,2024-02-17,120,130,10,30,4,2024-07-21,BN03165,1057-2024-02-17
3166,227,2731,3,2025-01-01,99,111,12,30,2,2025-06-26,BN03166,227-2025-01-01
3167,2018,2552,6,2024-11-09,130,130,0,30,1,2025-04-11,BN03167,2018-2024-11-09
3168,1591,2058,5,2024-06-23,49,49,0,30,3,2024-11-24,BN03168,1591-2024-06-23
3169,5,1285,5,2023-09-08,126,126,0,30,4,2024-02-17,BN03169,5-2023-09-08
3170,1199,1653,4,2024-11-19,135,140,5,30,5,2025-02-25,BN03170,1199-2024-11-19
3171,665,1366,7,2023-11-10,130,134,4,30,4,2024-03-08,BN03171,665-2023-11-10
3172,275,2648,1,2024-07-10,135,135,0,30,2,2024-10-17,BN03172,275-2024-07-10
3173,1549,451,7,2025-04-16,53,53,0,30,3,2025-07-27,BN03173,1549-2025-04-16
3174,1678,1382,7,2024-11-25,145,145,0,30,5,2025-03-07,BN03174,1678-2024-11-25
3175,683,50,5,2024-07-23,116,124,8,30,1,2025-01-06,BN03175,683-2024-07-23
3176,1859,2415,7,2024-03-04,41,42,1,30,2,2024-08-07,BN03176,1859-2024-03-04
3177,1678,1609,5,2024-05-02,101,106,5,30,4,2024-08-21,BN03177,1678-2024-05-02
3178,473,619,8,2024-12-03,88,92,4,30,4,2025-03-28,BN03178,473-2024-12-03
3179,418,1340,8,2023-02-10,72,80,8,30,2,2023-05-17,BN03179,418-2023-02-10
3180,1974,996,4,2023-07-15,36,49,13,30,2,2024-01-01,BN03180,1974-2023-07-15
3181,775,375,4,2024-12-14,33,41,8,30,4,2025-04-23,BN03181,775-2024-12-14
3182,1453,1498,4,2024-05-13,101,109,8,30,5,2024-11-01,BN03182,1453-2024-05-13
3183,1508,1242,2,2023-04-04,60,70,10,30,2,2023-09-02,BN03183,1508-2023-04-04
3184,725,1085,3,2024-08-12,124,135,11,30,2,2024-11-17,BN03184,725-2024-08-12
3185,482,817,4,2024-01-26,129,140,11,30,4,2024-05-18,BN03185,482-2024-01-26
3186,1967,2324,4,2022-05-22,125,134,9,30,2,2022-09-27,BN03186,1967-2022-05-22
3187,2034,108,4,2024-08-07,70,80,10,30,2,2025-01-20,BN03187,2034-2024-08-07
3188,1891,2630,5,2024-03-25,59,59,0,30,5,2024-08-30,BN03188,1891-2024-03-25
3189,1611,2463,4,2025-01-19,34,48,14,30,1,2025-06-27,BN03189,1611-2025-01-19
3190,1600,1763,7,2025-02-04,83,87,4,30,5,2025-06-09,BN03190,1600-2025-02-04
3191,1017,2475,4,2024-04-10,118,149,31,30,1,2024-08-22,BN03191,1017-2024-04-10
3192,637,2527,3,2024-11-29,143,146,3,30,2,2025-05-03,BN03192,637-2024-11-29
3193,1003,86,4,2022-11-11,45,45,0,30,4,2023-04-07,BN03193,1003-2022-11-11
3194,506,1753,1,2025-05-17,107,128,21,30,1,2025-08-16,BN03194,506-2025-05-17
3195,1240,1748,8,2024-10-08,102,114,12,30,5,2025-03-30,BN03195,1240-2024-10-08
3196,873,2597,4,2023-12-25,85,91,6,30,2,2024-06-09,BN03196,873-2023-12-25
3197,454,140,2,2023-04-28,28,37,9,30,4,2023-10-11,BN03197,454-2023-04-28
3198,1698,2136,4,2023-11-25,112,118,6,30,1,2024-03-08,BN03198,1698-2023-11-25
3199,550,1013,6,2022-01-26,80,96,16,30,3,2022-06-18,BN03199,550-2022-01-26
3200,925,2715,6,2024-12-19,63,70,7,30,2,2025-05-16,BN03200,925-2024-12-19
3201,609,400,6,2025-04-23,83,83,0,30,4,2025-10-09,BN03201,609-2025-04-23
3202,34,183,3,2023-11-24,91,100,9,30,2,2024-04-15,BN03202,34-2023-11-24
3203,1049,2118,4,2023-08-09,37,44,7,30,3,2023-11-17,BN03203,1049-2023-08-09
3204,1135,2559,1,2024-05-23,43,53,10,30,2,2024-09-29,BN03204,1135-2024-05-23
3205,1360,176,2,2022-01-06,23,32,9,30,5,2022-06-28,BN03205,1360-2022-01-06
3206,1162,1005,8,2023-04-08,41,45,4,30,3,2023-09-03,BN03206,1162-2023-04-08
3207,660,1023,1,2025-03-09,57,66,9,30,3,2025-07-07,BN03207,660-2025-03-09
3208,562,1882,8,2024-04-02,73,78,5,30,5,2024-07-02,BN03208,562-2024-04-02
3209,751,393,3,2023-04-29,83,102,19,30,4,2023-08-23,BN03209,751-2023-04-29
3210,623,1918,4,2022-11-18,65,65,0,30,3,2023-04-24,BN03210,623-2022-11-18
3211,1439,656,6,2023-10-12,105,115,10,30,2,2024-03-11,BN03211,1439-2023-10-12
3212,87,446,4,2022-01-28,117,139,22,30,5,2022-04-29,BN03212,87-2022-01-28
3213,129,2550,6,2024-11-26,65,68,3,30,3,2025-03-20,BN03213,129-2024-11-26
3214,787,2096,4,2022-02-20,50,56,6,30,4,2022-07-20,BN03214,787-2022-02-20
3215,1537,1979,3,2022-11-08,56,63,7,30,5,2023-02-11,BN03215,1537-2022-11-08
3216,1841,254,8,2022-10-13,139,143,4,30,2,2023-02-01,BN03216,1841-2022-10-13
3217,1717,2070,3,2022-05-31,37,37,0,30,1,2022-09-13,BN03217,1717-2022-05-31
3218,958,2205,4,2023-05-06,84,84,0,30,2,2023-09-17,BN03218,958-2023-05-06
3219,67,1405,4,2023-07-22,81,100,19,30,1,2024-01-01,BN03219,67-2023-07-22
3220,1245,436,8,2023-07-19,134,143,9,30,5,2023-11-22,BN03220,1245-2023-07-19
3221,385,1136,4,2024-12-15,150,150,0,30,4,2025-03-31,BN03221,385-2024-12-15
3222,43,1300,7,2024-03-23,53,55,2,30,5,2024-09-11,BN03222,43-2024-03-23
3223,792,550,6,2022-06-01,38,47,9,30,3,2022-09-09,BN03223,792-2022-06-01
3224,1821,336,4,2025-02-14,59,72,13,30,3,2025-07-25,BN03224,1821-2025-02-14
3225,1125,1095,1,2023-11-20,75,89,14,30,3,2024-05-05,BN03225,1125-2023-11-20
3226,444,2272,4,2024-01-17,113,118,5,30,1,2024-06-14,BN03226,444-2024-01-17
3227,446,1539,1,2025-02-10,134,139,5,30,2,2025-06-06,BN03227,446-2025-02-10
3228,766,87,6,2024-03-30,147,147,0,30,5,2024-07-01,BN03228,766-2024-03-30
3229,607,2167,3,2023-06-21,97,97,0,30,2,2023-11-25,BN03229,607-2023-06-21
3230,1850,492,4,2025-04-09,32,34,2,30,1,2025-09-05,BN03230,1850-2025-04-09
3231,1362,2904,1,2022-06-29,116,116,0,30,5,2022-10-31,BN03231,1362-2022-06-29
3232,1684,713,3,2024-10-28,57,61,4,30,5,2025-02-10,BN03232,1684-2024-10-28
3233,316,652,4,2022-06-06,143,150,7,30,1,2022-09-14,BN03233,316-2022-06-06
3234,972,2286,4,2023-11-14,84,97,13,30,4,2024-05-11,BN03234,972-2023-11-14
3235,526,2373,4,2024-01-16,113,113,0,30,2,2024-05-15,BN03235,526-2024-01-16
3236,913,1695,8,2025-05-15,128,128,0,30,2,2025-11-10,BN03236,913-2025-05-15
3237,1543,1651,2,2023-07-30,100,100,0,30,1,2024-01-14,BN03237,1543-2023-07-30
3238,1362,2090,1,2024-01-03,82,82,0,30,2,2024-06-01,BN03238,1362-2024-01-03
3239,757,666,7,2022-02-23,35,40,5,30,5,2022-07-02,BN03239,757-2022-02-23
3240,1615,1954,8,2022-09-06,83,96,13,30,2,2023-02-24,BN03240,1615-2022-09-06
3241,1346,1304,4,2022-08-05,131,135,4,30,5,2023-01-16,BN03241,1346-2022-08-05
3242,577,2100,5,2023-06-24,91,91,0,30,3,2023-09-26,BN03242,577-2023-06-24
3243,1183,2729,5,2023-05-27,37,58,21,30,1,2023-11-10,BN03243,1183-2023-05-27
3244,1654,2792,2,2022-06-15,40,45,5,30,3,2022-09-18,BN03244,1654-2022-06-15
3245,1888,213,2,2022-01-16,76,76,0,30,5,2022-07-10,BN03245,1888-2022-01-16
3246,21,1135,6,2023-03-21,141,144,3,30,3,2023-07-31,BN03246,21-2023-03-21
3247,1882,798,4,2022-06-13,39,58,19,30,3,2022-11-01,BN03247,1882-2022-06-13
