product_id,product_name,brand,category,sub_category,source_type,factory_id,shelf_life,packaging_type,unit_size,sku,last_modified
524,Nestlé Why Thượng Hạng 500ml,Nestlé,Distributed,Why,distributed,,382,Chai nhựa,500ml,SKU00524,2024-10-26 05:10:52.346431
525,Vinamilk Three Đặc Biệt 1L,Vinamilk,Distributed,Three,distributed,,124,Hộp giấy,1L,SKU00525,2025-04-29 22:08:33.028353
526,Vinamilk Action Premium 500g,Vinamilk,Distributed,Action,distributed,,623,Túi,500g,SKU00526,2024-10-06 10:13:35.074912
527,Ajinomoto Party Premium 500ml,Ajinomoto,Distributed,Party,distributed,,149,Chai nhựa,500ml,SKU00527,2025-02-28 10:25:20.247886
528,Vinamilk Raise Dinh Dưỡng 1L,Vinamilk,Distributed,Raise,distributed,,418,Hộp giấy,1L,SKU00528,2025-03-22 16:32:25.915302
529,Orion Check Dinh Dưỡng 500ml,Orion,Distributed,Check,distributed,,369,Chai nhựa,500ml,SKU00529,2025-01-17 09:34:46.370168
530,Suntory Natural Đặc Biệt 500ml,Suntory,Distributed,Natural,distributed,,315,Chai nhựa,500ml,SKU00530,2024-07-07 18:44:13.786654
531,Suntory Hour Thượng Hạng 500ml,Suntory,Distributed,Hour,distributed,,687,Chai nhựa,500ml,SKU00531,2024-12-11 13:40:02.035901
532,Acecook Inside Đặc Biệt 500g,Acecook,Distributed,Inside,distributed,,593,Túi,500g,SKU00532,2024-08-31 13:05:47.922464
533,Vinamilk Attorney Dinh Dưỡng 100g,Vinamilk,Distributed,Attorney,distributed,,457,Túi,100g,SKU00533,2024-08-07 10:54:00.463969
534,P&G Rate Thượng Hạng 500g,P&G,Distributed,Rate,distributed,,271,Túi,500g,SKU00534,2025-04-13 01:33:46.171144
535,TH True Milk Follow Thượng Hạng 700ml,TH True Milk,Distributed,Follow,distributed,,208,Chai nhựa,700ml,SKU00535,2024-07-27 01:11:48.683377
536,Acecook Gun Vị Mới 1kg,Acecook,Distributed,Gun,distributed,,571,Túi,1kg,SKU00536,2024-07-30 04:22:28.269712
537,Suntory Section Vị Mới 500g,Suntory,Distributed,Section,distributed,,574,Túi,500g,SKU00537,2024-10-25 20:07:26.648203
538,Orion Kid Thượng Hạng 500g,Orion,Distributed,Kid,distributed,,150,Túi,500g,SKU00538,2025-05-05 03:01:26.070457
539,P&G Total Đặc Biệt 250ml,P&G,Distributed,Total,distributed,,179,Chai nhựa,250ml,SKU00539,2024-12-23 14:44:27.987380
540,P&G Discover Thượng Hạng 100g,P&G,Distributed,Discover,distributed,,239,Túi,100g,SKU00540,2024-08-31 19:09:04.668449
541,Nestlé Stock Dinh Dưỡng 500g,Nestlé,Distributed,Stock,distributed,,664,Túi,500g,SKU00541,2024-12-20 07:01:24.538670
542,Orion Should Dinh Dưỡng 500g,Orion,Distributed,Should,distributed,,245,Túi,500g,SKU00542,2024-12-12 01:09:30.989819
543,Unilever Car Đặc Biệt 1L,Unilever,Distributed,Car,distributed,,542,Hộp giấy,1L,SKU00543,2025-02-22 13:09:33.377706
544,P&G Enjoy Đặc Biệt 100g,P&G,Distributed,Enjoy,distributed,,698,Túi,100g,SKU00544,2024-08-01 06:43:25.107645
545,Ajinomoto Gas Thượng Hạng 330ml,Ajinomoto,Distributed,Gas,distributed,,533,Chai nhựa,330ml,SKU00545,2024-11-13 16:24:37.029115
546,PepsiCo Discuss Dinh Dưỡng 500g,PepsiCo,Distributed,Discuss,distributed,,604,Túi,500g,SKU00546,2024-06-22 02:17:41.511116
547,Orion In Dinh Dưỡng 1kg,Orion,Distributed,In,distributed,,100,Túi,1kg,SKU00547,2024-07-08 01:54:39.694581
548,P&G Rest Premium 330ml,P&G,Distributed,Rest,distributed,,466,Chai nhựa,330ml,SKU00548,2024-11-30 01:52:48.254738
549,TH True Milk Now Dinh Dưỡng 500g,TH True Milk,Distributed,Now,distributed,,465,Túi,500g,SKU00549,2024-12-07 21:56:12.380204
550,Unilever Police Đặc Biệt 700ml,Unilever,Distributed,Police,distributed,,102,Chai nhựa,700ml,SKU00550,2024-09-18 22:41:22.158280
551,Acecook Moment Đặc Biệt 1kg,Acecook,Distributed,Moment,distributed,,189,Túi,1kg,SKU00551,2024-08-27 08:35:03.768924
552,TH True Milk News Dinh Dưỡng 700ml,TH True Milk,Distributed,News,distributed,,406,Chai nhựa,700ml,SKU00552,2025-02-25 12:56:31.154340
553,Vinamilk Cost Thượng Hạng 100g,Vinamilk,Distributed,Cost,distributed,,289,Túi,100g,SKU00553,2025-03-21 03:58:04.862639
554,Unilever Computer Thượng Hạng 500ml,Unilever,Distributed,Computer,distributed,,125,Chai nhựa,500ml,SKU00554,2025-01-24 10:54:03.151679
555,Ajinomoto Truth Thượng Hạng 1kg,Ajinomoto,Distributed,Truth,distributed,,251,Túi,1kg,SKU00555,2025-02-15 12:59:20.122477
556,PepsiCo Tell Đặc Biệt 1L,PepsiCo,Distributed,Tell,distributed,,433,Hộp giấy,1L,SKU00556,2025-03-17 23:41:06.111333
557,Orion Significant Thượng Hạng 100g,Orion,Distributed,Significant,distributed,,247,Túi,100g,SKU00557,2024-12-14 10:39:08.928662
558,Ajinomoto Force Dinh Dưỡng 1kg,Ajinomoto,Distributed,Force,distributed,,286,Túi,1kg,SKU00558,2024-10-26 17:20:00.121311
559,Suntory Home Vị Mới 330ml,Suntory,Distributed,Home,distributed,,380,Chai nhựa,330ml,SKU00559,2024-10-17 20:21:19.427924
560,Vinamilk Positive Vị Mới 1L,Vinamilk,Distributed,Positive,distributed,,154,Hộp giấy,1L,SKU00560,2025-02-01 16:33:37.180324
561,Nestlé There Đặc Biệt 700ml,Nestlé,Distributed,There,distributed,,543,Chai nhựa,700ml,SKU00561,2025-03-20 17:05:27.642457
562,TH True Milk Realize Thượng Hạng 500ml,TH True Milk,Distributed,Realize,distributed,,706,Chai nhựa,500ml,SKU00562,2025-05-01 22:53:25.984663
563,PepsiCo Over Premium 100g,PepsiCo,Distributed,Over,distributed,,274,Túi,100g,SKU00563,2025-05-21 11:36:41.240613
564,Orion Production Dinh Dưỡng 250ml,Orion,Distributed,Production,distributed,,243,Chai nhựa,250ml,SKU00564,2025-03-07 15:47:04.097325
565,Orion Simply Vị Mới 250ml,Orion,Distributed,Simply,distributed,,543,Chai nhựa,250ml,SKU00565,2024-12-05 23:13:36.453533
566,Suntory Plant Đặc Biệt 100g,Suntory,Distributed,Plant,distributed,,178,Túi,100g,SKU00566,2024-12-19 16:45:58.653765
567,Ajinomoto Official Vị Mới 700ml,Ajinomoto,Distributed,Official,distributed,,643,Chai nhựa,700ml,SKU00567,2025-03-11 08:34:12.243793
568,Nestlé Power Dinh Dưỡng 500g,Nestlé,Distributed,Power,distributed,,362,Túi,500g,SKU00568,2024-07-05 08:39:57.654025
569,Suntory Better Premium 700ml,Suntory,Distributed,Better,distributed,,542,Chai nhựa,700ml,SKU00569,2024-11-19 11:51:53.111118
570,Unilever Result Đặc Biệt 700ml,Unilever,Distributed,Result,distributed,,445,Chai nhựa,700ml,SKU00570,2025-06-07 08:59:19.916759
571,PepsiCo History Vị Mới 500ml,PepsiCo,Distributed,History,distributed,,565,Chai nhựa,500ml,SKU00571,2025-05-23 00:14:13.123612
572,Vinamilk Enter Premium 330ml,Vinamilk,Distributed,Enter,distributed,,392,Chai nhựa,330ml,SKU00572,2024-12-27 04:01:57.726368
573,Suntory Budget Premium 1L,Suntory,Distributed,Budget,distributed,,178,Hộp giấy,1L,SKU00573,2025-05-30 14:17:36.154126
574,Ajinomoto Important Premium 330ml,Ajinomoto,Distributed,Important,distributed,,347,Chai nhựa,330ml,SKU00574,2024-09-06 03:35:30.922370
575,Suntory Themselves Vị Mới 500ml,Suntory,Distributed,Themselves,distributed,,112,Chai nhựa,500ml,SKU00575,2025-05-14 12:33:06.993781
576,P&G Relate Thượng Hạng 250ml,P&G,Distributed,Relate,distributed,,104,Chai nhựa,250ml,SKU00576,2025-01-11 18:35:54.702140
577,Unilever Act Đặc Biệt 250ml,Unilever,Distributed,Act,distributed,,206,Chai nhựa,250ml,SKU00577,2025-03-09 16:36:52.622273
578,Nestlé Follow Đặc Biệt 700ml,Nestlé,Distributed,Follow,distributed,,314,Chai nhựa,700ml,SKU00578,2025-05-16 13:54:04.686319
579,Unilever Few Vị Mới 500ml,Unilever,Distributed,Few,distributed,,572,Chai nhựa,500ml,SKU00579,2025-05-10 07:57:29.322109
580,P&G Sound Thượng Hạng 1L,P&G,Distributed,Sound,distributed,,156,Hộp giấy,1L,SKU00580,2024-06-26 10:04:44.980014
581,Acecook White Thượng Hạng 330ml,Acecook,Distributed,White,distributed,,723,Chai nhựa,330ml,SKU00581,2025-03-16 07:51:51.645576
582,TH True Milk Fact Vị Mới 250ml,TH True Milk,Distributed,Fact,distributed,,440,Chai nhựa,250ml,SKU00582,2025-04-13 15:36:26.380169
583,Ajinomoto Have Dinh Dưỡng 250ml,Ajinomoto,Distributed,Have,distributed,,173,Chai nhựa,250ml,SKU00583,2024-11-12 17:49:10.717697
584,PepsiCo Note Vị Mới 250ml,PepsiCo,Distributed,Note,distributed,,303,Chai nhựa,250ml,SKU00584,2024-10-25 15:49:53.903807
585,Orion Manage Thượng Hạng 500g,Orion,Distributed,Manage,distributed,,272,Túi,500g,SKU00585,2024-09-25 23:21:35.884146
586,Acecook Music Dinh Dưỡng 700ml,Acecook,Distributed,Music,distributed,,343,Chai nhựa,700ml,SKU00586,2024-08-14 21:25:37.944715
587,Nestlé Thousand Vị Mới 100g,Nestlé,Distributed,Thousand,distributed,,216,Túi,100g,SKU00587,2024-07-28 15:10:15.594150
588,Suntory Edge Dinh Dưỡng 500g,Suntory,Distributed,Edge,distributed,,223,Túi,500g,SKU00588,2025-05-27 15:54:31.622366
589,Vinamilk Ago Dinh Dưỡng 500g,Vinamilk,Distributed,Ago,distributed,,152,Túi,500g,SKU00589,2024-12-15 22:22:15.061779
590,Acecook Teacher Dinh Dưỡng 500ml,Acecook,Distributed,Teacher,distributed,,654,Chai nhựa,500ml,SKU00590,2024-12-27 01:38:04.032278
591,P&G Foreign Dinh Dưỡng 700ml,P&G,Distributed,Foreign,distributed,,261,Chai nhựa,700ml,SKU00591,2025-02-16 20:31:51.871665
592,Orion Believe Premium 1kg,Orion,Distributed,Believe,distributed,,121,Túi,1kg,SKU00592,2025-05-22 02:02:14.630406
593,Suntory Beautiful Vị Mới 500g,Suntory,Distributed,Beautiful,distributed,,219,Túi,500g,SKU00593,2025-03-07 20:24:09.623671
594,Acecook Travel Đặc Biệt 1L,Acecook,Distributed,Travel,distributed,,332,Hộp giấy,1L,SKU00594,2025-03-22 16:39:28.744644
595,Orion Become Đặc Biệt 700ml,Orion,Distributed,Become,distributed,,284,Chai nhựa,700ml,SKU00595,2024-07-03 20:07:47.706143
596,Orion Move Thượng Hạng 500g,Orion,Distributed,Move,distributed,,299,Túi,500g,SKU00596,2025-01-21 15:36:30.590343
597,Ajinomoto Action Vị Mới 1L,Ajinomoto,Distributed,Action,distributed,,539,Hộp giấy,1L,SKU00597,2025-04-08 21:37:17.341741
598,P&G Material Dinh Dưỡng 700ml,P&G,Distributed,Material,distributed,,253,Chai nhựa,700ml,SKU00598,2024-10-09 19:50:46.483392
599,PepsiCo Local Premium 250ml,PepsiCo,Distributed,Local,distributed,,414,Chai nhựa,250ml,SKU00599,2024-11-15 09:52:32.356635
600,Unilever Do Thượng Hạng 100g,Unilever,Distributed,Do,distributed,,344,Túi,100g,SKU00600,2024-11-13 15:07:20.459103
601,Unilever Site Premium 1kg,Unilever,Distributed,Site,distributed,,225,Túi,1kg,SKU00601,2025-04-03 07:56:01.635251
602,Vinamilk Certain Vị Mới 1L,Vinamilk,Distributed,Certain,distributed,,210,Hộp giấy,1L,SKU00602,2024-09-30 21:06:57.540111
603,Ajinomoto Clearly Thượng Hạng 250ml,Ajinomoto,Distributed,Clearly,distributed,,443,Chai nhựa,250ml,SKU00603,2024-12-19 20:33:07.867378
604,PepsiCo So Đặc Biệt 500ml,PepsiCo,Distributed,So,distributed,,668,Chai nhựa,500ml,SKU00604,2024-12-28 01:54:19.895672
605,Vinamilk None Premium 1L,Vinamilk,Distributed,None,distributed,,696,Hộp giấy,1L,SKU00605,2024-07-06 02:55:21.254808
606,Vinamilk Hand Dinh Dưỡng 1L,Vinamilk,Distributed,Hand,distributed,,219,Hộp giấy,1L,SKU00606,2024-09-28 15:29:47.474458
607,TH True Milk Wonder Đặc Biệt 250ml,TH True Milk,Distributed,Wonder,distributed,,348,Chai nhựa,250ml,SKU00607,2024-07-28 05:03:59.999752
608,Orion Far Premium 500ml,Orion,Distributed,Far,distributed,,574,Chai nhựa,500ml,SKU00608,2024-07-30 16:04:22.949837
609,Orion Commercial Dinh Dưỡng 500g,Orion,Distributed,Commercial,distributed,,693,Túi,500g,SKU00609,2025-03-25 19:03:34.729587
610,PepsiCo Since Dinh Dưỡng 1kg,PepsiCo,Distributed,Since,distributed,,110,Túi,1kg,SKU00610,2025-01-10 03:47:42.340297
611,Vinamilk My Thượng Hạng 250ml,Vinamilk,Distributed,My,distributed,,504,Chai nhựa,250ml,SKU00611,2024-08-30 02:00:33.668951
612,Vinamilk Beautiful Premium 500ml,Vinamilk,Distributed,Beautiful,distributed,,188,Chai nhựa,500ml,SKU00612,2024-11-20 04:23:50.390706
613,Nestlé Month Vị Mới 250ml,Nestlé,Distributed,Month,distributed,,526,Chai nhựa,250ml,SKU00613,2025-06-01 10:45:22.604076
614,TH True Milk Alone Vị Mới 250ml,TH True Milk,Distributed,Alone,distributed,,377,Chai nhựa,250ml,SKU00614,2025-02-20 01:29:41.962085
615,Vinamilk Most Vị Mới 1kg,Vinamilk,Distributed,Most,distributed,,481,Túi,1kg,SKU00615,2024-06-24 22:59:50.040418
616,Suntory Above Premium 500ml,Suntory,Distributed,Above,distributed,,500,Chai nhựa,500ml,SKU00616,2024-07-01 10:28:47.529982
617,P&G Above Dinh Dưỡng 1kg,P&G,Distributed,Above,distributed,,498,Túi,1kg,SKU00617,2025-05-25 01:32:51.756998
618,Vinamilk A Đặc Biệt 1kg,Vinamilk,Distributed,A,distributed,,589,Túi,1kg,SKU00618,2025-01-21 02:23:46.317258
619,PepsiCo Investment Thượng Hạng 500ml,PepsiCo,Distributed,Investment,distributed,,282,Chai nhựa,500ml,SKU00619,2024-10-13 02:11:41.116278
620,Suntory White Thượng Hạng 250ml,Suntory,Distributed,White,distributed,,142,Chai nhựa,250ml,SKU00620,2025-02-16 08:45:39.510918
621,Suntory Serve Đặc Biệt 330ml,Suntory,Distributed,Serve,distributed,,204,Chai nhựa,330ml,SKU00621,2024-07-23 12:13:28.194744
622,TH True Milk A Đặc Biệt 100g,TH True Milk,Distributed,A,distributed,,142,Túi,100g,SKU00622,2025-01-08 02:32:56.411775
623,Acecook Purpose Vị Mới 500g,Acecook,Distributed,Purpose,distributed,,672,Túi,500g,SKU00623,2024-07-20 01:57:13.149039
624,Vinamilk Wrong Premium 250ml,Vinamilk,Distributed,Wrong,distributed,,670,Chai nhựa,250ml,SKU00624,2025-05-08 20:04:37.725804
625,Nestlé State Đặc Biệt 1kg,Nestlé,Distributed,State,distributed,,148,Túi,1kg,SKU00625,2025-06-11 13:56:16.456152
626,P&G Why Premium 250ml,P&G,Distributed,Why,distributed,,429,Chai nhựa,250ml,SKU00626,2024-10-10 21:03:34.052812
627,Suntory Ok Dinh Dưỡng 1L,Suntory,Distributed,Ok,distributed,,664,Hộp giấy,1L,SKU00627,2025-05-29 07:57:49.811438
628,Vinamilk Enough Premium 100g,Vinamilk,Distributed,Enough,distributed,,656,Túi,100g,SKU00628,2025-06-06 04:03:03.913805
629,Suntory Across Đặc Biệt 500ml,Suntory,Distributed,Across,distributed,,199,Chai nhựa,500ml,SKU00629,2025-03-17 00:38:55.737188
630,Vinamilk Any Dinh Dưỡng 250ml,Vinamilk,Distributed,Any,distributed,,481,Chai nhựa,250ml,SKU00630,2025-01-08 19:47:22.231501
631,Ajinomoto Word Đặc Biệt 1kg,Ajinomoto,Distributed,Word,distributed,,185,Túi,1kg,SKU00631,2024-07-14 11:33:06.726132
632,Suntory Right Vị Mới 1L,Suntory,Distributed,Right,distributed,,299,Hộp giấy,1L,SKU00632,2025-03-08 07:26:35.656747
633,Ajinomoto Sure Vị Mới 250ml,Ajinomoto,Distributed,Sure,distributed,,355,Chai nhựa,250ml,SKU00633,2024-06-27 07:02:01.910106
634,P&G Any Dinh Dưỡng 100g,P&G,Distributed,Any,distributed,,537,Túi,100g,SKU00634,2024-12-06 19:03:03.782711
635,Ajinomoto Produce Vị Mới 1L,Ajinomoto,Distributed,Produce,distributed,,624,Hộp giấy,1L,SKU00635,2024-11-20 17:12:06.131193
636,TH True Milk Begin Premium 500g,TH True Milk,Distributed,Begin,distributed,,113,Túi,500g,SKU00636,2025-03-16 20:51:13.597912
637,Ajinomoto Total Dinh Dưỡng 500ml,Ajinomoto,Distributed,Total,distributed,,595,Chai nhựa,500ml,SKU00637,2024-10-09 20:52:17.644894
638,Unilever Pm Vị Mới 100g,Unilever,Distributed,Pm,distributed,,198,Túi,100g,SKU00638,2025-01-07 00:40:27.994880
639,Nestlé Learn Thượng Hạng 330ml,Nestlé,Distributed,Learn,distributed,,336,Chai nhựa,330ml,SKU00639,2025-02-09 17:27:08.388773
640,P&G Federal Premium 250ml,P&G,Distributed,Federal,distributed,,344,Chai nhựa,250ml,SKU00640,2025-05-10 15:27:00.028451
641,PepsiCo Executive Vị Mới 1L,PepsiCo,Distributed,Executive,distributed,,522,Hộp giấy,1L,SKU00641,2025-02-11 06:58:43.166174
642,Nestlé Provide Đặc Biệt 250ml,Nestlé,Distributed,Provide,distributed,,378,Chai nhựa,250ml,SKU00642,2024-12-07 18:32:39.247700
643,Nestlé Key Đặc Biệt 330ml,Nestlé,Distributed,Key,distributed,,680,Chai nhựa,330ml,SKU00643,2024-10-29 10:02:35.690572
644,Ajinomoto Step Đặc Biệt 500ml,Ajinomoto,Distributed,Step,distributed,,454,Chai nhựa,500ml,SKU00644,2024-09-08 12:58:29.667401
645,TH True Milk Responsibility Premium 500g,TH True Milk,Distributed,Responsibility,distributed,,473,Túi,500g,SKU00645,2024-11-16 12:21:55.472387
646,Ajinomoto Ten Thượng Hạng 250ml,Ajinomoto,Distributed,Ten,distributed,,676,Chai nhựa,250ml,SKU00646,2025-04-12 07:30:36.646547
647,Unilever Finish Premium 100g,Unilever,Distributed,Finish,distributed,,252,Túi,100g,SKU00647,2024-12-31 09:09:46.458659
648,Unilever About Dinh Dưỡng 500g,Unilever,Distributed,About,distributed,,544,Túi,500g,SKU00648,2025-04-25 21:31:11.712436
649,Orion Speak Dinh Dưỡng 330ml,Orion,Distributed,Speak,distributed,,719,Chai nhựa,330ml,SKU00649,2024-12-03 11:54:17.636653
650,Acecook Student Dinh Dưỡng 500ml,Acecook,Distributed,Student,distributed,,490,Chai nhựa,500ml,SKU00650,2025-04-20 19:22:27.974825
651,PepsiCo Operation Premium 1L,PepsiCo,Distributed,Operation,distributed,,223,Hộp giấy,1L,SKU00651,2024-10-25 03:43:33.273299
652,PepsiCo Discussion Dinh Dưỡng 1L,PepsiCo,Distributed,Discussion,distributed,,560,Hộp giấy,1L,SKU00652,2024-12-13 18:38:00.118177
653,Unilever Try Đặc Biệt 1L,Unilever,Distributed,Try,distributed,,417,Hộp giấy,1L,SKU00653,2025-03-09 02:58:42.702790
654,P&G Music Premium 100g,P&G,Distributed,Music,distributed,,114,Túi,100g,SKU00654,2025-06-17 08:01:35.461954
655,Acecook Particularly Dinh Dưỡng 500ml,Acecook,Distributed,Particularly,distributed,,685,Chai nhựa,500ml,SKU00655,2024-07-09 17:28:52.150595
656,PepsiCo Capital Dinh Dưỡng 1kg,PepsiCo,Distributed,Capital,distributed,,468,Túi,1kg,SKU00656,2025-05-08 08:35:54.548090
657,Ajinomoto Tonight Thượng Hạng 500g,Ajinomoto,Distributed,Tonight,distributed,,584,Túi,500g,SKU00657,2024-11-28 19:29:40.931203
658,Orion Position Premium 330ml,Orion,Distributed,Position,distributed,,311,Chai nhựa,330ml,SKU00658,2024-10-09 21:08:29.609933
659,TH True Milk View Vị Mới 1L,TH True Milk,Distributed,View,distributed,,131,Hộp giấy,1L,SKU00659,2024-12-12 02:59:03.194027
660,Orion Then Đặc Biệt 1L,Orion,Distributed,Then,distributed,,650,Hộp giấy,1L,SKU00660,2024-07-12 09:09:11.132975
661,PepsiCo Water Thượng Hạng 330ml,PepsiCo,Distributed,Water,distributed,,404,Chai nhựa,330ml,SKU00661,2024-12-29 07:11:17.708879
662,Ajinomoto Interview Thượng Hạng 500g,Ajinomoto,Distributed,Interview,distributed,,569,Túi,500g,SKU00662,2025-03-02 03:57:57.750630
663,Unilever Material Premium 1L,Unilever,Distributed,Material,distributed,,504,Hộp giấy,1L,SKU00663,2024-12-03 22:52:15.168535
664,Vinamilk None Đặc Biệt 500g,Vinamilk,Distributed,None,distributed,,447,Túi,500g,SKU00664,2024-08-03 14:01:33.055462
665,PepsiCo Force Đặc Biệt 1L,PepsiCo,Distributed,Force,distributed,,595,Hộp giấy,1L,SKU00665,2024-10-30 01:35:56.740323
666,Suntory Foreign Vị Mới 100g,Suntory,Distributed,Foreign,distributed,,557,Túi,100g,SKU00666,2024-10-08 05:00:37.776632
667,P&G Send Dinh Dưỡng 700ml,P&G,Distributed,Send,distributed,,584,Chai nhựa,700ml,SKU00667,2025-01-12 19:38:49.444144
668,Suntory Necessary Dinh Dưỡng 1L,Suntory,Distributed,Necessary,distributed,,96,Hộp giấy,1L,SKU00668,2024-08-02 08:11:39.502993
669,TH True Milk Exactly Vị Mới 330ml,TH True Milk,Distributed,Exactly,distributed,,500,Chai nhựa,330ml,SKU00669,2024-09-17 04:50:56.760777
670,TH True Milk Board Dinh Dưỡng 700ml,TH True Milk,Distributed,Board,distributed,,310,Chai nhựa,700ml,SKU00670,2024-10-05 06:29:31.527472
671,TH True Milk Long Dinh Dưỡng 500ml,TH True Milk,Distributed,Long,distributed,,480,Chai nhựa,500ml,SKU00671,2025-01-06 15:57:15.978597
672,Unilever Agency Đặc Biệt 500ml,Unilever,Distributed,Agency,distributed,,502,Chai nhựa,500ml,SKU00672,2025-02-09 08:03:52.236875
673,Vinamilk Fear Đặc Biệt 100g,Vinamilk,Distributed,Fear,distributed,,539,Túi,100g,SKU00673,2024-12-16 16:46:40.628691
674,Vinamilk Million Dinh Dưỡng 500g,Vinamilk,Distributed,Million,distributed,,113,Túi,500g,SKU00674,2024-09-22 23:34:19.773760
675,TH True Milk Consider Thượng Hạng 500ml,TH True Milk,Distributed,Consider,distributed,,586,Chai nhựa,500ml,SKU00675,2025-04-07 18:13:55.187821
676,P&G Positive Dinh Dưỡng 250ml,P&G,Distributed,Positive,distributed,,719,Chai nhựa,250ml,SKU00676,2024-10-29 17:02:36.711625
677,Nestlé Under Premium 500ml,Nestlé,Distributed,Under,distributed,,304,Chai nhựa,500ml,SKU00677,2025-06-15 07:58:16.282648
678,Suntory Move Dinh Dưỡng 250ml,Suntory,Distributed,Move,distributed,,201,Chai nhựa,250ml,SKU00678,2025-03-26 06:28:03.234146
679,Suntory Despite Thượng Hạng 250ml,Suntory,Distributed,Despite,distributed,,683,Chai nhựa,250ml,SKU00679,2024-10-25 13:23:49.395365
680,Orion Foot Đặc Biệt 500g,Orion,Distributed,Foot,distributed,,103,Túi,500g,SKU00680,2024-12-08 22:24:10.445648
681,Acecook Indeed Vị Mới 500g,Acecook,Distributed,Indeed,distributed,,703,Túi,500g,SKU00681,2024-11-06 15:05:40.868216
682,Unilever Detail Premium 500g,Unilever,Distributed,Detail,distributed,,699,Túi,500g,SKU00682,2025-03-05 23:47:43.100359
683,P&G Million Dinh Dưỡng 250ml,P&G,Distributed,Million,distributed,,465,Chai nhựa,250ml,SKU00683,2024-10-03 19:04:07.396876
684,Vinamilk Skin Premium 330ml,Vinamilk,Distributed,Skin,distributed,,146,Chai nhựa,330ml,SKU00684,2025-05-29 01:51:03.338293
685,Ajinomoto Order Thượng Hạng 1L,Ajinomoto,Distributed,Order,distributed,,486,Hộp giấy,1L,SKU00685,2024-09-11 23:34:03.199556
686,Unilever Majority Premium 500ml,Unilever,Distributed,Majority,distributed,,512,Chai nhựa,500ml,SKU00686,2025-01-01 02:55:13.894465
687,TH True Milk Against Dinh Dưỡng 700ml,TH True Milk,Distributed,Against,distributed,,125,Chai nhựa,700ml,SKU00687,2025-05-07 04:40:42.429550
688,Nestlé Heart Vị Mới 330ml,Nestlé,Distributed,Heart,distributed,,242,Chai nhựa,330ml,SKU00688,2025-02-26 05:26:45.247723
689,Orion Understand Đặc Biệt 330ml,Orion,Distributed,Understand,distributed,,215,Chai nhựa,330ml,SKU00689,2024-10-12 11:12:44.966416
690,Unilever Fund Dinh Dưỡng 500ml,Unilever,Distributed,Fund,distributed,,421,Chai nhựa,500ml,SKU00690,2024-10-18 02:45:27.812929
691,P&G Mind Thượng Hạng 100g,P&G,Distributed,Mind,distributed,,425,Túi,100g,SKU00691,2024-06-25 01:54:08.792759
692,Orion Later Vị Mới 330ml,Orion,Distributed,Later,distributed,,557,Chai nhựa,330ml,SKU00692,2025-04-24 12:09:47.885604
693,Orion Table Đặc Biệt 1kg,Orion,Distributed,Table,distributed,,562,Túi,1kg,SKU00693,2024-10-12 09:22:08.468912
694,Nestlé Member Vị Mới 330ml,Nestlé,Distributed,Member,distributed,,162,Chai nhựa,330ml,SKU00694,2024-10-22 05:44:15.509598
695,Nestlé Certainly Thượng Hạng 500g,Nestlé,Distributed,Certainly,distributed,,490,Túi,500g,SKU00695,2024-08-18 04:35:03.752826
696,Acecook Road Thượng Hạng 100g,Acecook,Distributed,Road,distributed,,551,Túi,100g,SKU00696,2024-10-27 22:48:16.688372
697,Vinamilk Military Premium 700ml,Vinamilk,Distributed,Military,distributed,,300,Chai nhựa,700ml,SKU00697,2024-10-15 10:47:26.268280
698,Vinamilk Hard Premium 330ml,Vinamilk,Distributed,Hard,distributed,,720,Chai nhựa,330ml,SKU00698,2024-10-20 22:09:26.378249
699,TH True Milk Travel Premium 500g,TH True Milk,Distributed,Travel,distributed,,271,Túi,500g,SKU00699,2025-01-16 16:32:10.886216
700,Nestlé Yard Thượng Hạng 700ml,Nestlé,Distributed,Yard,distributed,,474,Chai nhựa,700ml,SKU00700,2024-08-01 01:05:21.973284
701,PepsiCo Agreement Thượng Hạng 1L,PepsiCo,Distributed,Agreement,distributed,,722,Hộp giấy,1L,SKU00701,2024-06-18 06:22:55.775385
702,Orion Campaign Thượng Hạng 700ml,Orion,Distributed,Campaign,distributed,,665,Chai nhựa,700ml,SKU00702,2024-06-19 08:56:26.328697
703,Acecook Budget Dinh Dưỡng 330ml,Acecook,Distributed,Budget,distributed,,253,Chai nhựa,330ml,SKU00703,2025-01-08 02:18:25.359068
704,Suntory Explain Dinh Dưỡng 250ml,Suntory,Distributed,Explain,distributed,,595,Chai nhựa,250ml,SKU00704,2024-08-12 13:56:06.697262
705,Unilever Who Đặc Biệt 500g,Unilever,Distributed,Who,distributed,,506,Túi,500g,SKU00705,2025-04-27 05:09:31.811980
706,PepsiCo Enough Dinh Dưỡng 250ml,PepsiCo,Distributed,Enough,distributed,,95,Chai nhựa,250ml,SKU00706,2024-07-01 09:49:51.517119
707,Acecook Central Premium 700ml,Acecook,Distributed,Central,distributed,,251,Chai nhựa,700ml,SKU00707,2024-09-02 04:29:18.328427
708,Suntory Sound Premium 1kg,Suntory,Distributed,Sound,distributed,,231,Túi,1kg,SKU00708,2024-09-15 09:20:00.927702
709,P&G Man Thượng Hạng 250ml,P&G,Distributed,Man,distributed,,716,Chai nhựa,250ml,SKU00709,2025-05-14 07:36:55.713826
