store_id,store_name,store_type,channel_type,region_id,warehouse_id,partner_name,opened_date
369,FamilyMart - Quảng Nam,Partner,MT,2,4,FamilyMart,2023-03-22
370,WinMart+ Bình Dương,WinMart+,MT,3,7,,2024-07-05
371,Ministop - Long An,Partner,GT,3,6,Ministop,2025-03-26
372,WinMart+ Cần Thơ,WinMart+,MT,3,7,,2021-09-30
373,WinMart+ Long An,WinMart+,MT,3,7,,2020-11-07
374,WinMart Hưng Yên,WinMart,MT,1,2,,2021-07-24
375,Guardian - Huế,Partner,GT,2,4,Guardian,2021-03-13
376,WinMart Đà Nẵng,WinMart,MT,2,4,,2022-07-01
377,WinMart+ Cần Thơ,WinMart+,MT,3,8,,2024-02-16
378,WinMart Quảng Ngãi,WinMart,GT,2,4,,2024-12-12
379,WinMart+ Hải Dương,WinMart+,MT,1,3,,2024-04-26
380,WinMart+ TP.HCM,WinMart+,MT,3,8,,2021-01-21
381,VinDS - Đồng Nai,Partner,MT,3,7,VinDS,2023-11-03
382,WinMart+ TP.HCM,WinMart+,GT,3,5,,2021-01-03
383,WinMart Long An,WinMart,MT,3,7,,2025-02-23
384,Co.op Food - Quảng Nam,Partner,Horeca,2,4,Co.op Food,2024-08-10
385,WinMart Bà Rịa-Vũng Tàu,WinMart,GT,3,5,,2021-03-28
386,WinMart TP.HCM,WinMart,GT,3,6,,2021-12-24
387,WinMart+ Quảng Nam,WinMart+,MT,2,4,,2024-03-15
388,WinMart Vĩnh Phúc,WinMart,MT,1,1,,2023-08-14
389,WinMart+ Đồng Nai,WinMart+,GT,3,5,,2023-05-20
390,WinMart+ TP.HCM,WinMart+,MT,3,7,,2025-04-07
391,WinMart+ Hải Dương,WinMart+,MT,1,1,,2025-05-10
392,WinMart Đồng Nai,WinMart,MT,3,7,,2020-07-12
393,WinMart+ Hải Dương,WinMart+,Horeca,1,3,,2024-04-12
394,WinMart+ Long An,WinMart+,MT,3,6,,2024-02-18
395,WinMart Đà Nẵng,WinMart,GT,2,4,,2021-02-26
396,Tạp Hóa Bà Sáu - Hà Nội,Partner,MT,1,3,Tạp Hóa Bà Sáu,2025-01-02
397,The Coffee House - Huế,Partner,MT,2,4,The Coffee House,2022-10-23
398,Tạp Hóa Bà Sáu - Huế,Partner,GT,2,4,Tạp Hóa Bà Sáu,2021-12-15
399,Bách Hóa Xanh - Bắc Ninh,Partner,MT,1,3,Bách Hóa Xanh,2024-03-13
400,FamilyMart - Bà Rịa-Vũng Tàu,Partner,MT,3,6,FamilyMart,2023-04-21
401,WinMart+ Hải Dương,WinMart+,GT,1,1,,2021-03-15
402,WinMart+ Đà Nẵng,WinMart+,MT,2,4,,2024-03-16
403,WinMart+ Đồng Nai,WinMart+,MT,3,6,,2020-08-11
404,WinMart+ Đà Nẵng,WinMart+,GT,2,4,,2025-05-05
405,WinMart Hưng Yên,WinMart,MT,1,2,,2024-12-03
406,WinMart+ Huế,WinMart+,GT,2,4,,2021-11-15
407,WinMart Quảng Ngãi,WinMart,MT,2,4,,2021-09-09
408,Guardian - Đà Nẵng,Partner,Horeca,2,4,Guardian,2022-02-15
409,Satra Foods - Bình Dương,Partner,MT,3,5,Satra Foods,2022-01-08
410,WinMart Quảng Nam,WinMart,MT,2,4,,2025-02-02
411,Satra Foods - Quảng Nam,Partner,MT,2,4,Satra Foods,2025-05-18
412,Satra Foods - Quảng Nam,Partner,Horeca,2,4,Satra Foods,2022-07-03
413,The Coffee House - Đà Nẵng,Partner,GT,2,4,The Coffee House,2024-08-31
414,GS25 - Vĩnh Phúc,Partner,MT,1,3,GS25,2024-11-26
415,WinMart+ Quảng Nam,WinMart+,MT,2,4,,2020-07-06
416,Co.op Food - Bắc Ninh,Partner,MT,1,2,Co.op Food,2024-03-06
417,WinMart+ Quảng Nam,WinMart+,Horeca,2,4,,2021-04-11
418,FamilyMart - Bà Rịa-Vũng Tàu,Partner,GT,3,5,FamilyMart,2025-02-08
419,WinMart+ Đà Nẵng,WinMart+,MT,2,4,,2023-05-28
420,WinMart Đà Nẵng,WinMart,MT,2,4,,2021-01-23
421,WinMart Quảng Nam,WinMart,MT,2,4,,2020-11-18
422,WinMart+ Quảng Ngãi,WinMart+,MT,2,4,,2023-03-01
423,WinMart Hưng Yên,WinMart,GT,1,1,,2024-04-27
424,WinMart+ Quảng Ngãi,WinMart+,MT,2,4,,2021-08-07
425,WinMart Huế,WinMart,MT,2,4,,2022-03-17
426,Tạp Hóa Chú Ba - Đồng Nai,Partner,MT,3,6,Tạp Hóa Chú Ba,2023-03-15
427,WinMart+ Hải Dương,WinMart+,MT,1,1,,2021-09-12
428,WinMart Hưng Yên,WinMart,MT,1,3,,2021-12-12
429,WinMart Quảng Ngãi,WinMart,GT,2,4,,2020-08-13
430,WinMart TP.HCM,WinMart,GT,3,8,,2024-05-03
431,FamilyMart - Đồng Nai,Partner,MT,3,5,FamilyMart,2022-09-01
432,WinMart+ Đà Nẵng,WinMart+,MT,2,4,,2023-09-22
433,WinMart+ Cần Thơ,WinMart+,MT,3,7,,2024-05-24
434,Bách Hóa Xanh - Huế,Partner,MT,2,4,Bách Hóa Xanh,2024-08-14
435,VinDS - Đà Nẵng,Partner,MT,2,4,VinDS,2023-07-21
436,Tạp Hóa Chú Ba - Cần Thơ,Partner,GT,3,8,Tạp Hóa Chú Ba,2022-12-31
437,WinMart+ Huế,WinMart+,MT,2,4,,2023-09-25
438,WinMart Hà Nội,WinMart,GT,1,3,,2023-03-14
439,WinMart Cần Thơ,WinMart,MT,3,6,,2021-12-04
440,WinMart Vĩnh Phúc,WinMart,MT,1,3,,2023-02-07
441,WinMart+ Long An,WinMart+,MT,3,8,,2021-01-30
442,WinMart+ Bà Rịa-Vũng Tàu,WinMart+,GT,3,5,,2023-06-20
443,WinMart+ Bình Dương,WinMart+,MT,3,8,,2024-03-04
444,WinMart+ Long An,WinMart+,MT,3,5,,2023-11-01
445,WinMart+ Bắc Ninh,WinMart+,MT,1,3,,2024-09-03
446,WinMart Quảng Nam,WinMart,Horeca,2,4,,2022-08-09
447,Tạp Hóa Chú Ba - Hưng Yên,Partner,MT,1,2,Tạp Hóa Chú Ba,2023-03-29
448,WinMart Bà Rịa-Vũng Tàu,WinMart,GT,3,5,,2024-01-16
449,WinMart+ Hưng Yên,WinMart+,GT,1,1,,2021-03-06
450,Co.op Food - Bắc Ninh,Partner,MT,1,1,Co.op Food,2022-09-19
451,WinMart+ Bà Rịa-Vũng Tàu,WinMart+,MT,3,7,,2021-12-25
452,WinMart+ Quảng Ngãi,WinMart+,GT,2,4,,2023-11-03
453,WinMart+ Quảng Nam,WinMart+,GT,2,4,,2023-08-26
454,WinMart Đồng Nai,WinMart,MT,3,6,,2024-04-05
455,WinMart+ Bắc Ninh,WinMart+,GT,1,1,,2023-02-21
456,WinMart+ Hà Nội,WinMart+,GT,1,2,,2023-05-19
457,WinMart+ Huế,WinMart+,GT,2,4,,2025-02-04
458,WinMart+ Huế,WinMart+,MT,2,4,,2025-02-19
459,WinMart+ Quảng Nam,WinMart+,MT,2,4,,2023-05-28
460,Satra Foods - Đồng Nai,Partner,MT,3,6,Satra Foods,2024-04-30
461,WinMart+ Huế,WinMart+,GT,2,4,,2021-06-05
462,WinMart+ Quảng Ngãi,WinMart+,MT,2,4,,2023-10-17
463,WinMart+ Hưng Yên,WinMart+,GT,1,2,,2022-11-15
464,WinMart Hà Nội,WinMart,MT,1,2,,2021-08-12
465,WinMart+ Huế,WinMart+,GT,2,4,,2022-07-15
466,WinMart+ Đồng Nai,WinMart+,GT,3,7,,2024-11-26
467,WinMart+ Quảng Ngãi,WinMart+,MT,2,4,,2020-06-24
468,Satra Foods - Vĩnh Phúc,Partner,Horeca,1,2,Satra Foods,2022-09-24
469,WinMart+ TP.HCM,WinMart+,Horeca,3,7,,2023-03-23
470,WinMart+ Huế,WinMart+,MT,2,4,,2023-03-26
471,VinDS - Long An,Partner,MT,3,8,VinDS,2021-07-23
472,WinMart+ Huế,WinMart+,GT,2,4,,2020-12-25
473,WinMart+ TP.HCM,WinMart+,MT,3,7,,2022-05-03
474,WinMart Bà Rịa-Vũng Tàu,WinMart,MT,3,8,,2023-03-17
475,WinMart+ Đà Nẵng,WinMart+,MT,2,4,,2024-09-26
476,WinMart+ Đà Nẵng,WinMart+,GT,2,4,,2023-12-16
477,WinMart Quảng Ngãi,WinMart,MT,2,4,,2023-05-02
478,WinMart Huế,WinMart,MT,2,4,,2022-02-28
479,WinMart+ Huế,WinMart+,MT,2,4,,2022-10-24
480,FamilyMart - Huế,Partner,Horeca,2,4,FamilyMart,2021-08-08
481,Circle K - Huế,Partner,GT,2,4,Circle K,2024-07-20
482,The Coffee House - Đồng Nai,Partner,MT,3,6,The Coffee House,2024-03-18
483,WinMart+ Bắc Ninh,WinMart+,MT,1,1,,2021-08-28
484,WinMart+ Vĩnh Phúc,WinMart+,MT,1,2,,2024-06-02
485,WinMart+ Hải Dương,WinMart+,MT,1,1,,2021-10-26
486,WinMart TP.HCM,WinMart,MT,3,5,,2023-08-12
487,Tạp Hóa Chú Ba - Huế,Partner,MT,2,4,Tạp Hóa Chú Ba,2020-08-17
488,WinMart+ Đồng Nai,WinMart+,GT,3,5,,2023-07-12
489,WinMart Hải Dương,WinMart,MT,1,1,,2021-12-10
490,WinMart+ Hưng Yên,WinMart+,MT,1,1,,2024-08-27
491,WinMart Cần Thơ,WinMart,MT,3,8,,2020-11-07
492,WinMart+ Quảng Nam,WinMart+,MT,2,4,,2023-03-07
493,WinMart+ Quảng Nam,WinMart+,Horeca,2,4,,2021-08-29
494,WinMart+ Đà Nẵng,WinMart+,MT,2,4,,2021-05-01
495,Highlands Coffee - Quảng Ngãi,Partner,GT,2,4,Highlands Coffee,2022-03-05
496,WinMart+ Huế,WinMart+,MT,2,4,,2021-12-07
497,Tạp Hóa Chú Ba - Cần Thơ,Partner,MT,3,8,Tạp Hóa Chú Ba,2023-08-26
498,WinMart+ Quảng Nam,WinMart+,MT,2,4,,2021-03-18
499,WinMart+ Hưng Yên,WinMart+,GT,1,3,,2023-09-06
500,GS25 - TP.HCM,Partner,GT,3,6,GS25,2024-04-06
501,WinMart+ Quảng Ngãi,WinMart+,GT,2,4,,2024-07-02
502,WinMart+ Cần Thơ,WinMart+,MT,3,5,,2022-09-25
503,WinMart Huế,WinMart,MT,2,4,,2022-05-02
504,WinMart+ Hưng Yên,WinMart+,GT,1,1,,2021-02-24
505,WinMart Quảng Ngãi,WinMart,MT,2,4,,2025-05-25
506,WinMart Đà Nẵng,WinMart,GT,2,4,,2022-07-16
507,WinMart Huế,WinMart,MT,2,4,,2022-03-23
508,Satra Foods - Hưng Yên,Partner,MT,1,3,Satra Foods,2021-03-12
509,WinMart Hưng Yên,WinMart,MT,1,2,,2022-02-12
510,FamilyMart - Đồng Nai,Partner,Horeca,3,7,FamilyMart,2025-03-22
511,WinMart+ Hà Nội,WinMart+,GT,1,2,,2020-07-03
512,WinMart+ Đà Nẵng,WinMart+,MT,2,4,,2022-08-27
513,WinMart+ Long An,WinMart+,MT,3,6,,2021-11-08
514,WinMart+ Long An,WinMart+,MT,3,6,,2020-07-25
515,WinMart Đà Nẵng,WinMart,Horeca,2,4,,2021-10-10
516,WinMart+ TP.HCM,WinMart+,GT,3,6,,2022-03-27
517,WinMart+ Hải Dương,WinMart+,MT,1,2,,2022-07-02
518,WinMart Bà Rịa-Vũng Tàu,WinMart,GT,3,7,,2022-11-22
519,Co.op Food - Vĩnh Phúc,Partner,GT,1,1,Co.op Food,2023-01-29
520,WinMart+ Bắc Ninh,WinMart+,MT,1,3,,2020-10-18
521,WinMart+ Hà Nội,WinMart+,MT,1,1,,2021-11-01
522,WinMart+ Bình Dương,WinMart+,Horeca,3,5,,2021-07-16
523,WinMart+ Hà Nội,WinMart+,GT,1,3,,2020-07-25
524,WinMart+ Vĩnh Phúc,WinMart+,GT,1,1,,2024-12-24
525,WinMart Đà Nẵng,WinMart,MT,2,4,,2021-04-11
526,Bách Hóa Xanh - Hưng Yên,Partner,MT,1,3,Bách Hóa Xanh,2022-07-25
527,WinMart Huế,WinMart,MT,2,4,,2022-09-26
528,WinMart+ Cần Thơ,WinMart+,Horeca,3,8,,2022-10-12
529,WinMart Vĩnh Phúc,WinMart,MT,1,1,,2023-03-25
530,WinMart Bình Dương,WinMart,GT,3,8,,2023-01-24
531,WinMart+ Vĩnh Phúc,WinMart+,MT,1,3,,2023-01-24
532,The Coffee House - Quảng Nam,Partner,GT,2,4,The Coffee House,2025-03-31
533,The Coffee House - Cần Thơ,Partner,MT,3,8,The Coffee House,2024-08-01
534,WinMart Bắc Ninh,WinMart,Horeca,1,1,,2023-12-20
535,Ministop - Quảng Ngãi,Partner,Horeca,2,4,Ministop,2022-01-28
536,GS25 - Bắc Ninh,Partner,MT,1,2,GS25,2021-05-26
537,Co.op Food - Quảng Nam,Partner,MT,2,4,Co.op Food,2024-05-02
538,WinMart+ Đồng Nai,WinMart+,GT,3,7,,2022-10-27
539,WinMart+ TP.HCM,WinMart+,MT,3,7,,2022-12-12
540,WinMart Bình Dương,WinMart,GT,3,7,,2023-03-20
541,GS25 - Bắc Ninh,Partner,GT,1,1,GS25,2022-03-29
542,WinMart+ TP.HCM,WinMart+,MT,3,7,,2021-06-26
543,The Coffee House - Bình Dương,Partner,MT,3,7,The Coffee House,2023-03-29
544,GS25 - Vĩnh Phúc,Partner,GT,1,3,GS25,2023-07-22
545,WinMart Quảng Nam,WinMart,MT,2,4,,2023-11-07
546,WinMart+ Hưng Yên,WinMart+,GT,1,2,,2020-09-18
547,WinMart Quảng Ngãi,WinMart,GT,2,4,,2021-08-18
548,WinMart Bắc Ninh,WinMart,GT,1,1,,2024-01-17
549,Bách Hóa Xanh - Hưng Yên,Partner,MT,1,1,Bách Hóa Xanh,2020-12-27
550,WinMart Bà Rịa-Vũng Tàu,WinMart,MT,3,6,,2023-06-20
551,WinMart Quảng Ngãi,WinMart,MT,2,4,,2020-11-27
552,WinMart+ Hải Dương,WinMart+,MT,1,1,,2021-07-15
553,WinMart+ Cần Thơ,WinMart+,MT,3,8,,2025-02-27
554,The Coffee House - Quảng Ngãi,Partner,GT,2,4,The Coffee House,2020-07-10
555,WinMart Bắc Ninh,WinMart,MT,1,3,,2025-04-07
556,WinMart Huế,WinMart,MT,2,4,,2023-06-16
557,WinMart+ Bắc Ninh,WinMart+,MT,1,1,,2024-09-29
558,Circle K - TP.HCM,Partner,MT,3,7,Circle K,2022-12-25
559,WinMart+ Đồng Nai,WinMart+,GT,3,6,,2024-05-29
560,WinMart+ Quảng Nam,WinMart+,GT,2,4,,2021-09-01
561,Highlands Coffee - Hà Nội,Partner,Horeca,1,2,Highlands Coffee,2023-02-23
562,Bách Hóa Xanh - Đồng Nai,Partner,Horeca,3,7,Bách Hóa Xanh,2022-11-13
563,WinMart+ Bà Rịa-Vũng Tàu,WinMart+,GT,3,5,,2025-03-14
564,WinMart Vĩnh Phúc,WinMart,GT,1,3,,2023-09-30
565,WinMart+ Bà Rịa-Vũng Tàu,WinMart+,GT,3,6,,2021-04-22
566,WinMart+ Huế,WinMart+,GT,2,4,,2021-04-26
567,WinMart+ Hà Nội,WinMart+,GT,1,3,,2022-06-14
568,Guardian - Hưng Yên,Partner,MT,1,2,Guardian,2024-11-12
569,WinMart+ Đồng Nai,WinMart+,MT,3,5,,2023-10-15
570,WinMart+ Bà Rịa-Vũng Tàu,WinMart+,MT,3,7,,2023-09-19
571,WinMart+ Long An,WinMart+,GT,3,5,,2025-04-27
572,GS25 - Bà Rịa-Vũng Tàu,Partner,GT,3,8,GS25,2024-06-24
573,WinMart+ Quảng Nam,WinMart+,GT,2,4,,2020-07-11
574,WinMart+ Vĩnh Phúc,WinMart+,GT,1,1,,2021-02-03
575,WinMart+ Vĩnh Phúc,WinMart+,MT,1,2,,2025-03-01
576,WinMart Hải Dương,WinMart,MT,1,1,,2024-05-30
577,WinMart+ Cần Thơ,WinMart+,GT,3,7,,2021-03-17
578,WinMart Huế,WinMart,MT,2,4,,2021-03-08
579,WinMart Quảng Nam,WinMart,MT,2,4,,2022-08-21
580,WinMart Đà Nẵng,WinMart,GT,2,4,,2024-02-04
581,GS25 - Quảng Nam,Partner,MT,2,4,GS25,2022-10-04
582,WinMart+ Quảng Nam,WinMart+,MT,2,4,,2024-04-21
583,WinMart+ Hà Nội,WinMart+,MT,1,2,,2021-01-29
584,WinMart+ Cần Thơ,WinMart+,MT,3,8,,2021-05-18
585,WinMart Quảng Nam,WinMart,MT,2,4,,2023-08-29
586,Tạp Hóa Chú Ba - Huế,Partner,MT,2,4,Tạp Hóa Chú Ba,2023-12-09
587,WinMart+ Long An,WinMart+,Horeca,3,8,,2024-01-08
588,WinMart+ Bà Rịa-Vũng Tàu,WinMart+,MT,3,5,,2022-09-02
589,FamilyMart - Quảng Nam,Partner,GT,2,4,FamilyMart,2023-10-08
590,WinMart Quảng Ngãi,WinMart,MT,2,4,,2024-07-16
591,WinMart+ Quảng Ngãi,WinMart+,MT,2,4,,2020-08-20
592,WinMart+ Hưng Yên,WinMart+,MT,1,1,,2023-11-11
593,Satra Foods - Quảng Ngãi,Partner,Horeca,2,4,Satra Foods,2021-10-18
594,WinMart Hải Dương,WinMart,Horeca,1,1,,2022-03-29
595,Ministop - Huế,Partner,Horeca,2,4,Ministop,2022-12-22
596,WinMart+ Quảng Ngãi,WinMart+,MT,2,4,,2021-05-29
597,WinMart Quảng Nam,WinMart,GT,2,4,,2024-09-26
598,GS25 - TP.HCM,Partner,GT,3,6,GS25,2021-12-07
599,FamilyMart - Vĩnh Phúc,Partner,MT,1,1,FamilyMart,2025-04-04
600,Highlands Coffee - Đồng Nai,Partner,MT,3,7,Highlands Coffee,2024-06-15
601,WinMart+ Quảng Ngãi,WinMart+,MT,2,4,,2024-07-22
602,WinMart+ Bà Rịa-Vũng Tàu,WinMart+,MT,3,7,,2020-09-14
603,WinMart Vĩnh Phúc,WinMart,MT,1,2,,2024-12-05
604,WinMart+ Long An,WinMart+,GT,3,7,,2024-03-16
605,WinMart Hải Dương,WinMart,MT,1,3,,2021-08-15
606,WinMart Huế,WinMart,MT,2,4,,2023-11-12
607,WinMart+ Huế,WinMart+,MT,2,4,,2022-01-21
608,WinMart+ Long An,WinMart+,GT,3,8,,2022-04-23
609,WinMart+ Bình Dương,WinMart+,GT,3,8,,2022-08-14
610,WinMart+ Đồng Nai,WinMart+,MT,3,7,,2025-06-05
611,WinMart Quảng Ngãi,WinMart,MT,2,4,,2025-04-12
612,WinMart+ Huế,WinMart+,MT,2,4,,2021-07-29
613,WinMart+ Bà Rịa-Vũng Tàu,WinMart+,MT,3,5,,2021-07-28
614,WinMart+ Quảng Nam,WinMart+,MT,2,4,,2021-03-16
615,WinMart Hải Dương,WinMart,MT,1,2,,2025-02-12
616,WinMart+ TP.HCM,WinMart+,MT,3,7,,2024-04-02
617,WinMart+ Vĩnh Phúc,WinMart+,Horeca,1,3,,2024-12-30
618,WinMart Hải Dương,WinMart,GT,1,3,,2023-02-12
619,WinMart+ Bà Rịa-Vũng Tàu,WinMart+,GT,3,8,,2021-05-09
620,WinMart+ Đồng Nai,WinMart+,MT,3,8,,2022-01-05
621,WinMart+ Quảng Ngãi,WinMart+,MT,2,4,,2021-10-06
622,WinMart+ Vĩnh Phúc,WinMart+,GT,1,3,,2024-10-17
623,WinMart+ Quảng Ngãi,WinMart+,MT,2,4,,2021-02-23
624,The Coffee House - Bà Rịa-Vũng Tàu,Partner,GT,3,5,The Coffee House,2020-07-13
625,WinMart+ Huế,WinMart+,GT,2,4,,2020-11-30
626,The Coffee House - Hưng Yên,Partner,GT,1,1,The Coffee House,2023-12-21
627,WinMart+ Quảng Ngãi,WinMart+,MT,2,4,,2022-05-29
628,WinMart Bắc Ninh,WinMart,GT,1,3,,2024-01-05
629,Co.op Food - Huế,Partner,Horeca,2,4,Co.op Food,2025-04-01
630,WinMart+ Bình Dương,WinMart+,MT,3,8,,2024-07-22
631,WinMart Quảng Ngãi,WinMart,MT,2,4,,2021-04-20
632,WinMart Huế,WinMart,GT,2,4,,2022-11-05
633,WinMart Bình Dương,WinMart,MT,3,6,,2023-04-05
634,WinMart+ Bắc Ninh,WinMart+,MT,1,2,,2023-06-12
635,WinMart+ Quảng Ngãi,WinMart+,MT,2,4,,2021-02-20
636,WinMart+ Huế,WinMart+,MT,2,4,,2021-03-08
637,WinMart+ Bình Dương,WinMart+,MT,3,6,,2022-08-16
638,WinMart+ Quảng Nam,WinMart+,MT,2,4,,2022-03-16
639,WinMart+ Quảng Nam,WinMart+,GT,2,4,,2022-02-22
640,WinMart Bắc Ninh,WinMart,GT,1,1,,2023-09-28
641,WinMart+ Quảng Nam,WinMart+,MT,2,4,,2023-05-17
642,WinMart+ Hải Dương,WinMart+,GT,1,1,,2022-01-19
643,WinMart TP.HCM,WinMart,MT,3,6,,2022-11-13
644,WinMart Huế,WinMart,MT,2,4,,2020-09-26
645,WinMart Đồng Nai,WinMart,MT,3,8,,2022-02-28
646,WinMart Quảng Nam,WinMart,Horeca,2,4,,2025-04-05
647,Tạp Hóa Chú Ba - Quảng Ngãi,Partner,MT,2,4,Tạp Hóa Chú Ba,2023-04-12
648,WinMart Quảng Ngãi,WinMart,GT,2,4,,2023-01-10
649,WinMart Đà Nẵng,WinMart,GT,2,4,,2024-12-20
650,WinMart+ Đà Nẵng,WinMart+,MT,2,4,,2022-09-22
651,WinMart+ Bắc Ninh,WinMart+,GT,1,1,,2023-05-27
652,WinMart Quảng Ngãi,WinMart,MT,2,4,,2021-06-25
653,WinMart+ Đồng Nai,WinMart+,MT,3,6,,2024-08-18
654,WinMart+ Đồng Nai,WinMart+,MT,3,6,,2024-05-08
655,WinMart Bắc Ninh,WinMart,GT,1,2,,2020-07-16
656,WinMart TP.HCM,WinMart,MT,3,6,,2023-12-14
657,WinMart+ Vĩnh Phúc,WinMart+,Horeca,1,2,,2024-11-16
658,WinMart+ Bắc Ninh,WinMart+,MT,1,3,,2022-11-09
659,WinMart+ Hải Dương,WinMart+,MT,1,2,,2020-11-14
660,WinMart+ Quảng Ngãi,WinMart+,MT,2,4,,2022-06-03
661,WinMart+ Huế,WinMart+,MT,2,4,,2021-10-20
662,WinMart+ Hải Dương,WinMart+,MT,1,1,,2024-08-30
663,Highlands Coffee - Vĩnh Phúc,Partner,Horeca,1,1,Highlands Coffee,2021-07-08
664,WinMart+ Long An,WinMart+,MT,3,7,,2024-08-22
665,WinMart+ Vĩnh Phúc,WinMart+,MT,1,2,,2022-10-13
666,WinMart+ Bà Rịa-Vũng Tàu,WinMart+,GT,3,7,,2020-09-26
667,WinMart Hải Dương,WinMart,MT,1,3,,2021-11-13
668,WinMart+ TP.HCM,WinMart+,MT,3,5,,2022-08-19
669,WinMart+ Đà Nẵng,WinMart+,MT,2,4,,2022-11-22
670,WinMart+ TP.HCM,WinMart+,MT,3,6,,2022-11-09
671,Bách Hóa Xanh - TP.HCM,Partner,MT,3,6,Bách Hóa Xanh,2021-01-03
672,WinMart Quảng Ngãi,WinMart,Horeca,2,4,,2023-02-05
673,WinMart+ Hà Nội,WinMart+,GT,1,3,,2023-01-15
674,WinMart+ Đồng Nai,WinMart+,MT,3,8,,2022-08-04
675,Satra Foods - Đà Nẵng,Partner,MT,2,4,Satra Foods,2021-02-27
676,WinMart+ Bình Dương,WinMart+,GT,3,5,,2024-08-14
677,WinMart+ Đà Nẵng,WinMart+,MT,2,4,,2024-06-29
678,WinMart+ Huế,WinMart+,GT,2,4,,2025-06-15
679,Circle K - Huế,Partner,MT,2,4,Circle K,2022-06-06
680,WinMart+ Đà Nẵng,WinMart+,GT,2,4,,2023-09-18
681,VinDS - TP.HCM,Partner,GT,3,8,VinDS,2023-06-25
682,WinMart+ Đà Nẵng,WinMart+,MT,2,4,,2023-01-07
683,Highlands Coffee - Hưng Yên,Partner,GT,1,3,Highlands Coffee,2024-08-19
684,GS25 - Long An,Partner,MT,3,6,GS25,2022-09-20
685,WinMart+ Quảng Ngãi,WinMart+,MT,2,4,,2022-11-16
686,WinMart+ Vĩnh Phúc,WinMart+,MT,1,2,,2025-03-10
687,WinMart+ Hưng Yên,WinMart+,MT,1,3,,2023-12-10
688,Highlands Coffee - Bà Rịa-Vũng Tàu,Partner,Horeca,3,6,Highlands Coffee,2024-11-19
689,WinMart Đà Nẵng,WinMart,MT,2,4,,2022-05-02
690,WinMart+ Bình Dương,WinMart+,MT,3,6,,2022-06-06
691,WinMart+ Bình Dương,WinMart+,MT,3,8,,2023-03-12
692,WinMart Cần Thơ,WinMart,MT,3,8,,2023-08-14
693,WinMart+ Đà Nẵng,WinMart+,MT,2,4,,2021-12-06
694,Circle K - Quảng Ngãi,Partner,MT,2,4,Circle K,2024-05-28
695,WinMart Quảng Ngãi,WinMart,MT,2,4,,2023-11-06
696,WinMart Vĩnh Phúc,WinMart,MT,1,1,,2020-12-27
697,Satra Foods - Cần Thơ,Partner,GT,3,7,Satra Foods,2025-04-22
698,WinMart+ Bà Rịa-Vũng Tàu,WinMart+,MT,3,7,,2022-02-08
699,Bách Hóa Xanh - Đà Nẵng,Partner,MT,2,4,Bách Hóa Xanh,2021-04-17
700,WinMart Bình Dương,WinMart,GT,3,7,,2024-11-02
701,WinMart+ Quảng Ngãi,WinMart+,MT,2,4,,2020-11-27
702,WinMart+ Quảng Ngãi,WinMart+,MT,2,4,,2024-06-29
703,WinMart+ Hưng Yên,WinMart+,GT,1,3,,2024-09-04
704,WinMart+ Quảng Nam,WinMart+,MT,2,4,,2024-03-29
705,WinMart Vĩnh Phúc,WinMart,GT,1,3,,2022-04-08
706,Ministop - Bắc Ninh,Partner,MT,1,3,Ministop,2022-02-18
707,WinMart+ Cần Thơ,WinMart+,GT,3,6,,2023-08-05
708,WinMart Long An,WinMart,Horeca,3,7,,2025-04-18
709,WinMart+ Đà Nẵng,WinMart+,MT,2,4,,2024-08-11
710,WinMart Bà Rịa-Vũng Tàu,WinMart,Horeca,3,7,,2024-06-23
711,WinMart+ Quảng Ngãi,WinMart+,MT,2,4,,2025-01-24
712,WinMart+ Vĩnh Phúc,WinMart+,MT,1,3,,2021-11-04
713,WinMart+ Hải Dương,WinMart+,MT,1,3,,2021-03-18
714,WinMart+ Vĩnh Phúc,WinMart+,GT,1,1,,2021-11-25
715,WinMart Long An,WinMart,MT,3,5,,2024-12-20
716,Satra Foods - Hà Nội,Partner,MT,1,2,Satra Foods,2021-04-08
717,WinMart+ Huế,WinMart+,MT,2,4,,2024-11-10
718,The Coffee House - Đồng Nai,Partner,MT,3,8,The Coffee House,2024-06-13
719,WinMart Long An,WinMart,GT,3,8,,2020-11-17
720,WinMart Quảng Nam,WinMart,MT,2,4,,2021-02-12
721,WinMart+ Hà Nội,WinMart+,GT,1,3,,2024-08-07
722,Satra Foods - Cần Thơ,Partner,MT,3,8,Satra Foods,2022-12-07
723,WinMart+ Quảng Nam,WinMart+,MT,2,4,,2025-05-17
724,WinMart+ Cần Thơ,WinMart+,MT,3,6,,2022-05-28
725,Guardian - Cần Thơ,Partner,MT,3,5,Guardian,2024-07-01
726,WinMart+ Bắc Ninh,WinMart+,GT,1,1,,2023-07-11
727,WinMart+ Hải Dương,WinMart+,MT,1,3,,2023-01-01
728,WinMart+ TP.HCM,WinMart+,Horeca,3,5,,2021-08-18
729,WinMart+ Quảng Ngãi,WinMart+,MT,2,4,,2020-07-30
730,Guardian - Cần Thơ,Partner,GT,3,8,Guardian,2023-03-01
731,WinMart Long An,WinMart,MT,3,8,,2020-09-17
732,WinMart+ Đồng Nai,WinMart+,Horeca,3,7,,2025-01-13
733,VinDS - Đà Nẵng,Partner,MT,2,4,VinDS,2023-01-03
