sale_id,product_id,customer_id,store_id,date_id,quantity,unit_price,total_amount,promo_id,inventory_id,shipment_id
2804,1996,3491,657,2023-07-29,9,13345.59,120110.31,7.0,10252,10252
2805,842,4035,1370,2023-02-08,4,30929.43,123717.72,1.0,4155,4155
2806,320,2820,1490,2023-11-09,1,10516.67,10516.67,30.0,779,779
2807,679,3239,2432,2025-06-01,2,6315.69,12631.38,3.0,4867,4867
2808,1101,4160,839,2023-10-22,6,29577.27,177463.62,14.0,4997,4997
2809,1136,1586,2005,2024-09-10,2,30892.38,61784.76,15.0,10684,10684
2810,829,2659,95,2024-11-30,4,14254.54,57018.16,6.0,5183,5183
2811,558,3998,2747,2025-01-27,2,24453.08,48906.16,20.0,7926,7926
2812,979,4784,1803,2024-05-13,1,31167.82,31167.82,7.0,10336,10336
2813,111,1542,407,2024-11-06,8,5749.81,45998.48,22.0,10540,10540
2814,1881,2221,1607,2023-01-30,2,43559.29,87118.58,19.0,4541,4541
2815,506,902,2120,2022-09-20,4,39883.49,159533.96,11.0,9787,9787
2816,1159,2287,678,2025-03-04,5,29989.59,149947.95,8.0,5581,5581
2817,799,3813,2945,2024-05-20,7,11836.95,82858.65,17.0,9028,9028
2818,1043,157,326,2023-10-18,3,24296.25,72888.75,11.0,3683,3683
2819,1155,3753,1946,2024-07-16,2,33533.09,67066.18,10.0,273,273
2820,157,4429,2824,2023-06-18,3,9407.41,28222.23,19.0,7977,7977
2821,895,1523,1058,2024-11-07,4,16877.31,67509.24,19.0,1880,1880
2822,1571,3830,2005,2025-03-08,5,21885.84,109429.2,16.0,6180,6180
2823,487,4879,2522,2025-01-10,6,20636.53,123819.18,14.0,9454,9454
2824,83,2462,1086,2024-11-16,6,11130.51,66783.06,6.0,284,284
2825,1697,4522,1516,2024-09-19,3,18090.89,54272.67,9.0,11355,11355
2826,478,2124,2875,2025-01-02,5,13813.67,69068.35,20.0,3673,3673
2827,1868,4736,2521,2025-04-07,4,38403.22,153612.88,15.0,11043,11043
2828,392,3169,2157,2024-12-02,3,12457.56,37372.68,24.0,5492,5492
2829,41,3447,1267,2025-05-19,4,49943.32,199773.28,6.0,2303,2303
2830,706,309,2398,2025-06-01,8,31959.92,255679.36,24.0,9127,9127
2831,1100,1237,938,2023-06-06,5,6946.85,34734.25,16.0,6544,6544
2832,1747,3163,738,2025-02-21,6,49990.41,299942.46,20.0,11840,11840
2833,1575,4818,1532,2024-11-12,5,14759.83,73799.15,17.0,2404,2404
2834,1305,75,496,2023-06-25,6,23223.98,139343.88,2.0,2046,2046
2835,1009,3361,1165,2025-02-19,2,27670.86,55341.72,8.0,7846,7846
2836,851,549,532,2024-06-09,2,35705.7,71411.4,2.0,8758,8758
2837,603,4966,820,2024-02-29,10,16030.58,160305.8,30.0,62,62
2838,55,53,2264,2024-11-29,9,19947.19,179524.71,,6043,6043
2839,1782,2173,988,2024-06-17,10,28316.81,283168.1,17.0,3826,3826
2840,1048,4811,751,2025-05-01,10,25507.99,255079.9,24.0,7035,7035
2841,1932,1915,1225,2023-08-13,4,25592.56,102370.24,12.0,10733,10733
2842,1342,2223,1005,2023-10-05,8,13839.16,110713.28,18.0,11460,11460
2843,107,2252,1697,2025-04-25,7,32635.04,228445.28,,11,11
2844,1055,2113,2692,2023-09-03,1,26877.1,26877.1,5.0,11724,11724
2845,1959,1987,850,2025-01-27,9,37010.76,333096.84,1.0,8190,8190
2846,164,4736,2932,2025-05-26,5,22099.19,110495.95,9.0,2460,2460
2847,446,1984,1751,2023-07-16,5,12946.58,64732.9,14.0,4369,4369
2848,819,4891,55,2023-02-28,9,13315.91,119843.19,18.0,10932,10932
2849,984,767,2610,2024-10-02,9,34906.25,314156.25,4.0,2175,2175
2850,1165,1054,703,2024-11-30,5,46942.09,234710.45,19.0,473,473
2851,1151,2694,2660,2023-07-05,3,43413.54,130240.62,7.0,4494,4494
2852,183,2845,1634,2025-05-31,5,49732.56,248662.8,22.0,5432,5432
2853,348,3743,1678,2025-01-09,10,15801.9,158019.0,23.0,8343,8343
2854,816,1133,1689,2025-05-22,9,32833.16,295498.44,11.0,4207,4207
2855,1264,4001,808,2023-04-05,3,14283.7,42851.1,17.0,11116,11116
2856,1380,1170,591,2025-01-10,4,27079.58,108318.32,25.0,11985,11985
2857,1913,2779,2654,2023-04-20,6,34043.74,204262.44,22.0,3814,3814
2858,1279,259,2403,2025-01-29,10,48575.28,485752.8,12.0,1447,1447
2859,446,44,1790,2024-12-16,7,46349.86,324449.02,10.0,812,812
2860,1117,3430,2344,2025-03-14,3,20939.27,62817.81,26.0,5746,5746
2861,1461,2413,415,2025-02-18,3,37812.41,113437.23,7.0,6166,6166
2862,1078,3572,634,2023-10-12,4,38139.15,152556.6,19.0,6063,6063
2863,262,3628,1146,2025-05-07,1,48883.27,48883.27,12.0,4482,4482
2864,389,4601,2154,2023-07-30,1,43798.22,43798.22,23.0,9798,9798
2865,1540,3907,84,2023-07-25,3,40201.42,120604.26,21.0,5738,5738
2866,793,4471,784,2024-08-28,4,24846.37,99385.48,13.0,1743,1743
2867,1346,3683,2207,2025-05-29,4,40845.67,163382.68,23.0,11889,11889
2868,585,814,1384,2023-05-08,1,11246.38,11246.38,2.0,4505,4505
2869,1200,4043,210,2024-08-03,10,31795.14,317951.4,30.0,10274,10274
2870,1083,2847,30,2024-09-09,7,6921.7,48451.9,15.0,11034,11034
2871,333,481,2333,2024-12-28,3,32204.86,96614.58,18.0,5899,5899
2872,1064,1601,27,2023-01-02,9,47184.02,424656.18,1.0,356,356
2873,1030,4004,52,2025-05-01,9,24534.26,220808.34,2.0,3551,3551
2874,817,2651,813,2024-07-15,6,11932.96,71597.76,8.0,4074,4074
2875,1808,1551,1512,2025-03-23,4,44375.84,177503.36,2.0,11849,11849
2876,1512,3061,2794,2025-01-25,1,10312.26,10312.26,11.0,6153,6153
2877,1895,728,715,2024-10-19,2,24390.86,48781.72,25.0,9453,9453
2878,311,34,1236,2025-01-25,9,49115.95,442043.55,,9843,9843
2879,275,3725,696,2024-11-12,2,37451.75,74903.5,30.0,10348,10348
2880,1916,917,1731,2025-04-15,2,37724.17,75448.34,30.0,6469,6469
2881,53,1094,2269,2024-09-11,10,48695.96,486959.6,25.0,7910,7910
2882,1375,2726,2402,2024-10-23,5,7768.75,38843.75,15.0,5808,5808
2883,1307,4241,2557,2025-05-16,9,23029.87,207268.83,,11055,11055
2884,1168,4658,25,2024-05-07,6,38289.87,229739.22,15.0,1082,1082
2885,1374,2909,2938,2025-04-25,8,14259.4,114075.2,,5400,5400
2886,258,180,2581,2023-09-28,10,20135.18,201351.8,27.0,9969,9969
2887,393,137,1876,2023-11-18,9,13089.4,117804.6,28.0,308,308
2888,1941,1768,1752,2025-01-29,1,39066.14,39066.14,4.0,1895,1895
2889,1683,2286,2295,2024-05-15,1,46967.77,46967.77,18.0,5867,5867
2890,754,3795,1757,2025-04-23,6,7168.35,43010.1,18.0,1833,1833
2891,1617,4687,2794,2025-03-21,8,34337.88,274703.04,17.0,11949,11949
2892,2013,56,2649,2023-07-20,4,6163.27,24653.08,4.0,8883,8883
2893,510,999,87,2025-05-27,1,45170.8,45170.8,1.0,2501,2501
2894,1061,2421,892,2023-04-04,8,41857.54,334860.32,9.0,11856,11856
2895,699,1338,1096,2025-04-03,6,28026.76,168160.56,25.0,8451,8451
2896,987,420,1676,2024-01-10,8,7710.21,61681.68,12.0,7628,7628
2897,133,1438,817,2024-02-12,4,23086.58,92346.32,17.0,8029,8029
2898,1503,4003,2385,2025-04-04,10,26497.5,264975.0,3.0,5659,5659
2899,492,3377,859,2024-04-18,10,17552.71,175527.1,20.0,3425,3425
2900,1346,4255,2346,2023-12-18,9,7290.57,65615.13,6.0,1581,1581
2901,1588,2011,1238,2025-04-17,5,6069.88,30349.4,16.0,7595,7595
2902,839,3385,759,2025-04-07,6,48167.94,289007.64,7.0,3159,3159
2903,101,10,924,2024-05-24,1,46956.81,46956.81,8.0,1260,1260
2904,1574,4807,808,2025-01-03,9,41588.13,374293.17,9.0,5598,5598
2905,739,3166,1207,2023-05-23,4,11537.02,46148.08,22.0,11358,11358
2906,1247,419,1123,2024-11-24,9,18481.92,166337.28,29.0,10032,10032
2907,1382,1665,931,2024-10-24,8,23404.91,187239.28,29.0,557,557
2908,817,1219,2691,2024-01-02,1,9374.76,9374.76,28.0,1188,1188
2909,227,4024,2956,2023-04-24,2,29631.56,59263.12,28.0,9884,9884
2910,1349,4153,1119,2022-06-12,1,40633.68,40633.68,29.0,6429,6429
2911,1464,4649,1427,2025-04-09,5,21364.55,106822.75,5.0,9546,9546
2912,1416,3127,2024,2025-01-01,3,20871.2,62613.6,21.0,8617,8617
2913,260,1887,2169,2024-11-15,8,31939.6,255516.8,9.0,4476,4476
2914,1422,4110,200,2024-01-21,9,38754.57,348791.13,3.0,6703,6703
2915,1197,1419,2320,2023-11-08,5,48392.8,241964.0,12.0,4642,4642
2916,1788,4891,1554,2024-07-27,1,28905.68,28905.68,4.0,11208,11208
2917,642,1744,960,2023-06-15,2,36428.7,72857.4,10.0,9734,9734
2918,1073,1853,1139,2025-04-18,3,20620.67,61862.01,3.0,8493,8493
2919,69,1450,2978,2025-05-22,1,25035.67,25035.67,29.0,3079,3079
2920,719,2030,272,2025-05-20,9,46353.87,417184.83,23.0,2529,2529
2921,1560,4924,2724,2022-09-26,2,47266.1,94532.2,22.0,9643,9643
2922,539,4944,2276,2023-12-23,4,5160.11,20640.44,16.0,454,454
2923,1513,3725,742,2024-08-27,3,48233.2,144699.6,17.0,4472,4472
2924,1682,2496,392,2025-04-21,7,21746.14,152222.98,15.0,8110,8110
2925,1283,4749,1701,2023-02-07,3,13626.18,40878.54,24.0,8304,8304
2926,672,2383,1340,2025-01-03,5,32711.46,163557.3,7.0,11838,11838
2927,1891,3591,2064,2025-04-13,8,32784.69,262277.52,11.0,7281,7281
2928,325,2822,2464,2025-05-25,6,48625.26,291751.56,3.0,2222,2222
2929,189,4965,471,2024-08-11,1,12586.21,12586.21,5.0,6912,6912
2930,572,3004,806,2024-03-16,9,26180.75,235626.75,5.0,1217,1217
2931,1896,1316,2267,2025-05-22,9,34165.76,307491.84,29.0,6113,6113
2932,572,4848,2278,2025-03-22,10,49577.6,495776.0,21.0,2434,2434
2933,1652,2063,431,2025-05-16,7,11614.29,81300.03,1.0,4794,4794
2934,593,1343,2445,2025-04-17,1,32868.78,32868.78,27.0,5359,5359
2935,301,2305,1515,2024-11-11,2,34156.68,68313.36,26.0,4955,4955
2936,2000,4220,2695,2024-08-26,2,44584.04,89168.08,11.0,6723,6723
2937,402,2187,1082,2025-03-15,10,8495.26,84952.6,5.0,8246,8246
2938,795,3462,1287,2023-11-17,9,16568.21,149113.89,26.0,2556,2556
2939,1552,4623,2821,2025-01-01,5,19033.56,95167.8,2.0,2392,2392
2940,1314,1423,787,2024-11-24,10,25386.22,253862.2,27.0,1412,1412
2941,992,1383,1889,2024-10-17,10,20969.05,209690.5,14.0,6860,6860
2942,1083,467,2035,2024-02-11,1,15106.84,15106.84,15.0,2077,2077
2943,2004,1070,165,2024-04-22,3,26585.86,79757.58,9.0,4373,4373
2944,1966,3873,1708,2025-04-09,6,34842.15,209052.9,5.0,8767,8767
2945,550,2105,2589,2025-02-11,5,7770.52,38852.6,1.0,6085,6085
2946,1128,1979,751,2024-12-22,1,29645.41,29645.41,25.0,4927,4927
2947,1627,3997,2675,2022-12-03,9,11152.65,100373.85,,11273,11273
2948,576,1852,2431,2024-10-12,7,35806.71,250646.97,15.0,7407,7407
2949,626,4232,1223,2022-08-04,6,47696.9,286181.4,30.0,1783,1783
2950,1866,1191,799,2024-02-02,5,30351.37,151756.85,30.0,6522,6522
2951,117,418,731,2022-06-19,6,45232.93,271397.58,2.0,4422,4422
2952,1043,1239,290,2024-11-12,4,29919.14,119676.56,3.0,1692,1692
2953,1412,4243,2935,2025-01-05,3,8077.07,24231.21,25.0,7805,7805
2954,1327,985,1010,2024-01-05,7,15704.44,109931.08,8.0,7938,7938
2955,472,4334,276,2023-12-08,8,7872.24,62977.92,24.0,1942,1942
2956,24,2364,1395,2024-10-17,3,37542.99,112628.97,14.0,10163,10163
2957,698,2751,1525,2024-08-23,10,18749.48,187494.8,,11331,11331
2958,1743,1764,2623,2023-01-20,5,14575.47,72877.35,30.0,7482,7482
2959,1514,1225,193,2025-03-08,9,39490.45,355414.05,10.0,3643,3643
2960,497,4846,1536,2024-12-09,2,31454.18,62908.36,20.0,7079,7079
2961,1524,1410,1824,2025-03-20,7,23527.68,164693.76,26.0,8501,8501
2962,1562,78,2354,2025-05-07,3,27386.84,82160.52,3.0,8091,8091
2963,1445,739,155,2022-05-04,5,32525.97,162629.85,4.0,4953,4953
2964,402,3205,1224,2024-11-23,6,22843.01,137058.06,12.0,6356,6356
2965,1120,1240,1021,2025-03-08,9,18117.05,163053.45,10.0,7740,7740
2966,915,3557,184,2025-05-10,4,25426.3,101705.2,3.0,4462,4462
2967,1547,1604,597,2025-03-12,6,43550.21,261301.26,25.0,8838,8838
2968,1283,3492,1044,2025-04-12,9,24373.61,219362.49,11.0,5009,5009
2969,796,1886,1608,2024-12-14,10,12716.94,127169.4,29.0,3906,3906
2970,179,2623,2876,2024-06-23,7,25645.96,179521.72,19.0,9597,9597
2971,1597,1450,2831,2025-02-05,8,15877.45,127019.6,15.0,3815,3815
2972,866,1016,680,2023-03-05,9,37264.02,335376.18,20.0,439,439
2973,1032,2192,2896,2024-09-06,8,42927.88,343423.04,8.0,2664,2664
2974,635,2967,1617,2023-05-05,6,9530.06,57180.36,21.0,5075,5075
2975,1159,600,2777,2022-12-21,7,28641.56,200490.92,20.0,10147,10147
2976,1857,3534,215,2024-08-22,4,11628.11,46512.44,17.0,11513,11513
2977,445,1937,2322,2025-04-16,8,12241.54,97932.32,1.0,122,122
2978,1693,2035,114,2025-05-30,9,25502.74,229524.66,17.0,5676,5676
2979,1459,2650,451,2024-12-22,4,46923.43,187693.72,25.0,8784,8784
2980,1604,4035,2876,2025-03-17,8,30806.92,246455.36,9.0,7031,7031
2981,1110,1030,457,2025-05-18,1,12939.92,12939.92,,7827,7827
2982,1215,160,1023,2025-01-09,4,20344.68,81378.72,4.0,11995,11995
2983,1502,388,2936,2024-01-01,1,37980.03,37980.03,14.0,318,318
2984,404,580,12,2024-04-03,1,15343.37,15343.37,14.0,3666,3666
2985,1370,3615,519,2023-06-24,2,46063.04,92126.08,29.0,963,963
2986,116,3561,2643,2023-07-20,10,39694.55,396945.5,7.0,2031,2031
2987,643,2066,2393,2025-04-21,7,34258.06,239806.42,9.0,11983,11983
2988,1940,1201,996,2024-12-11,3,32336.31,97008.93,16.0,6804,6804
2989,1679,2534,2584,2025-05-23,3,24037.9,72113.7,28.0,8729,8729
2990,478,589,856,2024-09-26,6,5530.18,33181.08,12.0,10835,10835
2991,1595,2026,2027,2023-02-19,5,8202.69,41013.45,11.0,8397,8397
2992,308,4344,2620,2024-03-23,10,46070.92,460709.2,19.0,8295,8295
2993,1179,1938,1008,2023-06-27,10,35444.29,354442.9,15.0,4196,4196
2994,1268,1485,1272,2024-08-30,10,12276.41,122764.1,26.0,6717,6717
2995,41,1664,2222,2023-02-28,7,7338.46,51369.22,7.0,2689,2689
2996,537,547,1874,2024-09-20,2,26016.12,52032.24,21.0,10457,10457
2997,1103,3978,153,2022-11-28,2,39699.67,79399.34,6.0,9326,9326
2998,492,4398,2653,2023-09-14,6,41616.67,249700.02,,7468,7468
2999,481,504,879,2025-04-20,9,30583.6,275252.4,9.0,2520,2520
3000,767,4933,485,2024-03-18,1,42915.97,42915.97,,2321,2321
3001,156,4810,340,2022-09-27,7,36618.07,256326.49,,4261,4261
3002,169,2041,802,2024-02-15,9,41040.95,369368.55,6.0,7941,7941
3003,1199,1529,839,2024-11-05,7,20183.47,141284.29,,7795,7795
3004,1417,4011,1603,2025-05-11,7,12178.62,85250.34,19.0,6031,6031
3005,1530,4264,2492,2025-04-27,7,15051.64,105361.48,18.0,10094,10094
3006,735,1966,220,2025-03-25,4,38778.31,155113.24,2.0,11844,11844
3007,1406,2543,211,2024-06-26,9,15635.1,140715.9,10.0,1222,1222
3008,1007,3166,2868,2024-09-25,5,45363.68,226818.4,26.0,2881,2881
3009,545,112,2426,2024-12-16,6,40452.71,242716.26,18.0,1194,1194
3010,1248,3619,1524,2025-04-09,10,28845.99,288459.9,17.0,10520,10520
3011,454,1447,818,2024-11-27,8,10915.81,87326.48,9.0,3258,3258
3012,1113,3045,748,2024-12-22,8,49102.2,392817.6,12.0,5388,5388
3013,501,3161,484,2025-03-16,4,25504.13,102016.52,26.0,7885,7885
3014,1696,1262,2462,2024-03-29,8,27344.03,218752.24,7.0,2593,2593
3015,1760,4340,2402,2025-05-09,7,17464.95,122254.65,28.0,2467,2467
3016,658,3359,271,2025-03-01,1,27584.17,27584.17,22.0,6265,6265
3017,1176,293,173,2025-03-17,3,48919.8,146759.4,,8961,8961
3018,1054,4435,1272,2024-09-16,10,49514.09,495140.9,6.0,7863,7863
3019,1003,2045,1878,2024-09-26,4,41743.55,166974.2,10.0,719,719
3020,304,4605,2619,2023-12-17,9,38603.45,347431.05,3.0,2668,2668
3021,1097,3397,128,2025-05-29,9,19848.16,178633.44,,770,770
3022,443,987,2101,2025-03-07,1,33459.74,33459.74,21.0,5895,5895
3023,1751,711,313,2022-09-23,8,30531.88,244255.04,12.0,10093,10093
3024,985,4074,844,2025-02-08,6,36178.8,217072.8,20.0,6863,6863
3025,1568,2648,2217,2023-11-17,5,42905.41,214527.05,21.0,10976,10976
3026,441,2896,1432,2024-03-12,6,10484.49,62906.94,18.0,3951,3951
3027,778,3285,2090,2024-01-23,4,5306.26,21225.04,7.0,10745,10745
3028,1475,798,2083,2025-02-22,6,32642.4,195854.4,7.0,4755,4755
3029,1518,4564,2996,2023-03-06,8,31008.93,248071.44,29.0,8077,8077
3030,1063,2841,1764,2025-01-16,9,38928.22,350353.98,20.0,1600,1600
3031,742,455,486,2025-05-18,2,7804.99,15609.98,5.0,11097,11097
3032,712,998,2762,2023-10-13,9,29427.97,264851.73,,6331,6331
3033,1098,2867,1872,2023-10-29,3,28020.83,84062.49,13.0,4504,4504
3034,570,4520,2964,2023-10-19,6,19800.45,118802.7,9.0,4938,4938
3035,1713,1448,2446,2023-12-20,8,44172.27,353378.16,26.0,11220,11220
3036,809,4703,1625,2025-03-31,6,43151.01,258906.06,1.0,9744,9744
3037,1128,4960,337,2024-12-06,8,23946.19,191569.52,16.0,4117,4117
3038,1181,851,554,2025-06-01,6,31806.31,190837.86,,999,999
3039,236,732,2648,2022-11-12,6,49009.11,294054.66,6.0,1666,1666
3040,1542,783,411,2024-08-27,6,43481.92,260891.52,24.0,7443,7443
3041,290,2135,412,2023-09-28,4,21424.65,85698.6,5.0,7671,7671
3042,338,3128,1164,2025-02-22,1,16245.72,16245.72,14.0,11649,11649
3043,1550,4546,1168,2025-05-09,2,22035.04,44070.08,,804,804
3044,292,3197,2763,2024-11-07,5,34583.99,172919.95,,2741,2741
3045,1351,1238,2964,2025-03-18,1,30142.46,30142.46,10.0,10375,10375
3046,1550,1188,171,2022-07-11,6,12725.79,76354.74,1.0,8228,8228
3047,1215,4867,1040,2024-08-02,1,42521.31,42521.31,12.0,4242,4242
3048,1486,4648,1709,2025-02-17,9,24375.31,219377.79,,10850,10850
3049,543,922,1240,2023-03-22,8,10047.86,80382.88,15.0,2756,2756
3050,192,3056,2192,2024-07-17,1,36850.48,36850.48,,1678,1678
3051,1671,2607,267,2024-11-18,3,48165.02,144495.06,,19,19
3052,1098,3151,2089,2023-09-23,7,27138.22,189967.54,13.0,8615,8615
3053,563,1107,651,2025-03-18,10,45373.69,453736.9,29.0,4940,4940
3054,459,4031,866,2024-09-29,2,34121.16,68242.32,7.0,7107,7107
3055,1768,682,220,2025-01-15,9,46377.0,417393.0,10.0,1465,1465
3056,1650,287,2850,2023-07-19,3,9392.58,28177.74,,11309,11309
3057,984,3179,1219,2025-05-17,4,9875.25,39501.0,22.0,6338,6338
3058,1340,2476,2698,2023-10-15,6,45288.17,271729.02,11.0,7277,7277
3059,177,2914,1979,2025-05-01,6,5960.83,35764.98,20.0,4394,4394
3060,148,1628,1394,2025-02-14,6,31261.26,187567.56,22.0,7294,7294
3061,54,4922,542,2025-04-24,6,25969.09,155814.54,8.0,11475,11475
3062,158,89,133,2024-12-13,3,25281.13,75843.39,19.0,1665,1665
3063,1727,1612,2143,2025-04-11,9,29384.02,264456.18,13.0,6512,6512
3064,450,1765,2174,2025-05-20,2,27030.25,54060.5,2.0,11009,11009
3065,1616,3848,1436,2025-01-27,7,11967.92,83775.44,8.0,5276,5276
3066,477,627,418,2025-04-08,3,33780.16,101340.48,22.0,5302,5302
3067,227,4052,2731,2025-03-05,8,15212.18,121697.44,21.0,3166,3166
3068,1747,4617,738,2024-03-22,7,6131.6,42921.2,17.0,11840,11840
3069,179,787,503,2025-04-30,7,45553.41,318873.87,2.0,1381,1381
3070,1014,4346,140,2023-08-04,10,48281.34,482813.4,26.0,6439,6439
3071,1722,871,360,2024-05-21,7,32592.53,228147.71,21.0,698,698
3072,1095,1010,1495,2025-02-20,9,11631.45,104683.05,13.0,6275,6275
3073,662,3026,1433,2025-04-10,4,25358.48,101433.92,22.0,4615,4615
3074,327,1652,2474,2024-06-26,8,31991.2,255929.6,16.0,8597,8597
3075,1265,4042,2446,2023-11-23,4,15638.14,62552.56,,6048,6048
3076,1648,1792,1903,2025-03-11,7,8729.13,61103.91,,7379,7379
3077,1471,3143,528,2025-04-13,5,18287.36,91436.8,12.0,8932,8932
3078,863,688,115,2024-04-21,5,17080.83,85404.15,27.0,10354,10354
3079,1113,1147,748,2024-06-06,9,22212.67,199914.03,8.0,5388,5388
3080,1906,278,1810,2025-05-24,4,40693.27,162773.08,27.0,6165,6165
3081,1287,4705,2852,2024-09-06,2,8683.24,17366.48,23.0,4195,4195
3082,1003,3309,2700,2025-03-14,6,40852.62,245115.72,13.0,3788,3788
3083,700,2748,2288,2024-01-10,1,32371.87,32371.87,3.0,5628,5628
3084,1059,1828,585,2023-05-23,9,11653.16,104878.44,24.0,3575,3575
3085,421,2902,1847,2025-04-21,5,46165.93,230829.65,17.0,11035,11035
3086,1076,2568,1661,2025-05-20,7,41747.05,292229.35,27.0,11719,11719
3087,1489,3962,1565,2024-10-07,6,43462.55,260775.3,27.0,9560,9560
3088,827,3421,803,2025-05-14,3,48208.65,144625.95,17.0,10275,10275
3089,1152,4158,1794,2025-04-24,3,34194.65,102583.95,3.0,241,241
3090,1488,2627,2978,2022-06-04,9,35882.6,322943.4,19.0,3532,3532
3091,2015,3466,2117,2023-06-02,4,17365.06,69460.24,27.0,6416,6416
3092,1804,105,2257,2024-02-21,2,11278.59,22557.18,2.0,9754,9754
3093,1299,2928,415,2024-06-14,3,38972.06,116916.18,,3875,3875
3094,16,1656,1160,2025-01-16,6,26666.42,159998.52,21.0,11516,11516
3095,128,3186,1657,2024-12-26,9,41922.61,377303.49,15.0,3800,3800
3096,612,955,2886,2024-11-18,10,41173.86,411738.6,8.0,7202,7202
3097,2004,764,726,2025-03-20,5,6642.03,33210.15,20.0,8562,8562
3098,959,2569,1617,2024-09-14,4,44552.65,178210.6,23.0,2896,2896
3099,1488,2896,2953,2025-01-31,3,19543.59,58630.77,25.0,1881,1881
3100,1457,2792,1973,2025-01-07,3,20549.8,61649.4,16.0,10490,10490
3101,143,4770,2839,2025-04-12,8,6953.36,55626.88,24.0,4751,4751
3102,297,4902,738,2024-06-07,9,30843.75,277593.75,12.0,9354,9354
3103,1873,22,613,2025-04-12,3,5782.68,17348.04,29.0,2924,2924
3104,1057,4284,2388,2024-11-19,7,41550.8,290855.6,2.0,5074,5074
3105,1363,3840,2064,2024-01-05,9,7968.77,71718.93,30.0,3137,3137
3106,1165,2764,2766,2025-03-01,10,18239.47,182394.7,24.0,165,165
3107,1692,3338,2483,2025-03-13,1,37464.57,37464.57,6.0,10510,10510
3108,130,1970,461,2024-07-01,4,22110.52,88442.08,22.0,9439,9439
3109,1534,1469,682,2024-10-10,2,13507.48,27014.96,19.0,10269,10269
3110,32,1822,1214,2024-11-12,4,10475.88,41903.52,19.0,5352,5352
3111,1827,1760,1902,2024-05-12,3,38520.89,115562.67,27.0,1677,1677
3112,1457,3761,1024,2024-11-01,8,49533.8,396270.4,13.0,11901,11901
3113,1223,855,2341,2022-12-08,5,13590.2,67951.0,30.0,10367,10367
3114,1268,1777,182,2023-10-29,9,17693.09,159237.81,18.0,9764,9764
3115,421,3287,1847,2024-11-24,1,21675.61,21675.61,9.0,11035,11035
3116,1914,2090,1503,2025-03-31,5,39413.51,197067.55,6.0,595,595
3117,569,4346,1292,2024-09-27,2,39935.05,79870.1,2.0,8761,8761
3118,817,2714,1620,2023-03-24,5,26819.6,134098.0,22.0,3769,3769
3119,653,351,274,2025-04-02,7,43913.59,307395.13,21.0,8078,8078
3120,187,860,1085,2024-06-23,1,43819.27,43819.27,22.0,3459,3459
3121,1671,2306,2871,2024-10-17,2,33938.5,67877.0,26.0,531,531
3122,660,4287,1023,2025-05-21,1,9003.22,9003.22,19.0,3207,3207
3123,768,954,202,2025-05-26,9,21092.66,189833.94,8.0,4461,4461
3124,1937,3502,646,2025-05-11,3,27662.27,82986.81,4.0,1234,1234
3125,1057,3658,499,2024-10-10,10,47148.27,471482.7,15.0,3165,3165
3126,184,495,1362,2023-11-09,6,23434.67,140608.02,7.0,2150,2150
3127,735,3200,2539,2025-04-15,5,23533.23,117666.15,12.0,10185,10185
3128,1298,435,1594,2023-12-19,2,26966.27,53932.54,8.0,10250,10250
3129,1240,4370,1748,2025-01-27,9,43561.36,392052.24,6.0,3195,3195
3130,1445,4769,2617,2023-09-12,6,6074.42,36446.52,12.0,10605,10605
3131,753,1769,1574,2025-03-18,1,13481.0,13481.0,28.0,4122,4122
3132,1708,3134,625,2024-08-08,4,45624.3,182497.2,7.0,4651,4651
3133,1666,2653,2453,2025-06-01,1,39812.82,39812.82,18.0,11401,11401
3134,934,302,745,2023-04-12,3,6196.5,18589.5,3.0,987,987
3135,747,1838,2376,2025-04-17,8,44973.0,359784.0,24.0,8582,8582
3136,817,2135,271,2023-10-28,9,6975.9,62783.1,29.0,10593,10593
3137,484,1569,2847,2022-12-29,9,45221.57,406994.13,3.0,5430,5430
3138,1328,4740,1056,2025-05-20,8,7855.73,62845.84,18.0,2643,2643
3139,867,2679,2410,2023-06-15,8,49461.29,395690.32,23.0,11551,11551
3140,768,1551,1541,2024-02-20,3,18186.82,54560.46,20.0,6516,6516
3141,1418,812,1479,2022-10-13,4,47908.75,191635.0,28.0,4829,4829
3142,1394,1327,2310,2024-01-26,10,6382.98,63829.8,,4200,4200
3143,1634,130,986,2025-01-15,8,40990.1,327920.8,21.0,9109,9109
3144,443,4228,1687,2024-10-26,1,46112.36,46112.36,1.0,9046,9046
3145,1352,886,517,2025-05-23,4,49976.85,199907.4,24.0,8750,8750
3146,838,3909,2073,2024-03-05,5,38369.54,191847.7,18.0,82,82
3147,641,3590,970,2024-05-10,3,25897.67,77693.01,5.0,747,747
3148,1800,4842,1216,2024-10-02,9,5971.68,53745.12,30.0,8732,8732
3149,1083,1761,1334,2023-05-06,6,37736.02,226416.12,3.0,10886,10886
3150,1871,1912,563,2024-11-03,4,40366.96,161467.84,24.0,9420,9420
3151,948,1636,278,2025-02-05,5,11502.37,57511.85,4.0,4434,4434
3152,164,3377,2932,2024-09-12,4,9731.07,38924.28,9.0,2460,2460
3153,617,3759,2874,2023-11-22,2,34901.79,69803.58,25.0,3042,3042
3154,1568,3417,2217,2022-08-31,2,49932.38,99864.76,16.0,10976,10976
3155,1910,1358,2727,2024-01-01,3,20635.08,61905.24,,9431,9431
