shipment_id,warehouse_id,store_id,product_id,shipment_date,shipping_time_days,transportation_cost,delivery_status,quantity
1340,6,2802,1660,2022-01-20,4,349.24,Delivered,123
1341,1,450,1394,2025-03-23,3,949.3,Delivered,44
1342,7,2635,1308,2024-06-08,1,803.35,Delivered,61
1343,8,2019,723,2024-05-05,2,736.12,Delivered,48
1344,3,2901,1988,2024-12-31,5,899.08,Delivered,95
1345,8,1265,666,2022-02-06,3,209.21,Delivered,33
1346,3,1678,1972,2022-12-21,2,593.71,Delivered,50
1347,4,2136,269,2022-07-12,3,327.84,Delivered,96
1348,2,357,520,2022-01-25,5,529.91,Delivered,38
1349,4,2824,302,2022-03-25,3,340.66,Delivered,88
1350,4,999,4,2022-08-29,5,403.72,Delivered,150
1351,2,33,1387,2023-09-23,4,255.3,Delivered,128
1352,4,578,574,2024-03-17,2,572.79,Delivered,111
1353,6,44,41,2024-06-09,3,232.72,Delivered,52
1354,2,1509,629,2025-03-16,4,825.29,Delivered,129
1355,1,2297,535,2024-11-08,4,443.2,Delivered,55
1356,7,1822,691,2024-07-10,1,685.27,Delivered,143
1357,4,1374,1254,2023-01-16,3,992.14,Delivered,128
1358,3,628,1223,2025-01-11,3,360.35,Delivered,68
1359,7,1367,1766,2023-09-03,1,867.68,Delivered,61
1360,2,207,1855,2022-06-12,3,876.34,Delivered,140
1361,2,2264,1960,2024-03-14,4,178.84,Delivered,103
1362,8,2956,1117,2023-07-29,3,755.54,Delivered,121
1363,2,2316,681,2023-02-02,4,251.0,Delivered,31
1364,1,1753,1405,2023-05-31,2,989.76,Delivered,68
1365,6,2343,1915,2024-11-22,4,667.01,Delivered,42
1366,7,1367,853,2025-03-16,2,655.45,Delivered,138
1367,4,585,345,2024-01-04,3,487.91,Delivered,135
1368,4,1616,1021,2023-03-29,2,901.12,Delivered,74
1369,4,2142,514,2024-01-26,2,169.67,Delivered,33
1370,8,2424,155,2024-07-12,4,960.56,Delivered,71
1371,8,1415,2030,2022-01-04,1,468.82,Delivered,97
1372,8,2135,782,2022-12-22,3,171.9,Delivered,111
1373,4,1078,890,2025-03-14,4,375.29,Delivered,119
1374,5,2420,468,2022-09-30,1,931.37,Delivered,112
1375,2,745,1176,2023-11-26,1,442.93,Delivered,110
1376,4,1572,84,2022-09-20,5,833.36,Delivered,48
1377,4,2110,681,2023-09-12,1,555.14,Delivered,100
1378,4,1354,661,2023-07-25,3,106.52,Delivered,41
1379,4,1354,535,2024-01-25,5,598.74,Delivered,78
1380,4,596,2033,2022-09-25,4,193.62,Delivered,115
1381,4,503,179,2023-09-25,5,650.5,Delivered,120
1382,2,1585,2028,2023-11-06,1,637.05,Delivered,109
1383,8,2708,542,2022-01-29,1,601.39,Delivered,79
1384,2,1443,90,2023-07-17,5,734.15,Delivered,78
1385,1,2090,1493,2023-10-22,5,123.36,Delivered,70
1386,4,2016,1451,2022-08-29,3,217.6,Delivered,102
1387,2,1919,1439,2022-08-05,1,454.94,Delivered,143
1388,3,2751,1800,2023-10-03,3,934.71,Delivered,149
1389,6,740,577,2024-04-12,1,632.44,Delivered,130
1390,4,2234,960,2022-12-06,1,566.64,Delivered,149
1391,8,608,415,2023-09-10,1,292.55,Delivered,41
1392,8,187,1182,2022-10-26,2,317.41,Delivered,98
1393,4,2146,461,2022-08-07,3,699.93,Delivered,31
1394,8,1415,853,2022-02-23,3,263.92,Delivered,40
1395,8,758,1307,2024-07-19,3,189.16,Delivered,64
1396,2,2374,1969,2023-08-10,2,687.2,Delivered,84
1397,4,815,552,2024-03-29,5,768.34,Delivered,131
1398,4,2224,1699,2023-10-13,3,394.92,Delivered,130
1399,1,2920,355,2022-10-27,3,478.86,Delivered,142
1400,3,2334,866,2022-08-31,2,586.32,Delivered,65
1401,1,2596,753,2022-11-02,4,908.28,Delivered,74
1402,4,998,657,2023-06-05,2,227.49,Delivered,115
1403,6,2520,1590,2023-11-04,2,537.1,Delivered,96
1404,1,1251,180,2022-12-18,5,440.62,Delivered,141
1405,5,2403,1791,2023-10-02,1,347.77,Delivered,124
1406,4,2487,1838,2024-01-20,5,530.36,Delivered,84
1407,8,2707,855,2023-01-16,1,291.08,Delivered,69
1408,7,84,1178,2022-08-26,4,635.16,Delivered,42
1409,4,2505,946,2023-05-06,2,195.48,Delivered,128
1410,6,1446,1551,2022-10-25,2,843.57,Delivered,146
1411,7,1776,1810,2022-05-18,2,784.25,Delivered,93
1412,6,787,1314,2024-09-27,4,873.18,Delivered,41
1413,3,1458,200,2024-07-04,2,335.86,Delivered,31
1414,4,459,1878,2023-01-31,4,108.26,Delivered,90
1415,1,1845,1668,2023-06-02,3,137.11,Delivered,75
1416,8,2495,96,2025-01-17,3,311.37,Delivered,138
1417,8,1340,1823,2024-09-23,3,675.7,Delivered,65
1418,4,1429,1870,2023-09-27,2,176.8,Delivered,118
1419,4,892,1919,2022-11-10,2,273.57,Delivered,58
1420,4,801,569,2025-03-14,2,351.07,Delivered,79
1421,7,54,1729,2022-05-28,2,814.53,Delivered,102
1422,5,1002,692,2025-03-17,2,522.93,Delivered,130
1423,4,864,885,2022-04-27,1,695.8,Delivered,80
1424,2,1315,1864,2023-12-23,5,104.35,Delivered,82
1425,4,83,503,2024-02-10,4,622.41,Delivered,33
1426,7,1524,242,2024-12-17,1,252.83,Delivered,81
1427,6,1112,1219,2025-04-24,1,400.35,Delivered,87
1428,2,300,918,2023-08-21,5,421.55,Delivered,82
1429,3,1825,1809,2023-01-16,4,163.83,Delivered,42
1430,5,1940,1486,2025-04-13,4,621.77,Delivered,120
1431,7,1414,129,2025-04-24,4,735.41,Delivered,145
1432,6,2045,1183,2024-06-28,4,748.77,Delivered,65
1433,6,1125,1606,2025-05-08,2,762.95,Delivered,49
1434,7,1765,1849,2022-07-21,4,750.32,Delivered,98
1435,5,2672,368,2022-02-24,1,581.92,Delivered,87
1436,3,1399,1019,2023-11-29,1,710.69,Delivered,88
1437,3,393,423,2022-04-03,3,311.72,Delivered,80
1438,8,1502,1728,2022-09-03,2,512.2,Delivered,45
1439,4,1336,297,2022-08-09,2,224.47,Delivered,42
1440,2,2226,109,2023-06-24,5,695.36,Delivered,79
1441,3,721,1455,2024-10-22,5,774.58,Delivered,149
1442,1,1713,660,2025-05-03,1,365.75,Delivered,105
1443,4,2137,1366,2023-06-26,4,879.03,Delivered,52
1444,2,113,21,2023-02-14,4,968.6,Delivered,50
1445,2,1710,1012,2025-05-22,3,705.57,Delivered,139
1446,2,300,550,2024-06-15,3,318.26,Delivered,43
1447,5,2403,1279,2024-08-07,1,241.08,Delivered,96
1448,4,868,1992,2022-05-06,4,883.57,Delivered,53
1449,3,1797,1594,2024-11-21,3,745.45,Delivered,82
1450,8,1434,1899,2023-01-02,3,685.92,Delivered,120
1451,4,2236,2036,2023-09-10,2,769.62,Delivered,36
1452,4,376,1825,2023-02-08,1,315.97,Delivered,91
1453,2,1788,1334,2023-12-22,3,135.94,Delivered,127
1454,4,2544,966,2024-05-03,5,394.55,Delivered,57
1455,4,2413,1278,2023-03-25,3,410.21,Delivered,72
1456,1,93,1958,2023-04-11,4,339.95,Delivered,143
1457,2,1521,510,2023-02-19,2,709.22,Delivered,85
1458,3,2521,1437,2024-10-29,2,272.46,Delivered,97
1459,8,2921,1713,2024-02-08,2,902.77,Delivered,85
1460,1,489,2001,2022-05-21,4,527.83,Delivered,110
1461,4,1579,1519,2023-03-03,4,604.38,Delivered,93
1462,3,2242,1122,2023-04-08,4,473.38,Delivered,139
1463,1,1437,1748,2022-03-27,5,768.69,Delivered,80
1464,4,679,80,2024-03-04,2,719.78,Delivered,72
1465,4,220,1768,2024-12-01,5,294.07,Delivered,54
1466,4,453,323,2024-05-02,1,407.5,Delivered,116
1467,4,1873,1586,2022-04-08,2,931.82,Delivered,148
1468,4,1733,880,2025-03-08,5,197.74,Delivered,43
1469,4,2014,1278,2022-07-30,2,405.93,Delivered,145
1470,4,1800,1858,2024-08-23,5,317.64,Delivered,144
1471,4,2117,1474,2022-04-19,1,505.85,Delivered,52
1472,7,1822,755,2023-12-29,4,112.26,Delivered,95
1473,8,1954,306,2023-09-14,1,166.96,Delivered,136
1474,4,457,1806,2024-04-24,3,344.1,Delivered,55
1475,3,2759,1229,2022-04-27,4,478.17,Delivered,46
1476,1,2602,96,2022-07-15,3,491.1,Delivered,94
1477,6,2540,679,2023-09-03,1,883.26,Delivered,37
1478,4,1210,1110,2025-03-14,4,914.1,Delivered,126
1479,1,594,612,2023-03-01,1,129.9,Delivered,148
1480,6,986,312,2023-01-26,2,784.1,Delivered,96
1481,8,1434,708,2024-01-02,5,596.96,Delivered,67
1482,4,62,1544,2024-05-30,4,647.07,Delivered,120
1483,4,867,1535,2024-07-28,2,521.22,Delivered,143
1484,2,1182,929,2024-03-14,5,166.86,Delivered,147
1485,5,1630,580,2024-06-01,3,170.64,Delivered,91
1486,5,2914,1112,2024-04-22,2,708.66,Delivered,125
1487,4,2015,1565,2022-10-22,1,949.28,Delivered,142
1488,2,468,477,2022-08-21,5,130.82,Delivered,70
1489,4,775,1346,2023-01-24,2,446.91,Delivered,77
1490,7,543,54,2025-05-07,2,444.39,Delivered,51
1491,4,2176,1439,2024-05-04,4,749.83,Delivered,55
1492,4,453,1201,2024-03-02,5,292.32,Delivered,58
1493,4,672,372,2022-12-30,3,750.64,Delivered,61
1494,4,2346,70,2024-10-05,1,299.65,Delivered,108
1495,8,436,737,2025-03-20,1,922.3,Delivered,38
1496,4,815,15,2022-05-01,1,753.26,Delivered,80
1497,4,537,1041,2023-06-27,4,609.76,Delivered,121
1498,2,240,875,2022-10-06,4,612.88,Delivered,141
1499,2,1652,237,2023-05-07,2,612.23,Delivered,37
1500,6,2776,361,2025-02-03,1,783.58,Delivered,71
1501,4,338,1083,2025-03-03,2,129.05,Delivered,123
1502,2,976,1626,2023-09-16,1,623.61,Delivered,60
1503,4,2496,1859,2024-01-10,3,858.57,Delivered,91
1504,1,766,1086,2024-12-25,5,797.94,Delivered,130
1505,4,2193,1308,2024-11-09,2,968.05,Delivered,119
1506,4,2996,1088,2022-10-19,4,284.47,Delivered,38
1507,2,2083,254,2024-06-27,4,435.95,Delivered,60
1508,4,765,18,2023-03-30,3,295.07,Delivered,35
1509,4,1492,1447,2022-01-13,1,315.18,Delivered,53
1510,2,665,940,2022-10-12,4,601.06,Delivered,139
1511,4,566,763,2022-11-14,2,831.88,Delivered,138
1512,2,509,1401,2024-08-28,5,667.95,Delivered,65
1513,2,1564,190,2022-10-18,4,407.38,Delivered,136
1514,4,1136,222,2024-08-31,4,469.88,Delivered,124
1515,4,2137,111,2022-07-21,5,976.32,Delivered,36
1516,7,941,1570,2023-04-03,5,236.81,Delivered,46
1517,5,2828,1577,2023-02-21,3,186.69,Delivered,134
1518,4,1725,1484,2023-08-29,4,685.52,Delivered,130
1519,3,1547,589,2023-05-22,1,136.97,Delivered,30
1520,6,1705,1728,2023-04-20,1,274.51,Delivered,95
1521,8,1265,1571,2024-10-27,1,779.89,Delivered,79
1522,7,2284,1834,2023-12-29,5,480.54,Delivered,77
1523,2,1383,1157,2022-02-12,3,252.2,Delivered,63
1524,3,2942,1762,2024-11-01,2,497.29,Delivered,31
1525,6,1821,620,2023-11-26,5,969.87,Delivered,127
1526,4,2841,698,2024-04-03,2,237.01,Delivered,78
1527,4,2509,1138,2023-05-04,4,597.92,Delivered,43
1528,8,863,1168,2022-03-05,3,293.74,Delivered,84
1529,1,2598,1522,2022-06-24,3,677.1,Delivered,77
1530,4,2557,150,2024-10-15,2,630.39,Delivered,105
1531,2,793,821,2025-05-30,3,822.96,Delivered,102
1532,2,289,1929,2023-03-24,2,436.86,Delivered,33
1533,1,259,1374,2024-09-05,3,758.57,Delivered,146
1534,4,355,1383,2025-04-14,3,664.72,Delivered,105
1535,5,1407,1885,2022-02-05,3,279.32,Delivered,86
1536,5,1732,524,2022-04-06,1,871.66,Delivered,145
1537,1,360,568,2024-11-02,2,731.74,Delivered,97
1538,7,2581,108,2022-12-20,2,194.33,Delivered,146
1539,3,1186,1316,2022-09-25,2,357.17,Delivered,51
1540,8,1262,239,2023-11-22,4,317.59,Delivered,87
1541,2,1670,635,2022-03-23,4,322.13,Delivered,73
1542,4,1846,1951,2022-07-07,4,881.27,Delivered,86
1543,1,845,376,2023-06-28,5,572.01,Delivered,78
1544,2,1091,1764,2022-08-16,3,195.24,Delivered,42
1545,3,878,1369,2023-02-02,1,494.26,Delivered,128
1546,3,1333,1671,2022-09-19,2,236.91,Delivered,136
1547,8,2818,1932,2025-01-13,4,195.07,Delivered,87
1548,8,171,1768,2022-10-03,2,524.66,Delivered,95
1549,3,2863,796,2022-09-16,2,613.74,Delivered,143
1550,6,239,821,2023-05-20,4,865.21,Delivered,125
1551,1,259,1339,2023-04-13,1,189.37,Delivered,89
1552,1,534,1105,2025-03-28,2,696.41,Delivered,101
1553,4,376,1271,2023-01-05,3,798.2,Delivered,81
1554,4,2222,2003,2024-03-01,3,291.36,Delivered,52
1555,4,2176,1354,2024-05-30,1,615.46,Delivered,63
1556,1,1254,727,2022-07-16,1,758.92,Delivered,134
1557,2,1843,168,2024-09-18,3,190.62,Delivered,79
1558,7,2122,968,2022-09-22,5,242.1,Delivered,70
1559,4,1936,1143,2023-09-06,2,608.2,Delivered,106
1560,5,856,1803,2022-04-28,3,958.51,Delivered,145
1561,4,1904,68,2023-02-12,2,524.85,Delivered,125
1562,8,104,1084,2022-11-19,5,238.52,Delivered,91
1563,6,839,1939,2022-01-25,3,858.6,Delivered,93
1564,6,2762,1410,2022-07-06,1,422.62,Delivered,102
1565,4,2373,887,2024-02-11,1,981.39,Delivered,135
1566,4,678,27,2023-07-07,3,802.14,Delivered,93
1567,4,2440,91,2024-11-29,3,308.15,Delivered,41
1568,6,1056,464,2023-03-17,3,661.64,Delivered,129
1569,1,2194,363,2024-03-06,2,187.87,Delivered,101
1570,3,907,1571,2023-11-20,3,515.82,Delivered,52
1571,8,1631,123,2022-10-02,1,171.21,Delivered,83
1572,7,896,67,2024-11-22,3,677.9,Delivered,30
1573,6,1597,1955,2025-04-08,3,160.94,Delivered,99
1574,4,123,1327,2025-01-23,4,879.07,Delivered,41
1575,4,737,1179,2022-07-05,2,838.19,Delivered,106
1576,8,303,497,2023-10-17,1,977.82,Delivered,70
1577,6,2170,1276,2022-08-15,5,286.45,Delivered,52
1578,6,1330,1146,2024-02-15,3,643.9,Delivered,95
1579,7,433,955,2023-12-29,4,317.4,Delivered,32
1580,3,1325,1372,2024-03-13,1,787.47,Delivered,137
1581,4,2346,1346,2023-11-22,1,368.38,Delivered,81
1582,1,1768,903,2022-12-13,2,416.77,Delivered,144
1583,8,1376,315,2022-04-15,3,907.47,Delivered,126
1584,3,738,403,2023-10-05,4,614.06,Delivered,134
1585,6,145,1842,2022-11-27,1,686.06,Delivered,138
1586,8,730,130,2022-09-25,3,109.41,Delivered,124
1587,4,1839,608,2024-06-07,4,877.99,Delivered,79
1588,2,1257,1186,2024-06-08,4,594.53,Delivered,45
1589,5,2969,1582,2023-12-31,5,563.38,Delivered,91
1590,1,1130,779,2024-03-22,5,162.37,Delivered,117
1591,8,1885,784,2024-12-10,2,114.31,Delivered,78
1592,4,2066,700,2023-06-04,5,479.34,Delivered,92
1593,1,2299,882,2025-02-14,3,701.7,Delivered,126
1594,4,2277,1731,2023-12-17,5,858.13,Delivered,46
1595,6,105,209,2023-10-13,1,487.41,Delivered,56
1596,1,1820,1788,2022-04-27,5,189.64,Delivered,99
1597,2,1693,1934,2024-10-10,4,206.36,Delivered,101
1598,6,1273,1286,2024-12-09,2,655.55,Delivered,34
1599,4,711,631,2024-12-28,3,688.67,Delivered,38
1600,4,1764,1063,2024-03-14,2,828.61,Delivered,39
1601,1,2563,1306,2025-01-13,4,565.51,Delivered,76
1602,4,2611,1792,2023-04-25,2,564.9,Delivered,112
1603,1,2785,1006,2023-10-13,1,654.99,Delivered,48
1604,3,2637,1072,2022-04-12,5,837.73,Delivered,89
1605,8,2952,1546,2022-01-30,4,764.21,Delivered,40
1606,4,1853,121,2022-07-17,5,913.17,Delivered,85
1607,1,2746,1902,2022-08-01,5,117.44,Delivered,95
1608,2,2390,461,2022-04-14,5,225.83,Delivered,104
1609,5,1219,1183,2023-02-01,1,603.17,Delivered,129
1610,6,633,412,2022-02-15,1,720.91,Delivered,142
1611,1,2563,814,2024-03-05,1,240.47,Delivered,133
1612,4,2277,1335,2022-12-21,5,349.16,Delivered,100
1613,4,2856,775,2024-07-07,3,185.7,Delivered,43
1614,1,1424,973,2024-01-05,5,905.99,Delivered,130
1615,7,1000,977,2022-07-31,2,451.62,Delivered,102
1616,2,2310,185,2022-08-23,1,849.77,Delivered,69
1617,7,54,1640,2022-06-15,2,984.37,Delivered,79
1618,4,294,1889,2024-10-17,4,362.69,Delivered,98
1619,8,2766,1965,2022-08-05,5,276.64,Delivered,127
1620,3,2680,1218,2025-01-03,1,581.96,Delivered,32
1621,7,390,284,2022-12-24,1,193.75,Delivered,41
1622,1,1450,1527,2024-12-31,4,460.54,Delivered,68
1623,4,2856,251,2022-06-28,5,118.47,Delivered,56
1624,2,2310,518,2022-01-12,3,302.92,Delivered,122
1625,2,1182,96,2023-01-26,3,946.72,Delivered,92
1626,5,2677,639,2023-06-22,1,272.69,Delivered,38
1627,6,762,1652,2025-05-15,2,173.34,Delivered,37
1628,7,992,671,2024-03-31,1,172.68,Delivered,32
1629,8,1957,830,2022-07-18,5,443.86,Delivered,36
1630,8,2115,128,2022-07-06,2,691.22,Delivered,123
1631,3,61,549,2023-06-08,4,704.54,Delivered,39
1632,2,1134,783,2023-12-01,4,512.75,Delivered,30
1633,5,103,2034,2022-01-05,3,279.49,Delivered,100
1634,6,283,540,2022-10-17,4,107.84,Delivered,115
1635,7,473,1912,2022-04-30,1,877.18,Delivered,85
1636,4,1492,827,2024-12-17,2,641.24,Delivered,69
1637,5,1226,1464,2023-04-14,1,458.65,Delivered,86
1638,7,518,1410,2024-08-19,4,759.4,Delivered,65
1639,4,547,1534,2023-02-03,2,320.3,Delivered,107
1640,5,1407,1978,2022-10-24,3,243.71,Delivered,31
1641,4,461,1891,2025-05-17,1,598.56,Delivered,55
1642,4,62,1898,2024-03-09,5,125.13,Delivered,84
1643,4,277,1876,2022-07-21,4,352.11,Delivered,37
1644,3,1349,759,2023-06-18,3,714.78,Delivered,43
1645,4,479,1637,2024-11-16,3,436.96,Delivered,34
1646,8,1938,1320,2022-10-15,1,994.6,Delivered,69
1647,6,2093,801,2023-05-07,1,429.46,Delivered,52
1648,4,1088,1148,2024-07-04,3,709.31,Delivered,113
1649,6,1900,785,2024-11-09,3,735.33,Delivered,49
1650,1,2555,1855,2024-02-07,2,157.66,Delivered,31
1651,5,2742,82,2023-10-04,4,176.57,Delivered,70
1652,8,863,428,2022-08-21,2,338.72,Delivered,44
1653,6,2508,939,2025-05-05,1,761.62,Delivered,135
1654,1,2095,1411,2024-02-12,5,676.51,Delivered,34
1655,4,1059,1204,2022-04-21,1,224.97,Delivered,39
1656,2,9,853,2022-09-30,2,950.34,Delivered,42
1657,1,1432,1706,2022-01-07,3,582.87,Delivered,124
1658,2,2031,1031,2023-08-21,3,654.32,Delivered,51
1659,7,697,1358,2022-11-28,5,415.99,Delivered,96
1660,5,2858,1576,2023-06-29,4,600.52,Delivered,145
1661,1,2663,72,2022-03-31,5,642.68,Delivered,148
1662,3,1225,1103,2023-07-30,5,223.98,Delivered,100
1663,4,1429,1677,2024-12-06,2,881.45,Delivered,38
1664,3,1406,1530,2025-04-28,4,671.07,Delivered,76
1665,5,133,158,2024-09-20,1,679.5,Delivered,148
1666,1,2648,236,2022-01-10,1,772.78,Delivered,92
1667,7,1460,1857,2023-01-10,1,953.49,Delivered,51
1668,3,1395,656,2022-05-27,3,710.49,Delivered,147
1669,7,201,1679,2025-04-06,4,277.88,Delivered,59
1670,6,2658,207,2023-05-19,4,289.12,Delivered,44
1671,8,2467,1606,2023-03-13,1,453.12,Delivered,125
1672,2,898,657,2024-02-10,3,897.27,Delivered,121
1673,3,2340,473,2022-12-24,1,782.59,Delivered,93
1674,3,985,189,2023-10-16,4,923.59,Delivered,125
1675,3,2880,793,2025-01-03,5,924.51,Delivered,114
1676,5,2099,259,2022-03-19,5,437.26,Delivered,133
1677,4,1902,1827,2022-11-08,5,725.15,Delivered,141
1678,1,2192,192,2023-04-29,5,726.65,Delivered,56
1679,3,1085,673,2024-09-27,5,868.32,Delivered,52
1680,7,896,1680,2022-05-15,1,199.46,Delivered,33
1681,7,1998,640,2025-04-16,5,711.18,Delivered,133
1682,4,2854,1167,2023-04-14,5,696.91,Delivered,108
1683,1,1669,444,2024-10-21,1,182.13,Delivered,33
1684,1,118,99,2024-12-13,4,128.12,Delivered,131
1685,4,1629,462,2024-10-06,5,999.52,Delivered,103
1686,8,290,598,2022-12-02,1,410.33,Delivered,89
1687,1,2830,1241,2022-07-28,5,891.17,Delivered,142
1688,4,2950,1651,2023-07-28,1,789.94,Delivered,97
1689,2,1734,1628,2023-02-08,2,914.27,Delivered,120
1690,4,1688,1584,2024-07-05,1,997.52,Delivered,53
1691,4,2500,1628,2025-05-04,1,165.65,Delivered,113
1692,8,290,1043,2022-03-04,4,852.41,Delivered,83
1693,6,1625,1965,2023-09-12,5,432.22,Delivered,81
1694,4,1193,522,2022-03-25,4,713.37,Delivered,135
1695,4,1647,26,2022-06-08,4,473.51,Delivered,144
1696,8,1526,1004,2025-04-05,3,454.73,Delivered,95
1697,3,329,446,2022-10-02,2,513.25,Delivered,60
1698,4,2604,812,2022-06-04,2,476.83,Delivered,134
1699,2,116,10,2022-09-16,2,600.78,Delivered,90
1700,2,2812,2031,2024-01-18,2,823.34,Delivered,141
1701,2,1383,1471,2023-07-17,4,321.98,Delivered,82
1702,4,398,1335,2023-04-19,3,969.74,Delivered,69
1703,2,2657,1293,2024-12-01,3,722.77,Delivered,63
1704,4,2947,923,2024-08-17,4,151.49,Delivered,107
1705,1,2641,1284,2024-12-03,3,296.06,Delivered,119
1706,1,873,144,2022-01-18,2,336.69,Delivered,100
1707,3,242,1614,2023-06-23,4,849.48,Delivered,150
1708,4,1862,1161,2022-09-27,2,562.69,Delivered,80
1709,3,1761,1849,2025-01-22,3,843.56,Delivered,123
1710,4,1281,359,2023-12-24,2,555.33,Delivered,94
1711,4,1482,1644,2024-09-23,2,602.7,Delivered,99
1712,6,29,389,2025-04-03,3,573.86,Delivered,76
1713,1,2663,12,2022-08-01,3,817.78,Delivered,50
1714,4,2036,897,2024-03-05,3,789.53,Delivered,133
1715,4,168,1942,2024-06-09,3,912.18,Delivered,33
1716,2,1929,900,2023-01-16,3,464.19,Delivered,35
1717,6,1090,1301,2023-05-07,4,958.38,Delivered,115
1718,6,742,1072,2022-04-26,2,731.84,Delivered,52
1719,6,2552,246,2023-01-31,5,195.28,Delivered,150
1720,1,557,633,2025-03-14,2,713.46,Delivered,66
1721,3,567,622,2023-01-02,3,531.51,Delivered,143
1722,2,1976,535,2024-02-17,2,713.95,Delivered,150
1723,2,2265,745,2023-03-06,2,935.84,Delivered,98
1724,7,392,299,2025-01-04,1,754.88,Delivered,57
1725,4,601,1083,2023-03-24,4,953.55,Delivered,86
1726,8,1717,726,2023-05-09,5,451.35,Delivered,132
1727,1,260,1860,2023-12-26,3,854.83,Delivered,103
1728,7,2529,491,2024-07-28,1,239.39,Delivered,48
1729,4,554,1982,2025-05-05,5,997.54,Delivered,121
1730,4,2996,1976,2025-03-27,4,324.45,Delivered,147
1731,1,1848,1520,2024-07-04,1,949.13,Delivered,81
1732,3,915,944,2023-07-06,4,929.06,Delivered,70
1733,4,1051,897,2024-06-13,5,359.58,Delivered,132
1734,6,1128,933,2022-07-17,4,522.81,Delivered,119
1735,4,164,181,2023-12-10,1,690.02,Delivered,83
1736,2,583,1160,2022-03-07,1,354.66,Delivered,44
1737,4,614,1909,2022-01-22,4,157.06,Delivered,111
1738,4,2617,1498,2023-06-13,3,883.77,Delivered,55
1739,4,2426,458,2023-11-04,2,526.13,Delivered,70
1740,2,1296,1075,2023-06-05,3,507.75,Delivered,139
1741,4,2075,987,2023-10-25,4,311.4,Delivered,36
1742,1,1331,1861,2025-04-18,5,672.14,Delivered,43
1743,7,784,793,2022-08-07,5,216.7,Delivered,105
1744,8,895,232,2023-04-14,5,972.49,Delivered,64
1745,4,2432,592,2022-09-29,2,889.96,Delivered,147
1746,6,500,1896,2024-03-01,1,911.43,Delivered,76
1747,5,2269,1210,2022-04-29,3,283.01,Delivered,117
1748,3,1934,149,2025-02-19,2,804.99,Delivered,55
1749,2,2433,1093,2023-02-22,3,301.53,Delivered,80
1750,8,2298,19,2022-12-22,5,750.86,Delivered,105
1751,2,2573,1189,2024-06-02,2,989.66,Delivered,48
1752,8,914,1213,2022-02-27,4,911.65,Delivered,57
1753,5,2473,605,2023-05-17,5,226.93,Delivered,84
1754,4,2474,558,2023-10-23,5,822.94,Delivered,64
1755,7,768,1922,2023-10-29,5,214.06,Delivered,125
1756,3,1897,945,2024-05-10,4,647.07,Delivered,73
1757,7,1460,1611,2022-06-23,5,695.91,Delivered,142
1758,7,1703,1868,2025-01-27,1,330.08,Delivered,76
1759,3,1888,1198,2023-09-29,2,600.54,Delivered,101
1760,1,1724,1952,2023-10-10,4,216.65,Delivered,68
1761,8,1320,1772,2025-03-27,5,555.26,Delivered,112
1762,4,2542,1931,2024-01-11,3,165.11,Delivered,85
1763,3,1456,608,2022-07-01,4,617.99,Delivered,85
1764,2,958,205,2024-07-16,5,924.47,Delivered,126
1765,1,2201,79,2024-05-27,2,115.3,Delivered,39
1766,1,696,1889,2024-01-11,1,966.58,Delivered,131
1767,4,901,1413,2024-03-03,4,195.44,Delivered,58
1768,3,169,1482,2025-02-08,4,468.36,Delivered,137
1769,3,2731,1261,2022-07-10,4,361.03,Delivered,44
1770,3,1102,126,2023-08-30,3,422.93,Delivered,122
1771,4,1570,1323,2023-08-13,1,427.48,Delivered,62
1772,3,667,94,2023-03-21,3,411.6,Delivered,67
1773,6,2508,89,2024-12-19,1,666.38,Delivered,67
1774,4,1969,343,2022-03-11,4,156.09,Delivered,58
1775,8,195,1978,2023-11-21,3,537.71,Delivered,99
1776,4,2544,1528,2023-03-27,1,734.23,Delivered,88
1777,5,2733,456,2023-09-29,2,847.42,Delivered,117
1778,4,614,1535,2022-08-18,5,991.3,Delivered,54
1779,4,2697,1805,2024-03-30,5,746.32,Delivered,85
1780,4,2545,1729,2022-02-14,5,890.91,Delivered,53
1781,5,978,206,2022-11-17,1,901.8,Delivered,87
1782,6,105,1580,2023-07-29,4,890.48,Delivered,102
1783,8,1223,626,2022-05-05,4,844.15,Delivered,134
1784,3,712,370,2022-01-23,4,871.48,Delivered,86
1785,2,1018,1798,2022-12-25,5,371.29,Delivered,35
1786,1,2327,1088,2022-05-17,2,409.58,Delivered,80
1787,7,1440,1266,2023-03-24,3,250.74,Delivered,103
1788,7,538,1223,2025-04-05,1,914.64,Delivered,124
1789,2,1772,1989,2024-07-17,4,860.62,Delivered,61
1790,2,1860,400,2022-05-09,5,445.32,Delivered,99
1791,3,2340,544,2022-10-10,5,271.77,Delivered,122
1792,4,512,1720,2024-09-12,1,790.04,Delivered,119
1793,4,1480,1087,2025-05-11,5,416.39,Delivered,46
1794,4,1492,1573,2025-01-18,3,962.32,Delivered,61
1795,8,104,1940,2024-03-24,1,273.64,Delivered,124
1796,8,69,1684,2024-06-09,5,728.8,Delivered,144
1797,2,305,49,2024-10-17,3,698.7,Delivered,73
1798,2,1636,204,2024-08-19,1,297.07,Delivered,129
1799,5,2269,1542,2022-09-29,4,292.28,Delivered,92
1800,2,561,378,2023-04-12,3,549.62,Delivered,80
